match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_keyPass,stat_aerialWon,stat_duelWon,stat_bigChanceMissed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,player_firstName,player_lastName,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_aerialLost,stat_blockedScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_ownGoals
11352584,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,32.0,31.0,4.0,3.0,30.0,30.0,1.0,2.0,7.0,1.0,3.0,3.0,1.0,1.0,90.0,39.0,7.6,1.0,0.0,0.0,0.00064738,0,0.2108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352584,home,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,75.0,68.0,12.0,8.0,37.0,38.0,33.0,39.0,6.0,,,,,,71.0,93.0,8.0,12.0,0.0595,0.0,0.181478,2,,True,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,
11352584,home,Liverpool,Joël Matip,joel-matip,J. Matip,D,,195,3362,M,joelmatip,51501,EUR,681609600,D,32,32,False,88.0,83.0,3.0,2.0,61.0,62.0,22.0,26.0,7.0,,,,,,90.0,94.0,7.3,5.0,0.3,0.0,0.0131614,1,,,,,,1.0,,,,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11352584,home,Liverpool,Joe Gomez,joe-gomez,J. Gomez,D,2,188,14125,M,joegomez5,318927,EUR,864345600,D,2,2,False,108.0,103.0,4.0,3.0,90.0,93.0,13.0,15.0,8.0,,,,,,90.0,121.0,7.2,8.0,0.0501,0.0,0.00661535,1,,,,,,2.0,,1.0,,1.0,2.0,1.0,2.0,5.0,,1.0,1.0,,1.0,,,,1.0,1.0,2.0,,,,,,,,,
11352584,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,102.0,97.0,5.0,4.0,66.0,66.0,33.0,42.0,4.0,,,,,,90.0,119.0,7.6,12.0,0.0,0.0,0.0869398,0,,,,6.0,2.0,1.0,1.0,,,,1.0,2.0,1.0,3.0,,2.0,2.0,1.0,,2.0,,,,1.0,,,,,,,,,,
11352584,home,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,56.0,51.0,1.0,1.0,35.0,36.0,19.0,24.0,7.0,,,,,,90.0,76.0,7.6,10.0,0.0705,0.3937,0.344453,2,,,,4.0,3.0,5.0,2.0,2.0,,1.0,1.0,2.0,1.0,3.0,,2.0,,,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
11352584,home,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,72.0,63.0,6.0,1.0,43.0,46.0,20.0,26.0,7.0,,,,,,87.0,80.0,6.7,11.0,0.0,0.0,0.0388959,0,,,,,,7.0,2.0,3.0,,,,,,4.0,,,3.0,3.0,3.0,,,,,,,,1.0,,,,,,,
11352584,home,Liverpool,Curtis Jones,curtis-jones,C. Jones,M,17,185,17569,M,curtisjones,927353,EUR,980812800,M,17,17,False,36.0,33.0,,,22.0,22.0,11.0,14.0,1.0,,,,,,64.0,42.0,6.4,5.0,0.0,0.0,0.0140742,0,,,,,,4.0,2.0,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,1.0,,,,1.0,,,,
11352584,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,F,11,11,False,27.0,22.0,,,11.0,12.0,11.0,15.0,1.0,,,,,,90.0,44.0,8.1,11.0,0.7998,0.5611,0.0718871,4,,,,,,6.0,1.0,3.0,2.0,1.0,,2.0,1.0,5.0,,,2.0,1.0,1.0,,,,,1.0,2.0,1.0,,3.0,1.0,,,,,
11352584,home,Liverpool,Darwin Núñez,darwin-nunez,D. Núñez,F,7,188,70760,M,Darwin,924871,EUR,930182400,F,9,9,False,11.0,7.0,,,1.0,1.0,6.0,10.0,1.0,,,,,,65.0,24.0,6.7,8.0,1.1386,0.0,0.0144768,5,,,1.0,,,3.0,1.0,,1.0,4.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,4.0,,,,,,1.0,1.0,2.0,,
11352584,home,Liverpool,Luis Díaz,luis-diaz,L. Díaz,F,14,178,142017,M,LuisDíaz,883537,EUR,853113600,F,7,7,False,27.0,22.0,2.0,1.0,13.0,16.0,9.0,11.0,5.0,,,,,,65.0,35.0,6.7,8.0,0.026,0.0,0.0551662,1,,,,,,3.0,,1.0,,,1.0,,,2.0,,,,,1.0,1.0,,,,1.0,2.0,1.0,,,,,1.0,,,
11352584,home,Liverpool,Harvey Elliott,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,M,19,19,True,16.0,16.0,,,7.0,7.0,9.0,9.0,3.0,,,,,,26.0,19.0,6.7,,0.0274,0.0,0.0275971,1,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,
11352584,home,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193,51371,M,CodyGakpo,862967,EUR,926035200,F,18,18,True,2.0,2.0,,,,,2.0,3.0,,,,,,,25.0,6.0,6.4,3.0,0.0,0.0,0.0132038,0,,,,1.0,,3.0,1.0,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,
11352584,home,Liverpool,Diogo Jota,diogo-jota,D. Jota,F,,178,31287,M,DiogoJ18,606164,EUR,849657600,F,20,20,True,13.0,9.0,,,5.0,5.0,4.0,8.0,,,,,,,25.0,20.0,6.6,7.0,0.0,0.0,0.00575763,0,,,,,,2.0,,1.0,,,,,,2.0,,,2.0,2.0,,1.0,,,,1.0,,1.0,,,,,,,,
11352584,home,Liverpool,Jarell Quansah,jarell-quansah,J. Quansah,D,4,190,10315,M,jarellquansah,1003339,EUR,1043798400,D,78,78,True,23.0,22.0,1.0,,18.0,18.0,4.0,5.0,1.0,,,,,,19.0,26.0,6.6,2.0,0.0,0.0,0.00078297,0,,,,,,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,
11352584,home,Liverpool,Wataru Endo,wataru-endo,W. Endo,M,3,178,19869,M,endowataru,143040,EUR,729216000,M,3,3,True,6.0,6.0,,,3.0,3.0,3.0,3.0,1.0,,,,,,3.0,7.0,,1.0,0.0,0.0,0.00144012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352584,home,Liverpool,Caoimhin Kelleher,caoimhin-kelleher,C. Kelleher,G,1,188,9953,M,caoimhinkelleher98,827362,EUR,911779200,G,62,62,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352584,home,Liverpool,Konstantinos Tsimikas,konstantinos-tsimikas,K. Tsimikas,D,12,178,16200,M,TK21,786259,EUR,831859200,D,21,21,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352584,home,Liverpool,Ben Gannon-Doak,ben-doak,B. Doak,M,11,174,6791,M,bendoak._,1154861,EUR,1131667200,F,50,50,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,Ben Doak,,,,,,,,,,,,,
11352584,home,Liverpool,Stefan Bajčetić,stefan-bajcetic,S. Bajčetić,M,43,185,10262,M,stefanbajcetic,1142636,EUR,1098403200,M,43,43,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
