match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalOffside,stat_keyPass,captain,player_sofascoreId,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalKeeperSweeper
10388301,home,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,47.0,32.0,27.0,13.0,27.0,29.0,5.0,18.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,90.0,56.0,7.4,15.0,0.0,0.0,0.00327864,0,0.9317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388301,home,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,False,65.0,52.0,9.0,4.0,33.0,40.0,19.0,25.0,2.0,2.0,6.0,,,,,90.0,76.0,7.4,15.0,0.061,0.1982,0.0355417,1,,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388301,home,VfL Wolfsburg,Josuha Guilavogui,josuha-guilavogui,J. Guilavogui,D,,188,210,M,45686,EUR,653702400,D,29,29,False,80.0,76.0,4.0,2.0,61.0,62.0,15.0,18.0,4.0,6.0,15.0,,,,,90.0,95.0,7.7,5.0,0.0589,0.0,0.00541809,1,,2.0,2.0,3.0,,,,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10388301,home,VfL Wolfsburg,Maxence Lacroix,maxence-lacroix,M. Lacroix,D,5,192,6983,M,879674,EUR,954979200,D,4,4,False,43.0,38.0,5.0,3.0,18.0,20.0,20.0,23.0,5.0,1.0,4.0,1.0,,,,45.0,47.0,6.9,5.0,0.0,0.0,0.0121991,0,,3.0,4.0,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
10388301,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,M,20,20,False,33.0,23.0,2.0,1.0,13.0,14.0,11.0,22.0,6.0,,4.0,1.0,,,,90.0,57.0,7.1,16.0,0.1021,0.0,0.10192,1,,1.0,1.0,5.0,1.0,,,1.0,2.0,2.0,,4.0,2.0,1.0,,,,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,
10388301,home,VfL Wolfsburg,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,907463,EUR,971136000,M,22,22,False,36.0,28.0,1.0,,15.0,18.0,13.0,18.0,8.0,1.0,7.0,3.0,,,,90.0,56.0,7.1,12.0,0.0,0.0,0.0288246,0,,1.0,1.0,4.0,1.0,,,2.0,2.0,1.0,1.0,2.0,2.0,,,2.0,,,,,,1.0,,2.0,,,,,,
10388301,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,52.0,43.0,6.0,2.0,28.0,30.0,15.0,24.0,4.0,1.0,9.0,1.0,,,,90.0,64.0,6.7,13.0,0.0,0.0,0.0131256,0,,1.0,2.0,4.0,1.0,,,1.0,2.0,,2.0,,,,,1.0,,,,2.0,,,,,True,,,,,
10388301,home,VfL Wolfsburg,Jakub Kamiński,jakub-kaminski,J. Kamiński,M,16,178,5205,M,801263,EUR,1023235200,M,16,16,False,37.0,25.0,4.0,1.0,14.0,15.0,11.0,22.0,2.0,1.0,3.0,,,,,89.0,67.0,7.2,17.0,0.0554,0.0,0.336902,1,,3.0,,5.0,1.0,,,1.0,,,,3.0,2.0,,,3.0,,,,,,,,1.0,,jakub.kaminskii,1.0,1.0,,
10388301,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,F,32,32,False,25.0,21.0,1.0,,10.0,10.0,11.0,15.0,5.0,2.0,5.0,,,,,83.0,46.0,7.3,12.0,0.0435,0.0,0.367612,1,,,,5.0,1.0,,,,3.0,2.0,,5.0,2.0,1.0,,4.0,,,1.0,,,1.0,,1.0,,,1.0,,,
10388301,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1034,M,987504,EUR,991180800,F,39,39,False,16.0,10.0,,,,,12.0,20.0,9.0,,2.0,2.0,,,,89.0,42.0,7.2,13.0,0.5823,0.5897,0.182829,2,,2.0,2.0,7.0,1.0,1.0,,,3.0,2.0,1.0,4.0,2.0,1.0,,1.0,,,1.0,4.0,2.0,1.0,1.0,2.0,,,,,1.0,
