match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_blockedScoringAttempt,stat_expectedGoals,stat_interceptionWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,captain,player_sofascoreId,stat_goals,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_totalOffside
13472896,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,22.0,17.0,10.0,5.0,0.0,14.0,17.0,3.0,5.0,1.0,7.0,1.0,3.0,5.0,1.0,90.0,33.0,7.7,5.0,0.00110764,0,1.1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472896,home,Fluminense,Samuel Xavier,,,xavier-samuel,S. Xavier,D,2,166,1621,M,795773,EUR,644630400,D,2,2,False,40.0,33.0,6.0,2.0,0.0,17.0,19.0,16.0,21.0,,3.0,,,,,90.0,55.0,6.7,10.0,0.0134672,0,,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13472896,home,Fluminense,Davi Duarte,Davi,Duarte Schuindt,davi-duarte-schuindt,D. Duarte,D,40,183,215,M,1631679,EUR,1082937600,D,40,40,False,40.0,35.0,9.0,4.0,0.0,33.0,33.0,2.0,7.0,8.0,1.0,,,,,90.0,53.0,6.8,5.0,0.00108353,0,,,4.0,4.0,4.0,,,,,,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
13472896,home,Fluminense,Manoel,,,manoel,Manoel,D,26,182,614,M,84845,EUR,635990400,D,26,26,False,42.0,39.0,4.0,2.0,0.0,35.0,35.0,4.0,7.0,6.0,2.0,,,,,90.0,54.0,6.8,3.0,0.00081873,1,,,1.0,2.0,1.0,1.0,,,,,,,,1.0,2.0,1.0,0.0807,,,,,,,,,,,,,,,,
13472896,home,Fluminense,Renê,,,rene,Renê,D,6,174,1464,M,243113,EUR,716428800,D,6,6,False,60.0,49.0,10.0,6.0,0.0,38.0,43.0,11.0,17.0,2.0,7.0,,,,,90.0,80.0,7.1,17.0,0.0136117,0,,,,2.0,6.0,1.0,1.0,,4.0,3.0,1.0,,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,
13472896,home,Fluminense,Matheus Martinelli,,,martinelli-matheus,M. Martinelli,M,8,176,4179,M,1067671,EUR,1002240000,M,8,8,False,22.0,19.0,2.0,2.0,0.0,11.0,11.0,8.0,11.0,3.0,3.0,,,,,67.0,30.0,6.8,4.0,0.00623604,0,,,,1.0,4.0,,,,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
13472896,home,Fluminense,Facundo Bernal,,,bernal-facundo,F. Bernal,M,5,187,1705,M,1177404,EUR,1061424000,M,5,5,False,26.0,20.0,3.0,1.0,0.0,11.0,14.0,9.0,12.0,2.0,3.0,,,,,90.0,45.0,6.8,9.0,0.00566342,3,,,1.0,3.0,2.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,1.0,1.0,0.1173,2.0,1.0,1.0,1.0,0.0615,,,,,,,,,,,
13472896,home,Fluminense,Kevin Serna,,,serna-kevin,K. Serna,M,90,181,3425,M,981374,EUR,882748800,M,90,90,False,25.0,15.0,3.0,1.0,2.0,2.0,4.0,13.0,21.0,1.0,5.0,,,,,90.0,43.0,8.9,13.0,0.442692,1,,2.0,1.0,3.0,9.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,,,0.0376,1.0,,1.0,,,1.0,2.0,4.0,,,,,,,,
13472896,home,Fluminense,Ganso,,,ganso,Ganso,M,10,184,3271,M,116853,EUR,624153600,M,10,10,False,49.0,41.0,,,0.0,22.0,24.0,19.0,25.0,1.0,3.0,,,,,80.0,68.0,7.0,14.0,0.442018,0,,5.0,,2.0,5.0,,1.0,1.0,,,1.0,4.0,1.0,,,,,,1.0,,,,1.0,,2.0,True,,,,,,,
13472896,home,Fluminense,Keno,,,keno,Keno,M,11,174,1898,M,787607,EUR,621388800,M,11,11,False,5.0,3.0,,,0.0,2.0,4.0,1.0,1.0,,,,,,,24.0,7.0,6.6,2.0,0.0002469,0,,,1.0,1.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
