match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyWon,stat_keyPass,captain,stat_goals,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside,stat_clearanceOffLine,stat_penaltyFaced,stat_penaltyConceded,stat_goalAssist
10390081,home,Montpellier,Stephy Mavididi,stephy-mavididi,S. Mavididi,M,10,182,1545,M,605338,EUR,896572800,F,10,10,False,7.0,4.0,1.0,1.0,1.0,2.0,4.0,7.0,2.0,,,2.0,,,,,57.0,19.0,6.7,8.0,0.8748,0.2794,0.00610972,3,,,2.0,4.0,2.0,1.0,1.0,2.0,,,,2.0,1.0,,1.0,,,,2.0,1.0,,,,1.0,,,1.0,,,,,,
10390081,home,Montpellier,Elye Wahi,elye-wahi,E. Wahi,F,11,180,3162,M,979315,EUR,1041465600,F,21,21,True,7.0,5.0,,,3.0,3.0,2.0,5.0,6.0,1.0,,,,,,,45.0,16.0,6.3,7.0,0.0199,0.2128,0.00109222,1,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,e.wahi7,1.0,,,,
10390081,home,Montpellier,Faitout Maouassa,faitout-maouassa,F. Maouassa,M,27,172,207,M,801287,EUR,899683200,D,27,27,True,11.0,9.0,1.0,1.0,3.0,5.0,6.0,6.0,5.0,2.0,,2.0,,,,,33.0,16.0,5.9,4.0,0.0708,0.0,0.0037331,1,,,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10390081,home,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,D,29,29,True,20.0,19.0,,,8.0,8.0,11.0,13.0,3.0,,,4.0,,,,,29.0,29.0,6.8,2.0,0.0,0.0,0.00527394,0,,3.0,,,,,,,,,,,,,,1.0,Enzo Tchato Mbiayi,,1.0,,,,,,,,,,,1.0,,,
10390081,home,Montpellier,Leo Leroy,leo-leroy,L. Leroy,M,22,185,170,M,976001,EUR,950486400,M,18,18,True,11.0,11.0,2.0,2.0,4.0,4.0,7.0,7.0,2.0,1.0,1.0,1.0,,,,,18.0,18.0,6.7,2.0,0.0256,0.1353,0.00684332,1,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10390081,home,Montpellier,Bingourou Kamara,bingourou-kamara,B. Kamara,G,21,193,273,M,583312,EUR,845856000,G,90,90,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390081,home,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,6,195,127,M,229598,EUR,732758400,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390081,home,Montpellier,Mamadou Sakho,mamadou-sakho,M. Sakho,D,,187,317,,21134,EUR,634867200,D,75,75,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390081,home,Montpellier,Issiaga Sylla,issiaga-sylla,I. Sylla,D,4,180,3382,M,291695,EUR,757382400,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,Issiaga,Sylla,,,,,,,,,,ISylla,,,,,
10390081,home,Montpellier,Valère Germain,valere-germain,V. Germain,F,,180,599,M,140992,EUR,640310400,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390081,away,Nice,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189,3913,M,1076,EUR,531532800,G,1,1,False,16.0,11.0,8.0,3.0,9.0,12.0,2.0,4.0,,,,6.0,,4.0,6.0,,90.0,25.0,7.3,5.0,0.0,0.0,0.00056942,0,0.5371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10390081,away,Nice,Jordan Lotomba,jordan-lotomba,J. Lotomba,D,30,177,509,M,796279,EUR,907027200,D,23,23,False,44.0,39.0,1.0,1.0,15.0,15.0,25.0,33.0,6.0,2.0,1.0,3.0,,,,,90.0,69.0,6.8,13.0,0.2042,0.2213,0.0438376,1,,,4.0,11.0,2.0,2.0,1.0,1.0,,4.0,3.0,1.0,2.0,1.0,,,,,4.0,1.0,,,,1.0,,,1.0,,,,,,
10390081,away,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,945217,EUR,946512000,D,25,25,False,54.0,42.0,9.0,3.0,26.0,27.0,16.0,27.0,4.0,,1.0,7.0,,,,,90.0,64.0,6.5,15.0,0.1419,0.0,0.00811217,1,,3.0,2.0,3.0,,,,,1.0,1.0,,3.0,,1.0,,,,,,,,1.0,,,,,,,,,,,
10390081,away,Nice,Dante,dante,Dante,D,4,188,1257,M,3577,EUR,435283200,D,4,4,False,69.0,63.0,10.0,6.0,37.0,38.0,26.0,31.0,4.0,1.0,,11.0,,,,,90.0,86.0,7.5,9.0,0.0913,0.0,0.210935,1,,1.0,3.0,11.0,,2.0,2.0,,1.0,6.0,3.0,1.0,,2.0,1.0,,,,,,1.0,,,1.0,True,,1.0,,,,,,
10390081,away,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,906075,EUR,973468800,D,26,26,False,33.0,29.0,1.0,,13.0,15.0,16.0,18.0,5.0,2.0,3.0,5.0,,,,,45.0,49.0,6.4,5.0,0.0,0.0,0.00443717,0,,,2.0,9.0,1.0,,,,2.0,7.0,5.0,,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,
10390081,away,Nice,Ross Barkley,ross-barkley,R. Barkley,M,6,188,2411,M,98435,EUR,755049600,M,11,11,False,34.0,26.0,1.0,,6.0,6.0,24.0,37.0,3.0,2.0,,4.0,,,,,85.0,58.0,8.6,14.0,0.2413,0.0969,0.337889,3,,,,6.0,,3.0,2.0,1.0,2.0,3.0,2.0,,1.0,,,,,,9.0,4.0,2.0,2.0,,8.0,,1.0,,,,,,,
10390081,away,Nice,Hicham Boudaoui,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,985923,EUR,938044800,M,28,28,False,59.0,53.0,3.0,2.0,26.0,27.0,27.0,33.0,8.0,2.0,1.0,8.0,,,,,90.0,79.0,6.9,9.0,0.0355,0.1838,0.0296257,1,,,,10.0,1.0,4.0,3.0,1.0,,3.0,2.0,,4.0,4.0,,,,,1.0,,,,,,,,,hicham_boudaoui,,,,,
10390081,away,Nice,Sofiane Diop,sofiane-diop,S. Diop,M,10,175,3842,M,944164,EUR,960508800,M,10,10,False,32.0,26.0,2.0,2.0,9.0,10.0,17.0,22.0,6.0,2.0,,4.0,,,,,76.0,44.0,6.3,10.0,0.3545,0.3303,0.0281727,2,,1.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,,1.0,,,,,,
10390081,away,Nice,Gaëtan Laborde,gaetan-laborde,G. Laborde,F,9,181,848,M,149730,EUR,767923200,F,24,24,False,31.0,23.0,,,4.0,5.0,19.0,28.0,2.0,2.0,1.0,7.0,,,,,90.0,59.0,9.5,15.0,1.9638,2.9808,0.473248,9,,,4.0,13.0,,4.0,4.0,7.0,,4.0,3.0,4.0,1.0,,2.0,,,,2.0,,,,,2.0,,2.0,2.0,,,,,,1.0
10390081,away,Nice,Terem Moffi,terem-moffi,T. Moffi,F,29,188,3115,M,894396,EUR,927590400,F,9,9,False,14.0,11.0,,,3.0,3.0,8.0,11.0,6.0,,,3.0,,,,,90.0,23.0,7.1,5.0,0.416,0.2886,0.105175,2,,3.0,,1.0,,2.0,1.0,2.0,1.0,,,1.0,,2.0,,,,,,,1.0,,,4.0,,,1.0,,,,,,1.0
10390081,away,Nice,Billal Brahimi,billal-brahimi,B. Brahimi,F,26,183,3117,M,948250,EUR,952992000,F,14,14,False,28.0,22.0,,,11.0,12.0,12.0,24.0,2.0,1.0,,4.0,,,,,85.0,51.0,7.2,18.0,0.1296,0.2088,0.0773313,2,,,1.0,8.0,1.0,4.0,4.0,1.0,,2.0,1.0,4.0,1.0,,1.0,,,,8.0,1.0,,,,1.0,,,,,1.0,,,,
10390081,away,Nice,Youcef Atal,youcef-atal,Y. Atal,D,20,176,9879,M,894238,EUR,832291200,D,20,20,True,8.0,8.0,3.0,3.0,6.0,6.0,2.0,2.0,2.0,,,2.0,,,,,21.0,17.0,6.6,3.0,0.0,0.0,0.00160461,0,,,,3.0,1.0,2.0,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,youcefatal,,,,,
10390081,away,Nice,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1208,M,804472,EUR,852595200,M,8,8,True,11.0,7.0,6.0,4.0,4.0,6.0,3.0,5.0,2.0,,1.0,,,,,,24.0,13.0,6.5,4.0,0.0,0.0,0.00159532,0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390081,away,Nice,Badredine Bouanani,badredine-bouanani,B. Bouanani,M,27,177,10091,M,1153265,EUR,1102464000,F,35,35,True,4.0,3.0,,,1.0,1.0,2.0,3.0,2.0,,,1.0,,,,,14.0,14.0,6.7,5.0,0.0,0.0,0.0543058,0,,,,2.0,,2.0,,,,1.0,1.0,1.0,1.0,,,,Badredine Bouanani,,,,1.0,,,1.0,,,,bouanani,,,,,
10390081,away,Nice,Ayoub Amraoui,amraoui-ayoub,A. Amraoui,D,88,186,853,M,1129757,EUR,1084492800,D,38,38,True,6.0,3.0,,,2.0,4.0,1.0,2.0,1.0,,,,,,,,11.0,8.0,6.6,3.0,0.0,0.0,0.00235769,0,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
10390081,away,Nice,Alexis Beka Beka,beka-beka-alexis,A. B. Beka,M,6,175,378,M,1001456,EUR,985824000,M,21,21,True,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,,,,11.0,6.0,6.8,1.0,0.1596,0.0,0.00010141,1,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,
10390081,away,Nice,Teddy Boulhendi,teddy-boulhendi,T. Boulhendi,G,77,185,873,M,1035770,EUR,986688000,G,77,77,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390081,away,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,889590,EUR,938995200,G,90,90,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,marcinbulka1,,,,,
10390081,away,Nice,Antoine Mendy,mendy-antoine,A. Mendy,D,5,186,6281,M,1120615,EUR,1085529600,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390081,away,Nice,Reda Belahyane,reda-belahyane,R. Belahyane,M,21,173,4290,M,1389689,EUR,1086048000,M,37,37,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,Reda Belahyane,,,,,,,,,,,reda.belahyane,,,,,
