match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_penaltyConceded,player_firstName,player_lastName,captain,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_shotOffTarget,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_goodHighClaim,stat_hitWoodwork,stat_errorLeadToAShot,player_sofascoreId,stat_totalOffside,stat_penaltyWon,stat_penaltyMiss
14109684,home,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190.0,177,M,236746,EUR,724636800,G,1,1,False,26.0,12.0,20.0,6.0,0.0,7.0,9.0,5.0,17.0,1.0,6.0,5.0,1.0,1.0,5.0,1.0,90.0,36.0,7.3,14.0,0.00170052,1.0358,0,0.6723,0.05,0.0,0.18,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109684,home,Kasımpaşa,Jhon Espinoza,espinoza-jhon,J. Espinoza,D,14,177.0,133,M,929098,EUR,919814400,D,14,14,False,23.0,14.0,6.0,1.0,0.0,9.0,10.0,5.0,13.0,1.0,1.0,,,,,,90.0,41.0,7.0,13.0,0.177964,,0,,0.29,0.15,-0.18,,2.0,4.0,2.0,7.0,9.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14109684,home,Kasımpaşa,Nicholas Opoku,nicholas-opoku,N. Opoku,D,20,190.0,508,M,885683,EUR,871257600,D,20,20,False,24.0,21.0,,,0.0,12.0,12.0,9.0,12.0,7.0,7.0,,,,,,90.0,41.0,6.2,4.0,0.00477744,,0,,0.01,0.03,-0.17,,,2.0,2.0,6.0,3.0,,,,,1.0,1.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14109684,home,Kasımpaşa,Attila Szalai,attila-szalai,A. Szalai,D,41,192.0,2464,M,823092,EUR,885254400,D,41,41,False,29.0,22.0,5.0,1.0,0.0,14.0,15.0,8.0,14.0,6.0,1.0,,,,,,90.0,41.0,6.9,7.0,0.00748473,,2,,0.06,0.06,-0.04,,,,1.0,1.0,3.0,,1.0,1.0,,,,1.0,1.0,,,,,,,True,2.0,0.148,0.1743,-0.41,,,,,,,,,,,,,,,
14109684,home,Kasımpaşa,Cláudio Winck,claudio-winck,C. Winck,D,2,183.0,184,M,155998,EUR,766368000,M,2,2,False,17.0,9.0,2.0,,0.0,4.0,5.0,5.0,12.0,1.0,1.0,,,,,,89.0,39.0,7.4,17.0,0.0101026,,2,,0.01,0.13,-0.05,,4.0,2.0,3.0,6.0,4.0,,,,,1.0,,,2.0,,2.0,,,,,,1.0,0.1091,0.0672,0.52,1.0,1.0,1.0,,,,,,,,,,,,
14109684,home,Kasımpaşa,Andri Baldursson,andri-baldursson,A. Baldursson,M,16,187.0,234,M,932856,EUR,1010620800,M,16,16,False,21.0,15.0,3.0,1.0,0.0,8.0,9.0,7.0,12.0,4.0,3.0,,,,,,90.0,34.0,6.4,9.0,0.00548532,,1,,-0.04,0.03,0.21,,1.0,3.0,4.0,9.0,5.0,1.0,2.0,1.0,,,,,3.0,,1.0,1.0,,,,,,0.029,,0.0,,,,1.0,,,,,,,,,,,
14109684,home,Kasımpaşa,Cafú,cafu,Cafú,M,8,185.0,212,M,110956,EUR,730684800,M,8,8,False,24.0,24.0,1.0,1.0,0.0,9.0,9.0,15.0,15.0,,3.0,,,,,,66.0,37.0,6.6,6.0,0.0706656,,2,,0.23,0.04,-0.01,,5.0,,,2.0,1.0,,1.0,,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,0.2455,,-0.51,1.0,,,1.0,1.0,,,,,,,,,,
14109684,home,Kasımpaşa,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180.0,172,M,931743,EUR,924652800,M,21,21,False,21.0,13.0,1.0,1.0,1.0,7.0,8.0,6.0,13.0,5.0,2.0,,,,,,90.0,40.0,7.1,11.0,0.34786,,0,,0.41,0.14,0.2,,4.0,4.0,1.0,5.0,1.0,,,,3.0,,,,2.0,2.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,
14109684,home,Kasımpaşa,Fousseni Diabaté,fousseni-diabate,F. Diabaté,M,34,175.0,1077,M,796374,EUR,813974400,F,34,34,False,28.0,24.0,,,0.0,6.0,7.0,18.0,21.0,,3.0,,,,,,84.0,40.0,7.0,11.0,0.377427,,1,,0.5,0.05,-0.05,,5.0,2.0,,3.0,1.0,1.0,,,,,,1.0,,3.0,,,,,,,,0.0179,,-0.02,1.0,,2.0,,1.0,1.0,,,,,,,,,
14109684,home,Kasımpaşa,Kubilay Kanatsızkuş,kubilay-kanatsizkus,K. Kanatsızkuş,F,17,190.0,94,M,828953,EUR,859507200,F,17,17,False,7.0,4.0,,,0.0,2.0,2.0,2.0,5.0,1.0,3.0,,,,,,66.0,18.0,6.4,6.0,0.0439501,,2,,-0.15,0.23,0.15,,1.0,3.0,2.0,4.0,4.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0731,,-0.43,1.0,,1.0,1.0,,,,,,,,,,,
