match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_bigChanceCreated,stat_keyPass,stat_fouls,stat_totalOffside,stat_challengeLost,captain,stat_wonContest,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_outfielderBlock
12117265,home,Cruzeiro,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,1,1,False,22.0,18.0,10.0,6.0,0.0,18.0,21.0,1.0,2.0,9.0,1.0,3.0,3.0,1.0,1.0,1.0,90.0,33.0,7.4,4.0,9.583e-05,0,0.5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117265,home,Cruzeiro,William,william,William,D,12,176,2476,M,,604274,EUR,796867200,D,12,12,False,48.0,40.0,2.0,1.0,0.0,22.0,25.0,28.0,1.0,5.0,,,,,,,90.0,80.0,6.6,19.0,0.0320201,2,,,,18.0,5.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.1701,,,,,,,,,,,,,,
12117265,home,Cruzeiro,João Marcelo,joao-marcelo,J. Marcelo,D,43,189,1606,M,,978638,EUR,960854400,D,43,43,False,56.0,52.0,,,0.0,37.0,37.0,19.0,3.0,4.0,,,,,,,90.0,63.0,7.1,5.0,0.213375,1,,,,15.0,,2.0,3.0,2.0,4.0,,,1.0,,,,,1.0,1.0,0.0207,1.0,1.0,,,,,,,,,,,,
12117265,home,Cruzeiro,Lucas Villalba,lucas-villalba,L. Villalba,D,25,177,1898,M,,260077,EUR,777254400,D,25,25,False,42.0,36.0,2.0,1.0,0.0,29.0,34.0,8.0,3.0,4.0,,,,,,,90.0,49.0,6.5,6.0,0.00394486,0,,,,7.0,,2.0,2.0,3.0,3.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,
12117265,home,Cruzeiro,Marlon,marlon,Marlon,D,23,178,1921,M,,870787,EUR,864086400,D,3,3,False,23.0,15.0,4.0,1.0,0.0,6.0,10.0,15.0,2.0,2.0,,,,,,,90.0,36.0,6.3,13.0,0.0274523,0,,,,9.0,2.0,1.0,,4.0,1.0,,2.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,
12117265,home,Cruzeiro,Lucas Romero,lucas-romero,L. Romero,M,29,167,2727,M,,263477,EUR,766627200,M,180,180,False,48.0,40.0,2.0,1.0,0.0,17.0,18.0,32.0,1.0,1.0,,,,,,,90.0,61.0,6.6,11.0,0.0580678,0,,,,23.0,2.0,1.0,,4.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,2.0,,1.0,True,,,,,,,,
12117265,home,Cruzeiro,Walace,walace,Walace,M,5,188,1459,M,,553686,EUR,796953600,M,20,20,False,28.0,25.0,,,0.0,17.0,18.0,10.0,2.0,6.0,,,,,,,77.0,34.0,7.0,3.0,0.0042673,0,,,,8.0,,,,2.0,4.0,,1.0,,,3.0,3.0,,,,,,,1.0,,1.0,,1.0,,,,,,,
12117265,home,Cruzeiro,Gabriel Veron,gabriel-veron,G. Veron,M,27,176,2553,M,,1002819,EUR,1031011200,M,30,30,False,14.0,12.0,,,0.0,5.0,5.0,10.0,1.0,3.0,,,,,,,77.0,20.0,7.5,3.0,0.039469,1,,,,8.0,1.0,1.0,,1.0,2.0,,1.0,,,1.0,1.0,,1.0,,0.397,,1.0,,1.0,,,1.0,1.0,1.0,1.0,0.6625,,,
12117265,home,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175,14140,M,matheus_pereira,377238,EUR,831254400,M,10,10,False,51.0,41.0,5.0,1.0,1.0,13.0,13.0,45.0,,7.0,,,,,,,90.0,68.0,7.9,18.0,0.515055,1,,,,28.0,7.0,,,1.0,2.0,,,,1.0,,,,1.0,2.0,0.0787,1.0,3.0,1.0,,,,,,1.0,,0.3118,,,
12117265,home,Cruzeiro,Álvaro Barreal,alvaro-barreal,Á. Barreal,M,22,172,2811,M,,949687,EUR,966470400,M,21,21,False,27.0,21.0,3.0,2.0,0.0,12.0,13.0,17.0,1.0,1.0,,,,,,,81.0,41.0,6.4,9.0,0.101576,3,,,,11.0,3.0,,,5.0,1.0,,3.0,2.0,1.0,,,,,,0.2175,,1.0,1.0,,2.0,,1.0,2.0,,,,1.0,1.0,
