match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_errorLeadToAShot,stat_wasFouled,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_challengeLost,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed,stat_goals,stat_accurateCross,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_lastManTackle,stat_clearanceOffLine,stat_goalAssist
10408447,home,Villarreal,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13363,M,gerorulli,128383,EUR,706320000,G,13,13,False,30.0,27.0,6.0,3.0,25.0,25.0,2.0,5.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,90.0,36.0,6.5,3.0,0.0,0.0,0.00107826,0,-0.7027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408447,home,Villarreal,Kiko Femenía,kiko-femenia,K. Femenía,D,17,176,444,M,,53739,EUR,665452800,D,2,2,False,44.0,36.0,6.0,1.0,17.0,20.0,19.0,27.0,1.0,2.0,,6.0,,,,,90.0,65.0,6.8,16.0,0.0,0.0,0.0500893,0,,,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10408447,home,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,39,190,1235,M,,3041,EUR,494640000,D,3,3,False,46.0,36.0,6.0,3.0,23.0,26.0,13.0,20.0,4.0,5.0,4.0,4.0,,,,,90.0,53.0,7.0,10.0,0.0,0.0,0.00317293,0,,,,,,,,,1.0,,,,,True,1.0,1.0,,,,,,,,,,,,,,,,,,
10408447,home,Villarreal,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,4,4,False,55.0,44.0,7.0,4.0,21.0,24.0,23.0,31.0,2.0,5.0,4.0,5.0,,,,,90.0,67.0,6.9,12.0,0.0,0.0,0.0124029,0,,,,,4.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10408447,home,Villarreal,Alfonso Pedraza,alfonso-pedraza,A. Pedraza,D,24,184,576,M,,797290,EUR,829008000,D,24,24,False,16.0,14.0,,,5.0,5.0,9.0,17.0,,5.0,1.0,2.0,,,,,82.0,47.0,6.8,13.0,0.1869,0.2102,0.0109995,4,,,,6.0,7.0,,4.0,2.0,,,2.0,3.0,,,3.0,3.0,2.0,,,1.0,1.0,2.0,,,,,,,,,,,,
10408447,home,Villarreal,Samuel Chukwueze,samuel-chukwueze,S. Chukwueze,F,19,172,21963,M,chukwuezesamuel8,822470,EUR,927331200,M,11,11,False,21.0,17.0,,,3.0,3.0,14.0,18.0,1.0,11.0,1.0,5.0,,,,,59.0,38.0,7.6,8.0,0.0306,0.0,0.129148,1,,,,,3.0,,6.0,4.0,,,1.0,1.0,3.0,,3.0,2.0,,,3.0,1.0,,,,,,,,,,,,,,
10408447,home,Villarreal,Étienne Capoue,etienne-capoue,É. Capoue,M,,187,342,M,,16701,EUR,584582400,M,6,6,False,38.0,33.0,1.0,,10.0,12.0,23.0,26.0,,2.0,3.0,4.0,,,,,90.0,50.0,6.5,7.0,0.0765,0.0,0.0329552,1,,,,,5.0,1.0,1.0,,,2.0,,2.0,1.0,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,
10408447,home,Villarreal,Dani Parejo,dani-parejo,D. Parejo,M,10,180,1999,M,,39182,EUR,608688000,M,10,10,False,62.0,52.0,15.0,12.0,11.0,14.0,41.0,58.0,,4.0,1.0,6.0,,,,,90.0,86.0,8.0,22.0,0.0758,0.0485,0.250887,2,,,,10.0,3.0,1.0,1.0,1.0,,,,1.0,2.0,,3.0,1.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,
10408447,home,Villarreal,Francis Coquelin,francis-coquelin,F. Coquelin,M,13,178,472,M,,40672,EUR,674092800,M,19,19,False,17.0,15.0,1.0,,2.0,2.0,13.0,15.0,,3.0,,3.0,,,,,60.0,26.0,7.2,5.0,0.0,0.0,0.33995,0,,,,,,,1.0,1.0,,1.0,3.0,,1.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,
10408447,home,Villarreal,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,20,177,15743,M,locelso_giovani,798835,EUR,829008000,F,17,17,False,12.0,8.0,,,3.0,4.0,5.0,8.0,,7.0,,2.0,,,,,31.0,25.0,7.0,8.0,0.0018,0.0,0.00922944,1,,,,,3.0,1.0,3.0,2.0,,,2.0,1.0,,,5.0,5.0,,,,1.0,,,,,,,,,,,,,,
