match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_fouls,stat_errorLeadToAShot,stat_goalAssist,stat_totalContest,stat_wonContest,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_lastManTackle,stat_bigChanceMissed,stat_blockedScoringAttempt
11396190,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,23.0,22.0,5.0,5.0,21.0,21.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,74.0,31.0,7.0,1.0,0.00019415,0,0.0531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396190,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,D,6,6,False,,84.0,74.0,3.0,2.0,42.0,42.0,35.0,48.0,2.0,1.0,7.0,,,,,90.0,103.0,7.6,15.0,0.146544,1,,,,6.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0537,1.0,,,,,,,,,,,,,,,,,,
11396190,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14152,M,Upamecano,798583,EUR,909446400,D,2,2,False,,106.0,101.0,5.0,4.0,58.0,60.0,43.0,46.0,4.0,2.0,4.0,1.0,,,,90.0,114.0,7.4,5.0,0.0692611,0,,,,,,2.0,,,,1.0,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11396190,home,FC Bayern München,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15013,M,kiminjae3,896569,EUR,848016000,D,3,3,False,,86.0,85.0,2.0,2.0,55.0,55.0,30.0,32.0,2.0,2.0,3.0,,,,,74.0,94.0,7.2,2.0,0.0106909,1,,,,1.0,,,,1.0,,1.0,1.0,,0.0288,,,1.0,1.0,,1.0,,,,,,,,,,,,,
11396190,home,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29613,M,ADavies19,843665,EUR,973123200,D,19,19,False,,59.0,54.0,,,21.0,21.0,34.0,40.0,3.0,,6.0,,,,,90.0,81.0,6.8,17.0,0.0465773,0,,,,2.0,1.0,11.0,4.0,,,1.0,1.0,,,1.0,,,,,,1.0,9.0,2.0,,,,,,,,,,
11396190,home,FC Bayern München,Aleksandar Pavlović,aleksandar-pavlovic,A. Pavlović,M,45,186,10825,M,alekspavlovic_,1142251,EUR,1083542400,M,45,45,False,,105.0,103.0,7.0,6.0,43.0,43.0,60.0,62.0,3.0,,6.0,1.0,,,,90.0,114.0,7.3,5.0,0.0771136,0,,,,,,4.0,1.0,,,2.0,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,
11396190,home,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12148,M,leon_goretzka,184661,EUR,792028800,M,8,8,False,,81.0,74.0,4.0,1.0,39.0,39.0,35.0,42.0,2.0,,6.0,,,,,74.0,87.0,7.6,8.0,0.0321332,1,,,,,,3.0,,,,1.0,1.0,,0.07,,1.0,,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,0.3065,,,,,
11396190,home,FC Bayern München,Lovro Zvonarek,lovro-zvonarek,L. Zvonarek,M,14,180,2057,M,,1120914,EUR,1115510400,M,34,34,False,,30.0,25.0,,,10.0,12.0,15.0,18.0,2.0,1.0,4.0,,,,,89.0,36.0,7.2,7.0,0.137173,1,,,,,,5.0,,,,,,1.0,0.07,1.0,1.0,2.0,,1.0,,,1.0,,2.0,1.0,1.0,1.0,0.1397,,,,,
11396190,home,FC Bayern München,Thomas Müller,thomas-muller,T. Müller,F,13,186,37471,M,esmuellert,35166,EUR,621648000,M,25,25,False,,45.0,35.0,6.0,3.0,14.0,16.0,21.0,30.0,4.0,,3.0,1.0,,,,90.0,61.0,6.9,16.0,0.241619,0,,,,1.0,,3.0,1.0,,,2.0,1.0,1.0,,1.0,,,1.0,,,1.0,3.0,1.0,,,,2.0,,,,,,
11396190,home,FC Bayern München,Bryan Zaragoza,bryan-zaragoza,B. Zaragoza,F,97,165,5438,M,bryanzaragoza,1084730,EUR,999993600,M,17,17,False,,27.0,22.0,2.0,2.0,9.0,9.0,14.0,21.0,5.0,,2.0,,,,,75.0,44.0,7.1,13.0,0.289094,1,,,,3.0,1.0,4.0,2.0,,,2.0,2.0,,0.0497,1.0,,,,,,,5.0,3.0,,1.0,,,0.0681,,,,,
11396190,home,FC Bayern München,Mathys Tel,mathys-tel,M. Tel,F,11,183,11316,M,m.tel14,1048888,EUR,1114560000,F,39,39,False,,18.0,17.0,1.0,1.0,4.0,4.0,13.0,14.0,4.0,,,2.0,,,,90.0,34.0,6.6,10.0,0.0383668,1,,,,,,7.0,3.0,1.0,,,,,0.0166,,1.0,,,2.0,,,3.0,2.0,,,,5.0,,,,,,
11396190,home,FC Bayern München,Daniel Peretz,daniel-peretz,D. Peretz,G,41,190,3561,M,,1048265,EUR,963187200,G,18,18,True,,14.0,9.0,5.0,,9.0,11.0,,3.0,,,3.0,,,,,16.0,17.0,6.4,5.0,3.886e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396190,home,FC Bayern München,Matthijs de Ligt,matthijs-de-ligt,M. de Ligt,D,4,188,32702,M,mdeligt,803031,EUR,934416000,D,4,4,True,,32.0,31.0,2.0,2.0,23.0,24.0,8.0,8.0,,,1.0,,,,,16.0,33.0,6.7,1.0,0.0113793,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396190,home,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,KonradLaimer,355492,EUR,864691200,M,27,27,True,,13.0,12.0,,,4.0,4.0,8.0,9.0,,,2.0,,,,,16.0,17.0,6.5,3.0,0.00553441,0,,,,,,2.0,,,,,,,,,,,1.0,,,,,,2.0,,,2.0,,,,,,
11396190,home,FC Bayern München,Matteo Pérez Vinlöf,matteo-perez-vinlof,M. P. Vinlöf,D,22,176,995,M,,1149080,EUR,1134864000,D,41,41,True,,10.0,9.0,,,7.0,8.0,2.0,3.0,1.0,,1.0,1.0,,,,15.0,19.0,6.7,4.0,0.00187837,0,,Matteo Vinlöf,,1.0,,2.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,
11396190,home,FC Bayern München,Jonathan Asp Jensen,jensen-jonathan-asp,J. A. Jensen,F,10,182,939,M,,1146545,EUR,1137196800,M,46,46,True,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
