match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,stat_unsuccessfulTouch,stat_aerialLost,stat_challengeLost,stat_wasFouled,captain,stat_dispossessed,stat_totalTackle,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_wonTackle,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_penaltyWon
13078237,home,AZ Alkmaar,Rome Jayden Owusu-Oduro,,,rome-jayden-owusu-oduro,R. J. Owusu-Oduro,G,1,189,1342,M,1145999,EUR,1088726400,G,1,1,False,36.0,22.0,21.0,7.0,0.0,20.0,23.0,2.0,13.0,10.0,1.0,2.0,1.0,3.0,90.0,46.0,7.0,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078237,home,AZ Alkmaar,Denso Kasius,,,denso-kasius,D. Kasius,D,30,186,390,M,1008111,EUR,1033862400,D,30,30,False,64.0,53.0,11.0,7.0,0.0,28.0,33.0,25.0,33.0,7.0,,,,,90.0,83.0,7.2,14.0,4,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
13078237,home,AZ Alkmaar,Wouter Goes,,,wouter-goes,W. Goes,D,3,187,709,M,1145982,EUR,1086825600,D,3,3,False,68.0,62.0,6.0,3.0,0.0,48.0,48.0,14.0,20.0,1.0,,,,,90.0,80.0,6.9,6.0,0,,2.0,1.0,,,,,3.0,4.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
13078237,home,AZ Alkmaar,Maxim Dekker,Maxim Dekker,,maxim-dekker,M. Dekker,D,4,192,201,M,1119294,EUR,1082505600,D,22,22,False,59.0,58.0,1.0,,0.0,37.0,38.0,21.0,21.0,2.0,,,,,79.0,63.0,6.6,2.0,0,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
13078237,home,AZ Alkmaar,David Möller Wolfe,,,david-moller-wolfe,D. M. Wolfe,D,6,185,957,M,1031283,EUR,1019520000,D,18,18,False,10.0,9.0,,,0.0,8.0,8.0,1.0,2.0,,,,,,28.0,12.0,6.6,1.0,1,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
13078237,home,AZ Alkmaar,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,513,M,922018,EUR,957398400,M,6,6,False,21.0,14.0,3.0,1.0,0.0,7.0,10.0,7.0,12.0,,,,,,45.0,27.0,6.4,8.0,0,1.0,4.0,1.0,,,,,,1.0,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,
13078237,home,AZ Alkmaar,Jordy Clasie,,,jordy-clasie,J. Clasie,M,8,169,219,M,116946,EUR,677980800,M,8,8,False,70.0,62.0,9.0,5.0,0.0,26.0,26.0,36.0,44.0,6.0,,,,,90.0,85.0,7.4,11.0,0,,2.0,2.0,1.0,1.0,,,1.0,4.0,2.0,,1.0,,,1.0,1.0,,,True,1.0,1.0,,,,,,,,,
13078237,home,AZ Alkmaar,Mayckel Lahdo,Mayckel Lahdo,,mayckel-lahdo,M. Lahdo,F,23,171,500,M,1046028,EUR,1041206400,M,23,23,False,23.0,20.0,,,0.0,12.0,13.0,8.0,11.0,5.0,,,,,79.0,39.0,7.0,8.0,3,1.0,1.0,5.0,3.0,3.0,1.0,2.0,,,1.0,1.0,,,,3.0,,,,,1.0,1.0,,,,,,,,,
13078237,home,AZ Alkmaar,Sven Mijnans,,,sven-mijnans,S. Mijnans,M,10,190,1196,M,980671,EUR,952560000,M,10,10,False,49.0,43.0,5.0,3.0,0.0,17.0,17.0,27.0,34.0,3.0,,,,,90.0,67.0,8.2,12.0,4,2.0,3.0,1.0,2.0,1.0,2.0,,,1.0,4.0,,,,,3.0,1.0,,,,1.0,,1.0,2.0,1.0,3.0,,,,,
13078237,home,AZ Alkmaar,Ernest Poku,,,ernest-poku,E. Poku,M,19,172,5166,M,1119502,EUR,1075248000,M,21,21,False,27.0,19.0,1.0,,1.0,8.0,8.0,11.0,19.0,3.0,,,,,64.0,37.0,7.4,11.0,1,,4.0,5.0,5.0,2.0,1.0,,,,2.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,
13078237,home,AZ Alkmaar,Mexx Meerdink,,,mexx-meerdink,M. Meerdink,F,35,182,932,M,1153117,EUR,1059004800,F,35,35,False,17.0,10.0,1.0,,0.0,3.0,5.0,7.0,12.0,2.0,,,,,64.0,22.0,7.1,8.0,2,,2.0,3.0,,,,,,,1.0,2.0,,,,1.0,2.0,,,,,1.0,,2.0,,,,1.0,,,
13078237,home,AZ Alkmaar,Seiya Maikuma,,,seiya-maikuma,S. Maikuma,D,2,179,897,M,1028330,EUR,876960000,D,16,16,True,42.0,35.0,5.0,2.0,0.0,18.0,21.0,17.0,21.0,2.0,,,,,62.0,60.0,7.5,10.0,0,,1.0,5.0,2.0,2.0,,,,5.0,3.0,,,,,1.0,1.0,,2.0,,,1.0,,,,,1.0,,,,
13078237,home,AZ Alkmaar,Dave Kwakman,,,dave-kwakman,D. Kwakman,M,23,186,254,M,1146002,EUR,1091836800,M,33,33,True,38.0,32.0,5.0,1.0,1.0,11.0,12.0,21.0,26.0,7.0,,,,,45.0,48.0,7.0,9.0,1,,2.0,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,
13078237,home,AZ Alkmaar,Ruben van Bommel,,,ruben-van-bommel,R. van Bommel,M,7,191,2027,M,1212550,EUR,1091491200,F,7,7,True,12.0,8.0,1.0,,0.0,3.0,4.0,5.0,9.0,,,,,,26.0,18.0,7.2,7.0,1,1.0,4.0,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,
13078237,home,AZ Alkmaar,Troy Parrott,,,troy-parrott,T. Parrott,F,9,185,10472,M,966555,EUR,1012780800,F,9,9,True,7.0,5.0,,,1.0,2.0,3.0,3.0,4.0,,,,,,26.0,13.0,6.8,3.0,3,,4.0,,,,2.0,1.0,1.0,,1.0,,,,,1.0,4.0,,,,,,,,,,1.0,,1.0,,
13078237,home,AZ Alkmaar,Bruno Martins Indi,,,bruno-martins-indi,B. M. Indi,D,4,185,169,M,116947,EUR,697507200,D,4,4,True,8.0,7.0,1.0,,0.0,5.0,5.0,2.0,3.0,2.0,,,,,11.0,10.0,6.5,1.0,0,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,
13078237,home,AZ Alkmaar,Jayden Addai,,,jayden-addai,J. Addai,M,42,176,3079,M,1177723,EUR,1125014400,F,17,17,True,4.0,1.0,,,0.0,,1.0,1.0,3.0,1.0,,,,,11.0,8.0,7.6,4.0,2,,,2.0,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,
13078237,home,AZ Alkmaar,Hobie Verhulst,,,hobie-verhulst,H. Verhulst,G,12,189,76,M,97401,EUR,733708800,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078237,home,AZ Alkmaar,Jeroen Zoet,,,jeroen-zoet,J. Zoet,G,41,186,199,M,40963,EUR,663120000,G,41,41,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078237,home,AZ Alkmaar,Mees de Wit,,,mees-de-wit,M. de Wit,D,34,178,170,M,893559,EUR,892771200,D,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078237,home,AZ Alkmaar,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184,386,M,1004278,EUR,999993600,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078237,home,AZ Alkmaar,Elijah Dijkstra,Elijah Dijkstra,,elijah-dijkstra,E. Dijkstra,D,22,172,312,M,1386461,EUR,1154736000,D,43,43,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078237,home,AZ Alkmaar,Zico Buurmeester,Zico Buurmeester,,zico-buurmeester,Z. Buurmeester,M,8,182,150,M,1050828,EUR,1023408000,M,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
