match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_keyPass,stat_bigChanceCreated,player_lastName,stat_bigChanceMissed,player_sofascoreId,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_lastManTackle
12437820,home,Espanyol,Joan García,joan-garcia,J. García,G,13,193,111965,M,930267,EUR,988934400,G,1,1,False,25.0,12.0,19.0,7.0,0.0,9.0,10.0,3.0,15.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,4.0,1.0,90.0,35.0,7.3,13.0,0.00047432,0,1.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437820,home,Espanyol,Omar El Hilali,omar-el-hilali,O. E. Hilali,D,23,183,6663,M,1064026,EUR,1063324800,D,23,23,False,32.0,22.0,9.0,1.0,0.0,16.0,17.0,6.0,16.0,1.0,1.0,4.0,7.0,2.0,6.0,,,,,90.0,59.0,6.9,12.0,0.00442354,0,,1.0,3.0,2.0,3.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
12437820,home,Espanyol,Sergi Gómez,sergi-gomez,S. Gómez,D,5,185,195,M,125625,EUR,701740800,D,3,3,False,25.0,20.0,4.0,1.0,0.0,19.0,20.0,1.0,5.0,2.0,1.0,3.0,2.0,8.0,,,,,,90.0,35.0,6.7,5.0,0.00042491,0,,,,,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,
12437820,home,Espanyol,Marash Kumbulla,marash-kumbulla,M. Kumbulla,D,4,191,1585,M,893642,EUR,949968000,D,4,4,False,36.0,30.0,9.0,4.0,0.0,22.0,22.0,8.0,14.0,3.0,5.0,3.0,9.0,9.0,2.0,,,,,90.0,55.0,8.4,7.0,0.00435009,1,,,,,2.0,2.0,2.0,1.0,,1.0,1.0,2.0,1.0,2.0,0.5547,0.9057,,,,,,,,,,,,,
12437820,home,Espanyol,Carlos Romero,carlos-romero,C. Romero,D,22,174,1103,M,1396048,EUR,1004313600,D,22,22,False,33.0,22.0,1.0,,0.0,9.0,10.0,14.0,28.0,1.0,1.0,5.0,5.0,2.0,1.0,,,,,90.0,62.0,6.8,20.0,0.0616327,1,,5.0,2.0,1.0,1.0,3.0,3.0,,,,,,,,0.0246,,Carlos Romero,1.0,2.0,1.0,1.0,,,,,,,,
12437820,home,Espanyol,José Gragera,jose-gragera,J. Gragera,M,16,186,129,M,966940,EUR,958262400,M,15,15,False,24.0,21.0,,,0.0,12.0,13.0,9.0,11.0,3.0,5.0,5.0,13.0,5.0,3.0,,,,,90.0,40.0,7.2,3.0,0.00660338,0,,,,,,6.0,5.0,1.0,,,,,,2.0,,,,,1.0,,,,,,,,,,
12437820,home,Espanyol,Pol Lozano,pol-lozano,P. Lozano,M,10,176,521,M,826010,EUR,939168000,M,10,10,False,31.0,23.0,5.0,2.0,0.0,11.0,15.0,14.0,18.0,2.0,1.0,5.0,5.0,,4.0,,,,,75.0,40.0,7.0,9.0,0.0985147,0,,2.0,,,,4.0,3.0,1.0,,,,,,,,,,2.0,1.0,1.0,,3.0,,,,,,,
12437820,home,Espanyol,Jofre Carreras,jofre,J. Carreras,M,17,175,337,M,1019236,EUR,992736000,M,17,17,False,15.0,12.0,,,1.0,3.0,4.0,10.0,13.0,,,6.0,6.0,1.0,5.0,,,,,83.0,37.0,8.5,11.0,0.556055,2,,2.0,3.0,1.0,1.0,,,2.0,,1.0,1.0,,3.0,5.0,0.1648,0.1974,,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,
12437820,home,Espanyol,Alex Král,alex-kral,A. Král,M,33,185,664,M,825740,EUR,895536000,M,20,20,False,19.0,16.0,,,0.0,4.0,4.0,12.0,17.0,1.0,1.0,3.0,7.0,2.0,6.0,,,,,90.0,40.0,7.3,7.0,0.0565744,1,,2.0,1.0,1.0,2.0,4.0,2.0,2.0,,,,,1.0,1.0,0.0153,,,,,1.0,1.0,,,,,,,,
12437820,home,Espanyol,Irvin Cardona,irvin-cardona,I. Cardona,F,7,185,565,M,605552,EUR,870998400,M,24,24,False,10.0,7.0,,,1.0,3.0,3.0,5.0,9.0,,,4.0,2.0,,2.0,,,,,55.0,21.0,7.1,7.0,0.0435545,2,,2.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,,2.0,,0.1173,0.0354,,1.0,2.0,,1.0,2.0,,,1.0,,,,
