match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_accurateCross,stat_challengeLost,stat_goals,stat_totalOffside,stat_penaltyWon,stat_penaltyConceded,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_hitWoodwork
12448262,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,True,38.0,33.0,6.0,1.0,0.0,32.0,35.0,1.0,3.0,1.0,8.0,1.0,4.0,4.0,2.0,1.0,90.0,48.0,7.5,5.0,0.00107202,0,0.4291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448262,home,FC Twente,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,,30.0,20.0,11.0,4.0,0.0,9.0,15.0,11.0,17.0,4.0,6.0,,,,,,90.0,53.0,7.3,14.0,0.0356703,0,,,,2.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12448262,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,,51.0,45.0,7.0,3.0,0.0,34.0,36.0,11.0,15.0,4.0,3.0,,,,,,90.0,62.0,7.2,7.0,0.0099369,1,,,,,2.0,2.0,,,,,1.0,,meeshilgerss,1.0,1.0,1.0,1.0,1.0,0.0154,,,,,,,,,,,,,,,,,,
12448262,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186,104,M,1091627,EUR,1036540800,D,38,38,False,,52.0,46.0,3.0,2.0,0.0,41.0,44.0,5.0,9.0,1.0,4.0,,,,,,90.0,63.0,7.3,7.0,0.0015707,3,,Max Bruns,,1.0,3.0,3.0,,3.0,1.0,,,,,1.0,2.0,,,2.0,0.7079,1.0,2.0,1.0,2.0,0.2822,,,,,,,,,,,,,
12448262,home,FC Twente,Anass Salah-Eddine,anass-salah-eddine,A. Salah-Eddine,D,2,179,6705,M,961684,EUR,1011312000,D,34,34,False,,45.0,34.0,6.0,3.0,0.0,19.0,22.0,15.0,24.0,,6.0,,,,,,68.0,72.0,7.0,19.0,0.0171208,0,,,,1.0,5.0,10.0,5.0,1.0,2.0,2.0,2.0,,,,2.0,,1.0,1.0,,,,,,,3.0,4.0,,,,,,,,,,,
12448262,home,FC Twente,Youri Regeer,youri-regeer,Y. Regeer,M,6,177,742,M,996940,EUR,1061164800,M,8,8,False,,67.0,54.0,11.0,6.0,0.0,28.0,34.0,26.0,35.0,,2.0,,,,,,90.0,82.0,7.2,17.0,0.185026,3,,,,2.0,4.0,6.0,,1.0,1.0,1.0,4.0,1.0,,1.0,1.0,2.0,1.0,2.0,0.0876,,,1.0,,0.0097,1.0,,1.0,,,,,,,,,,
12448262,home,FC Twente,Carel Eiting,carel-eiting,C. Eiting,M,6,178,347,M,803025,EUR,887155200,M,6,6,False,,35.0,29.0,2.0,1.0,0.0,13.0,15.0,17.0,24.0,1.0,2.0,,,,,,56.0,49.0,7.2,10.0,0.155552,0,,,,4.0,3.0,4.0,,,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,1.0,2.0,,,,,,,,
12448262,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179,509,M,1048430,EUR,996019200,M,11,11,False,,31.0,24.0,4.0,2.0,0.0,7.0,8.0,17.0,25.0,2.0,5.0,,,,,,90.0,48.0,7.2,14.0,0.0758984,0,,,,2.0,6.0,6.0,1.0,,1.0,1.0,3.0,2.0,,2.0,2.0,,2.0,,,,,,1.0,,2.0,,,,1.0,,,,,,,,
12448262,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,False,,25.0,22.0,3.0,2.0,0.0,9.0,9.0,15.0,19.0,2.0,2.0,,,,,,81.0,40.0,9.0,5.0,0.321307,4,,,,3.0,1.0,2.0,,1.0,1.0,,1.0,4.0,,,,,1.0,1.0,1.5053,2.0,,4.0,,2.2749,,,,2.0,,2.0,,,,,,,
12448262,home,FC Twente,Mitchell van Bergen,mitchell-van-bergen,M. v. Bergen,F,7,170,248,M,827662,EUR,935712000,M,7,7,False,,21.0,14.0,,,0.0,3.0,5.0,11.0,18.0,1.0,3.0,,,,,,69.0,34.0,7.3,11.0,0.0140817,1,,,,2.0,1.0,4.0,2.0,,2.0,1.0,1.0,,,,,,,,0.042,,,1.0,,0.2711,,1.0,,,,,1.0,,,,,,
