match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,captain,stat_duelLost,stat_interceptionWon,stat_fouls,player_firstName,player_lastName,stat_goalAssist,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_challengeLost,stat_goals,stat_bigChanceMissed,stat_crossNotClaimed
10583853,home,Al Raed,Silviu Lung Jr.,silviu-lung-jr,S. Lung Jr.,G,1,189.0,122,M,44556,EUR,612921600,G,1,1,False,9.0,8.0,3.0,2.0,6.0,6.0,2.0,3.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,19.0,6.8,1.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10583853,home,Al Raed,Abdullah Al-Fahad,al-fahad-abdullah,A. Al-Fahad,D,19,177.0,20,M,817947,EUR,771638400,D,19,19,False,24.0,19.0,2.0,1.0,12.0,12.0,7.0,12.0,,,,2.0,1.0,,,,,,45.0,29.0,6.5,5.0,,0,True,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10583853,home,Al Raed,Mohammed Salem,mohammed-salem,M. Salem,D,,175.0,5,M,818554,EUR,492134400,D,12,12,False,59.0,46.0,19.0,12.0,29.0,35.0,17.0,24.0,1.0,2.0,1.0,6.0,4.0,1.0,,,,,90.0,69.0,7.7,13.0,2.0,1,,4.0,1.0,1.0,Mohammed,Salem,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
10583853,home,Al Raed,Pablo Santos,pablo-santos,P. Santos,D,27,185.0,62,M,874392,EUR,700876800,D,28,28,False,56.0,53.0,3.0,2.0,29.0,31.0,24.0,25.0,1.0,2.0,1.0,7.0,8.0,,,,,,90.0,72.0,7.7,5.0,1.0,0,,3.0,5.0,1.0,,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
10583853,home,Al Raed,Awdh Faraj,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,M,27,27,False,18.0,9.0,2.0,1.0,3.0,6.0,6.0,12.0,2.0,2.0,,,2.0,,,,,,45.0,28.0,6.6,11.0,,1,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
10583853,home,Al Raed,Mohamed Fouzair,mohamed-fouzair,M. Fouzair,M,,168.0,271,M,893191,EUR,693532800,M,10,10,False,26.0,20.0,2.0,2.0,5.0,7.0,19.0,29.0,,9.0,,,10.0,4.0,,,,,90.0,68.0,7.5,24.0,2.0,3,,11.0,3.0,3.0,,,,,1.0,,3.0,2.0,4.0,10.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,
10583853,home,Al Raed,Damjan Đoković,damjan-dokovic,D. Djoković,M,88,188.0,128,M,108740,EUR,640396800,M,88,88,False,36.0,33.0,2.0,1.0,17.0,18.0,16.0,18.0,1.0,4.0,,,4.0,2.0,,,,,90.0,43.0,6.7,3.0,,1,,2.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,
10583853,home,Al Raed,Abdulmalek Al-Shammari,abdulmalek-al-shammary,A. Al-Shammari,D,17,177.0,13,M,846889,EUR,808531200,M,7,7,False,35.0,24.0,3.0,1.0,12.0,17.0,12.0,20.0,,5.0,,,5.0,2.0,,,,,65.0,59.0,7.0,21.0,,0,,1.0,1.0,,,,,,,1.0,3.0,3.0,4.0,2.0,,1.0,,,,,,,,,,
10583853,home,Al Raed,Alexandru Mitriță,alexandru-mitrita,A. Mitriță,F,20,167.0,1639,M,179639,EUR,792201600,F,82,82,False,24.0,19.0,4.0,3.0,3.0,3.0,18.0,28.0,,8.0,,,2.0,4.0,,,,,89.0,45.0,7.9,14.0,2.0,2,,2.0,,,,,,,2.0,,1.0,,3.0,7.0,2.0,,4.0,3.0,,,,,1.0,,,
10583853,home,Al Raed,Karim El Berkaoui,el-berkaoui-karim,K. El Berkaoui,F,33,175.0,2625,M,919719,EUR,818812800,F,11,11,False,14.0,8.0,1.0,,3.0,4.0,5.0,10.0,,3.0,,1.0,2.0,3.0,,,,,87.0,30.0,7.1,10.0,,3,,4.0,2.0,,,,,2.0,1.0,,,,2.0,,,2.0,,,2.0,,,1.0,,1.0,,
