match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,player_sofascoreId,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_totalCross,stat_totalContest,stat_challengeLost,captain,stat_accurateCross,stat_wonContest,stat_goalAssist,stat_punches,stat_hitWoodwork
11407508,home,Genoa,Josep Martínez,josep-martinez,J. Martínez,G,13,191,2817,M,845291,EUR,896227200,G,1,1,False,34.0,24.0,14.0,4.0,23.0,24.0,1.0,10.0,3.0,3.0,11.0,3.0,2.0,4.0,5.0,90.0,50.0,7.9,10.0,0.00014018,0,1.0346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407508,home,Genoa,Mattia Bani,mattia-bani,M. Bani,D,13,188,270,M,250547,EUR,755481600,D,13,13,False,46.0,36.0,10.0,3.0,24.0,27.0,12.0,19.0,2.0,2.0,,,,,,90.0,53.0,6.5,11.0,0.0121094,0,,,,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11407508,home,Genoa,Radu Drăguşin,radu-dragusin,R. Drăguşin,D,3,191,13683,M,997103,EUR,1012694400,D,5,5,False,43.0,40.0,3.0,2.0,27.0,28.0,13.0,15.0,5.0,8.0,4.0,1.0,,,,90.0,60.0,7.9,4.0,0.00356513,3,,,,1.0,3.0,,7.0,,,radudragusin5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0883,,,,,,,,,,
11407508,home,Genoa,Koni De Winter,de-winter-koni,K. De Winter,D,5,191,3255,M,1001828,EUR,1023840000,D,4,4,False,33.0,30.0,3.0,2.0,18.0,20.0,12.0,13.0,1.0,1.0,1.0,,,,,45.0,38.0,6.8,3.0,0.0184641,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
11407508,home,Genoa,Stefano Sabelli,stefano-sabelli,S. Sabelli,D,20,179,199,M,184421,EUR,726883200,M,20,20,False,34.0,19.0,5.0,,6.0,9.0,13.0,31.0,1.0,5.0,4.0,2.0,,,,90.0,58.0,6.7,25.0,0.00960634,0,,,,,4.0,,,2.0,,,,,,,2.0,1.0,,2.0,,,6.0,2.0,,,,,,,
11407508,home,Genoa,Morten Frendrup,morten-frendrup,M. Frendrup,M,32,178,1679,M,918440,EUR,986601600,M,32,32,False,32.0,25.0,,,7.0,9.0,18.0,23.0,1.0,4.0,1.0,,,,,90.0,43.0,6.9,8.0,0.0258402,2,,,,1.0,3.0,,1.0,,,,2.0,,,,3.0,1.0,1.0,1.0,0.0434,,,,1.0,,,,,,
11407508,home,Genoa,Milan Badelj,milan-badelj,M. Badelj,M,,186,902,M,39482,EUR,604368000,M,47,47,False,38.0,34.0,1.0,1.0,17.0,17.0,18.0,22.0,,2.0,2.0,,,,,90.0,46.0,7.2,4.0,0.14139,3,,,,1.0,2.0,,,1.0,1.0,,1.0,,2.0,,2.0,2.0,,1.0,0.08,1.0,1.0,,,True,1.0,,,,
11407508,home,Genoa,Kevin Strootman,kevin-strootman,K. Strootman,M,,186,405,M,34221,EUR,634867200,M,8,8,False,29.0,24.0,2.0,1.0,9.0,9.0,15.0,21.0,,,1.0,,,,,61.0,34.0,6.5,7.0,0.011703,0,,,,,2.0,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,
11407508,home,Genoa,Aarón Martín,aaron-martin,A. Martín,D,3,180,1144,M,797286,EUR,861667200,M,3,3,False,25.0,20.0,5.0,2.0,9.0,10.0,14.0,25.0,,4.0,2.0,3.0,,,,78.0,45.0,7.1,13.0,0.249272,0,,,,2.0,3.0,,2.0,,,,,,,,,,,1.0,,2.0,10.0,1.0,,,3.0,1.0,,,
11407508,home,Genoa,Caleb Ekuban,caleb-ekuban,C. Ekuban,F,18,182,842,M,309156,EUR,764380800,F,18,18,False,12.0,10.0,1.0,1.0,4.0,5.0,6.0,7.0,2.0,6.0,2.0,3.0,,,,61.0,22.0,7.2,3.0,0.0695043,1,,,,2.0,4.0,,1.0,,,,,1.0,,,1.0,,1.0,2.0,0.0869,1.0,,,,,,,,,
