match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_fouls,captain,stat_dispossessed,stat_shotOffTarget,player_sofascoreId,stat_totalCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wasFouled,stat_accurateCross,stat_totalOffside,stat_bigChanceCreated,stat_goalAssist,stat_challengeLost,stat_goals
10411460,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,48.0,39.0,15.0,7.0,33.0,34.0,6.0,14.0,1.0,9.0,3.0,4.0,1.0,90.0,59.0,7.1,9.0,0.0,0.0,0.00228811,0,0.2318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411460,home,Torino,Koffi Djidji,koffi-djidji,K. Djidji,D,,184,149,M,158235,EUR,723081600,D,26,26,False,53.0,51.0,6.0,5.0,39.0,39.0,12.0,14.0,1.0,6.0,,,,78.0,60.0,7.1,4.0,0.1264,0.0965,0.00276224,1,,,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411460,home,Torino,Perr Schuurs,perr-schuurs,P. Schuurs,D,,191,844,M,831677,EUR,943574400,D,3,3,False,41.0,34.0,1.0,1.0,32.0,34.0,2.0,7.0,1.0,5.0,,,,90.0,53.0,7.2,7.0,0.0,0.0,0.00139937,0,,,,9.0,,,2.0,,,,3.0,7.0,6.0,2.0,3.0,3.0,,,,,,,,,,,,,,,
10411460,home,Torino,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191,3972,M,870263,EUR,928627200,D,4,4,False,80.0,74.0,2.0,,44.0,47.0,30.0,33.0,1.0,1.0,,,,90.0,92.0,6.5,10.0,0.0872,0.0,0.0111498,1,,,,3.0,,,1.0,1.0,1.0,,,2.0,4.0,1.0,1.0,2.0,True,2.0,1.0,,,,,,,,,,,,
10411460,home,Torino,Wilfried Singo,wilfried-singo,W. Singo,D,90,190,12125,M,978285,EUR,977702400,M,17,17,False,51.0,36.0,7.0,6.0,16.0,17.0,20.0,36.0,,6.0,,,,90.0,75.0,7.5,22.0,0.0,0.0,0.0831883,0,,,,8.0,,,3.0,1.0,3.0,3.0,,4.0,2.0,,,1.0,,1.0,,stephane_singo,2.0,1.0,1.0,,,,,,,,
10411460,home,Torino,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,10,10,False,59.0,52.0,7.0,5.0,28.0,30.0,24.0,29.0,1.0,7.0,,,,90.0,75.0,7.1,9.0,0.1658,0.0,0.092659,3,,,,7.0,,,1.0,,1.0,1.0,3.0,4.0,4.0,,2.0,1.0,,,1.0,,,,,2.0,2.0,,,,,,
10411460,home,Torino,Karol Linetty,karol-linetty,K. Linetty,M,10,176,2109,M,189135,EUR,791683200,M,77,77,False,56.0,51.0,3.0,3.0,24.0,26.0,28.0,31.0,4.0,6.0,,,,90.0,71.0,6.8,8.0,0.0,0.0,0.0265819,0,,,,4.0,,,2.0,1.0,1.0,,1.0,1.0,5.0,,,2.0,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,
10411460,home,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180,1014,M,233826,EUR,827625600,M,19,19,False,21.0,14.0,3.0,,4.0,6.0,11.0,16.0,1.0,5.0,,,,58.0,33.0,6.6,8.0,0.0,0.0,0.0532542,0,,,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,
10411460,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,F,16,16,False,30.0,25.0,1.0,,9.0,10.0,16.0,20.0,1.0,7.0,,,,90.0,42.0,6.6,11.0,0.0548,0.0,0.0256465,2,,,,2.0,,,1.0,1.0,5.0,1.0,,,1.0,,,,,,,niksivlasic_,,1.0,,2.0,1.0,,3.0,,,,
10411460,home,Torino,Demba Seck,demba-seck,D. Seck,M,19,190,1111,M,1012248,EUR,981763200,F,23,23,False,16.0,13.0,,,6.0,6.0,7.0,10.0,,3.0,,,,58.0,28.0,6.8,8.0,0.1422,0.2096,0.00515688,3,,,,2.0,,2.0,1.0,,3.0,,,,2.0,,,,,,,,,2.0,,1.0,1.0,,,,,,
