match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_keyPass,captain,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,stat_totalContest,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_wonContest,stat_dispossessed,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_penaltyWon,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyMiss
10438161,home,FC Arouca,Ignacio de Arruabarrena,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186,301,M,789933,EUR,853372800,G,12,12,False,23.0,15.0,14.0,6.0,12.0,16.0,3.0,7.0,2.0,8.0,4.0,3.0,1.0,3.0,90.0,39.0,7.6,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438161,home,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,29.0,24.0,4.0,1.0,13.0,15.0,12.0,18.0,,3.0,,,,,90.0,44.0,7.1,11.0,0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
10438161,home,FC Arouca,João Basso,joao-basso,J. Basso,D,13,189,677,M,850955,EUR,853113600,D,13,13,False,30.0,27.0,5.0,4.0,18.0,19.0,9.0,11.0,4.0,8.0,,,,,90.0,39.0,7.5,3.0,1,,,,,3.0,,1.0,1.0,1.0,,1.0,True,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10438161,home,FC Arouca,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1396,M,920514,EUR,908323200,D,3,3,False,46.0,33.0,10.0,2.0,25.0,31.0,9.0,17.0,5.0,10.0,,,,,90.0,58.0,7.1,14.0,0,2.0,1.0,,,2.0,,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10438161,home,FC Arouca,Mateus Quaresma,mateus-quaresma,M. Quaresma,D,66,181,70,M,874360,EUR,840672000,D,6,6,False,41.0,34.0,4.0,2.0,21.0,25.0,13.0,16.0,1.0,7.0,,,,,89.0,63.0,6.6,15.0,0,,,2.0,6.0,1.0,2.0,2.0,1.0,1.0,,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,
10438161,home,FC Arouca,Oriol Busquets,oriol-busquets,O. Busquets,M,66,185,483,M,817621,EUR,916790400,M,14,14,False,41.0,34.0,5.0,4.0,22.0,28.0,12.0,13.0,2.0,3.0,,,,,71.0,48.0,6.7,7.0,0,,,,3.0,2.0,3.0,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
10438161,home,FC Arouca,David Simão,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,51.0,45.0,4.0,4.0,27.0,32.0,19.0,20.0,1.0,10.0,,,,,89.0,70.0,7.6,9.0,0,1.0,1.0,,4.0,8.0,1.0,1.0,5.0,3.0,,2.0,,,,,2.0,2.0,2.0,3.0,,,1.0,,,,,,,,,,,,
10438161,home,FC Arouca,Antony Alves,antony-alves,A. Alves,M,11,178,335,M,1105971,EUR,999907200,M,11,11,False,27.0,20.0,1.0,1.0,10.0,12.0,10.0,15.0,,3.0,,,,,90.0,46.0,6.0,14.0,1,,,2.0,9.0,4.0,2.0,2.0,2.0,,,,,,1.0,,2.0,,4.0,2.0,Antony,,,3.0,1.0,,,,,,,,,,
10438161,home,FC Arouca,Alan Ruiz,alan-ruiz,A. Ruiz,M,,181,154,M,158255,EUR,745718400,M,10,10,False,45.0,34.0,9.0,2.0,14.0,15.0,20.0,31.0,,3.0,,,,,80.0,61.0,6.5,16.0,4,1.0,,3.0,10.0,6.0,1.0,,2.0,2.0,,,,,1.0,,3.0,2.0,2.0,5.0,,,1.0,,,1.0,2.0,,,,,,,,
10438161,home,FC Arouca,Morlaye Sylla,morlaye-sylla,M. Sylla,M,2,170,6425,M,822492,EUR,901497600,M,2,2,False,32.0,21.0,2.0,,10.0,11.0,11.0,23.0,,4.0,,,,,90.0,51.0,7.7,17.0,3,2.0,,1.0,6.0,7.0,3.0,1.0,2.0,2.0,,4.0,,1.0,,,2.0,3.0,3.0,1.0,,,2.0,,,3.0,,morlayesylla2,1.0,1.0,1.0,,,,
10438161,home,FC Arouca,Rafa Mújica,rafa-mujica,R. Mújica,F,19,183,746,M,845424,EUR,909619200,F,19,19,False,7.0,6.0,,,3.0,4.0,3.0,3.0,2.0,1.0,,,,,81.0,19.0,7.1,3.0,4,,,2.0,5.0,3.0,,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,2.0,,,,1.0,,3.0,1.0,,,,,,,,
10438161,home,FC Arouca,Ismaila Soro,ismaila-soro,I. Soro,M,19,173,157,M,892808,EUR,894499200,M,23,23,True,3.0,3.0,,,3.0,3.0,,,,1.0,,,,,19.0,5.0,6.5,,0,,,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,
10438161,home,FC Arouca,Arsénio Nunes,arsenio-nunes,A. Nunes,F,12,180,45,M,252087,EUR,620438400,M,8,8,True,3.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,,,,,10.0,5.0,6.9,2.0,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,
