match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_interceptionWon,stat_totalTackle,player_firstName,player_lastName,stat_goals,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim
11880344,home,FC Bayern München,Harry Kane,harry-kane,H. Kane,F,9,188,299741,M,HurriKane,108579,EUR,743817600,F,9,9,False,,25.0,17.0,3.0,1.0,5.0,5.0,14.0,23.0,,3.0,,,90.0,36.0,7.0,11.0,0.216847,2,,3.0,2.0,,1.0,2.0,1.0,,,1.0,1.0,,0.2,,,,,,,,,,,,,1.0,2.0,,,1.0,
11880344,home,FC Bayern München,Eric Dier,eric-dier,E. Dier,D,3,191,4303,M,ericdier,146101,EUR,758592000,D,15,15,True,,44.0,40.0,2.0,1.0,22.0,22.0,18.0,22.0,2.0,,,,45.0,48.0,6.7,4.0,0.00958224,0,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,
11880344,home,FC Bayern München,Mathys Tel,mathys-tel,M. Tel,F,11,183,11316,M,m.tel14,1048888,EUR,1114560000,F,39,39,True,,8.0,8.0,,,2.0,2.0,6.0,7.0,,1.0,,,14.0,12.0,6.7,3.0,0.00762831,0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,
11880344,home,FC Bayern München,Thomas Müller,thomas-muller,T. Müller,F,13,186,37471,M,esmuellert,35166,EUR,621648000,F,25,25,True,,2.0,2.0,,,,,2.0,2.0,,,,,14.0,4.0,6.7,1.0,0.00346597,1,,,,1.0,2.0,,,,,,,1.0,0.26,,,1.0,,0.5539,,,,,,,,,,,1.0,,
11880344,home,FC Bayern München,Aleksandar Pavlović,aleksandar-pavlovic,A. Pavlović,M,45,186,10825,M,alekspavlovic_,1142251,EUR,1083542400,M,45,45,True,,5.0,5.0,,,2.0,2.0,3.0,3.0,,1.0,,,11.0,7.0,6.6,,0.00555834,0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
11880344,home,FC Bayern München,Sven Ulreich,sven-ulreich,S. Ulreich,G,26,192,2973,M,,26768,EUR,586569600,G,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11880344,home,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29613,M,ADavies19,843665,EUR,973123200,D,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11880344,home,FC Bayern München,Frans Krätzig,frans-kratzig,F. Krätzig,M,13,177,2029,M,,1142249,EUR,1042502400,M,41,41,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11880344,home,FC Bayern München,Lovro Zvonarek,lovro-zvonarek,L. Zvonarek,M,14,180,2057,M,,1120914,EUR,1115510400,M,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11880344,home,FC Bayern München,Eric Maxim Choupo-Moting,eric-maxim-choupo-moting,E. M. Choupo-Moting,F,13,191,7877,M,Choupo,21626,EUR,606614400,F,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11880344,away,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,,137692,EUR,712886400,G,1,1,False,,40.0,28.0,26.0,14.0,17.0,17.0,11.0,23.0,3.0,11.0,5.0,9.0,90.0,63.0,9.1,12.0,0.00751788,0,2.2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11880344,away,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,,48557,EUR,541123200,D,28,28,False,True,16.0,12.0,2.0,,8.0,9.0,4.0,10.0,4.0,,,,90.0,36.0,6.6,12.0,0.00613094,0,,3.0,,,2.0,3.0,,,,,,1.0,,,2.0,,,,,,1.0,,,,1.0,,,1.0,,,
11880344,away,1. FC Union Berlin,Robin Knoche,robin-knoche,R. Knoche,D,31,190,148,M,,130433,EUR,706492800,D,31,31,False,,26.0,19.0,3.0,1.0,18.0,19.0,1.0,8.0,4.0,7.0,,,90.0,36.0,6.8,9.0,0.00618204,0,,1.0,,2.0,3.0,2.0,,,,,,,,,,,,,,1.0,2.0,,,,1.0,1.0,,1.0,,,
11880344,away,1. FC Union Berlin,Kevin Vogt,kevin-vogt,K. Vogt,D,7,194,163,M,,48660,EUR,685584000,D,2,2,False,,34.0,29.0,6.0,2.0,27.0,27.0,2.0,7.0,7.0,2.0,,,90.0,47.0,7.0,6.0,0.00347098,0,,,,,1.0,3.0,,,,,,1.0,,,,,1.0,,,,2.0,,,,2.0,1.0,1.0,,,,
11880344,away,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,,855663,EUR,917049600,D,4,4,False,,41.0,37.0,3.0,2.0,31.0,34.0,6.0,7.0,4.0,6.0,,,90.0,57.0,6.9,5.0,0.00196533,0,,,,,1.0,5.0,,,,,,,,,1.0,,1.0,,,1.0,2.0,,,,,1.0,2.0,1.0,,,
11880344,away,1. FC Union Berlin,Robin Gosens,robin-gosens,R. Gosens,D,21,183,3171,M,,377118,EUR,773366400,D,6,6,False,,20.0,14.0,4.0,1.0,5.0,6.0,9.0,14.0,5.0,1.0,,,64.0,33.0,6.9,7.0,0.0938088,1,,,,1.0,1.0,3.0,,,,1.0,,,0.0063,2.0,3.0,,,,,1.0,,,,,,,,,,,
11880344,away,1. FC Union Berlin,Alex Král,alex-kral,A. Král,M,33,185,619,M,,825740,EUR,895536000,M,33,33,False,,10.0,7.0,3.0,1.0,4.0,5.0,3.0,6.0,3.0,4.0,,,78.0,20.0,6.3,8.0,0.00090155,0,,1.0,,,2.0,,,1.0,,,,,,,,,,,,1.0,,,,,,2.0,,1.0,,,
11880344,away,1. FC Union Berlin,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,,787889,EUR,862272000,M,29,29,False,,22.0,18.0,1.0,,14.0,16.0,4.0,6.0,1.0,5.0,,,90.0,32.0,6.5,6.0,0.00475619,0,,,,1.0,6.0,2.0,,1.0,1.0,,,3.0,,,,,1.0,,,,1.0,,,,1.0,2.0,,2.0,,,
11880344,away,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,,168985,EUR,765244800,M,19,19,False,,18.0,13.0,,,9.0,11.0,4.0,8.0,2.0,2.0,,,78.0,31.0,6.5,8.0,0.00103101,1,,1.0,,,5.0,3.0,,,,1.0,,1.0,0.0474,,,,,,,,3.0,,,,2.0,2.0,,4.0,,,
11880344,away,1. FC Union Berlin,Benedict Hollerbach,benedict-hollerbach,B. Hollerbach,F,17,181,519,M,,975800,EUR,990057600,F,16,16,False,,9.0,6.0,,,4.0,4.0,3.0,7.0,,3.0,,,64.0,24.0,6.3,12.0,0.0221325,0,,2.0,1.0,1.0,8.0,2.0,5.0,1.0,,,,,,,,,,,,,2.0,,,,2.0,2.0,,1.0,,,
11880344,away,1. FC Union Berlin,Kevin Volland,kevin-volland,K. Volland,F,31,179,1031,M,,117373,EUR,712454400,F,10,10,False,,5.0,1.0,,,,2.0,1.0,3.0,,1.0,,,26.0,7.0,6.7,4.0,0.00046193,0,,,,2.0,2.0,4.0,,,,,,,,1.0,3.0,,,,,,1.0,Kevin,Volland,,,,,,,,
11880344,away,1. FC Union Berlin,Kevin Behrens,kevin-behrens,K. Behrens,F,91,184,493,M,,164171,EUR,665539200,F,17,17,True,,24.0,15.0,1.0,1.0,7.0,10.0,8.0,14.0,,1.0,,,64.0,32.0,6.6,13.0,0.0153145,1,,,,1.0,3.0,5.0,1.0,,,,1.0,1.0,0.0706,,5.0,,,,,1.0,,,,,,3.0,,,,,
11880344,away,1. FC Union Berlin,Jérôme Roussillon,jerome-roussillon,J. Roussillon,D,21,175,187,M,,146500,EUR,726278400,D,26,26,True,,6.0,5.0,2.0,2.0,1.0,1.0,4.0,6.0,1.0,1.0,,,26.0,14.0,6.7,3.0,0.00540794,1,,1.0,,,1.0,,,,,,,,0.1213,,,1.0,1.0,0.1662,1.0,,,,,,,1.0,,1.0,,,
11880344,away,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2407,M,,877302,EUR,923961600,M,13,13,True,,9.0,8.0,,,4.0,5.0,4.0,4.0,,,,,26.0,17.0,6.5,5.0,0.00303927,0,,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,3.0,,,,,
11880344,away,1. FC Union Berlin,Brenden Aaronson,brenden-aaronson,B. Aaronson,M,11,178,2605,M,,973431,EUR,972172800,M,7,7,True,,3.0,2.0,,,2.0,2.0,,1.0,,,,,12.0,4.0,6.5,1.0,7.57e-06,0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11880344,away,1. FC Union Berlin,Chris Bedia,chris-bedia,C. Bedia,F,29,189,740,M,,359236,EUR,825984000,F,11,11,True,,,,,,,,,,,,,,12.0,4.0,6.5,2.0,,0,,,,,2.0,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,2.0,1.0,,,,
11880344,away,1. FC Union Berlin,Jakob Busk,jakob-busk,J. Busk,G,16,189,74,M,,183475,EUR,747792000,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11880344,away,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,,830803,EUR,899164800,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11880344,away,1. FC Union Berlin,Paul Jaeckel,paul-jaeckel,P. Jaeckel,D,3,189,73,M,,856668,EUR,901065600,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11880344,away,1. FC Union Berlin,Mikkel Kaufmann,mikkel-kaufmann,M. K. Sorensen,F,29,190,279,M,,918437,EUR,978480000,F,9,9,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
