match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_fouls,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_goals,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,captain,player_firstName,player_lastName,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot,stat_ownGoals,stat_totalOffside
13472893,home,Bahia,Ronaldo,ronaldo,Ronaldo,G,96,193.0,1025,M,840106,EUR,840672000,G,96,96,False,27.0,19.0,9.0,1.0,0.0,19.0,21.0,6.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,34.0,5.8,8.0,8.73e-05,0,-1.0199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472893,home,Bahia,Gilberto,gilberto,Gilberto,D,2,181.0,1500,M,261687,EUR,731462400,D,2,2,False,53.0,48.0,4.0,4.0,0.0,21.0,23.0,30.0,1.0,4.0,2.0,5.0,,,,,,,90.0,68.0,7.3,7.0,0.262341,1,,27.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0277,1.0,,,,,,,,,,,,,,,,,,,,,,
13472893,home,Bahia,David Duarte,david-duarte,D. Duarte,D,33,192.0,765,M,810715,EUR,790905600,D,33,33,False,45.0,37.0,7.0,1.0,0.0,23.0,25.0,20.0,,,5.0,2.0,,,,,,,90.0,51.0,6.1,8.0,0.0991175,1,,14.0,,1.0,1.0,,,,,0.1955,,1.0,1.0,0.0898,,,,,,,,,,,,,,,,,,,
13472893,home,Bahia,Santiago Ramos Mingo,ramos-mingo-santiago,S. R. Mingo,D,21,185.0,2035,M,989843,EUR,1006300800,D,21,21,False,75.0,67.0,8.0,5.0,0.0,34.0,36.0,39.0,2.0,3.0,2.0,9.0,,1.0,,,,,90.0,80.0,6.3,8.0,0.0191867,0,,33.0,,1.0,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
13472893,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176.0,3659,M,1017264,EUR,935884800,D,46,46,False,59.0,50.0,10.0,7.0,0.0,18.0,19.0,40.0,,4.0,1.0,3.0,,1.0,,,,,90.0,83.0,7.9,17.0,0.298612,1,,32.0,8.0,3.0,9.0,,2.0,2.0,2.0,0.0612,3.0,,1.0,0.5195,3.0,4.0,3.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,
13472893,home,Bahia,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174.0,1777,M,1008832,EUR,919814400,M,19,19,False,49.0,43.0,8.0,6.0,0.0,19.0,19.0,30.0,,5.0,1.0,5.0,,3.0,,,,,71.0,60.0,7.2,8.0,0.0918124,1,,24.0,,,2.0,,,2.0,2.0,0.0305,,,1.0,0.2885,1.0,,,1.0,,,1.0,,,,,,,,,,,,
13472893,home,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181.0,3752,M,927975,EUR,898473600,M,6,6,False,43.0,40.0,1.0,1.0,0.0,7.0,7.0,36.0,1.0,6.0,,2.0,,3.0,,,,,90.0,62.0,7.5,10.0,0.432965,1,,33.0,2.0,1.0,5.0,,,1.0,1.0,0.1094,2.0,,,,2.0,1.0,,2.0,1.0,,4.0,1.0,1.0,1.0,,,,,,,,,
13472893,home,Bahia,Ademir,ademir,Ademir,F,7,172.0,1700,M,922546,EUR,792892800,M,7,7,False,19.0,15.0,,,0.0,1.0,1.0,18.0,,3.0,,2.0,,,,,,,82.0,37.0,6.4,10.0,0.378326,2,,14.0,5.0,2.0,8.0,1.0,,3.0,2.0,0.3441,3.0,1.0,,,1.0,3.0,2.0,1.0,,,1.0,2.0,,1.0,,,,,,,,,
13472893,home,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174.0,5845,M,145063,EUR,608169600,M,10,10,False,36.0,30.0,5.0,3.0,0.0,7.0,8.0,28.0,1.0,2.0,,3.0,,,,,,,79.0,45.0,7.2,12.0,0.581429,2,,23.0,2.0,,4.0,,,,,0.0968,2.0,,1.0,0.5118,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,evertonri,True,,,,,,,
13472893,home,Bahia,Kayky,kayky,Kayky,M,37,175.0,2624,M,1106151,EUR,1055203200,M,37,37,False,33.0,29.0,,,0.0,8.0,8.0,25.0,,1.0,,,,1.0,,,,,71.0,42.0,6.4,7.0,0.080855,0,,21.0,2.0,,4.0,,,,,,,,,,2.0,1.0,2.0,,,,2.0,,,,,,Kayky,,,,,,
