match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_expectedGoalsOnTarget,stat_wonContest,stat_blockedScoringAttempt,captain,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_punches,stat_totalOffside
12436902,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,1,1,False,35.0,35.0,1.0,1.0,0.0,35.0,35.0,13.0,1.0,1.0,1.0,1.0,1.0,90.0,47.0,7.2,0.00012547,0,0.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436902,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,False,66.0,51.0,9.0,4.0,0.0,29.0,32.0,4.0,,,,,,90.0,99.0,7.5,0.10878,1,,24.0,38.0,4.0,2.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,23.0,0.0304,1.0,,,,,,,,,,,,,,,,,,
12436902,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,False,97.0,90.0,7.0,5.0,0.0,65.0,69.0,7.0,,,,,,90.0,119.0,9.0,0.303026,3,,25.0,28.0,,,7.0,10.0,2.0,,1.0,,,6.0,6.0,1.0,1.0,1.0,10.0,0.5308,1.0,,,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,0.7919,,,,,,,
12436902,home,Tottenham Hotspur,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12526,M,mickyvdven,998247,EUR,987638400,D,37,37,False,70.0,65.0,2.0,,1.0,49.0,52.0,8.0,,,,,,90.0,76.0,7.4,0.0380128,0,,16.0,18.0,,,7.0,2.0,1.0,,,1.0,2.0,,,,1.0,1.0,6.0,,1.0,,,5.0,1.0,,1.0,,,,,,,,,,,,
12436902,home,Tottenham Hotspur,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,udogiethree,983572,EUR,1038441600,D,13,13,False,44.0,41.0,,,0.0,21.0,21.0,6.0,,,,,,73.0,58.0,7.1,0.0148852,0,,20.0,24.0,1.0,,2.0,4.0,,1.0,,,,1.0,1.0,1.0,2.0,1.0,5.0,,,,,1.0,,,,,,,,,1.0,,,,,,
12436902,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,dejan_k10,928124,EUR,956620800,M,21,21,False,19.0,18.0,,,1.0,1.0,2.0,3.0,,,,,,67.0,32.0,7.4,0.1116,0,,18.0,20.0,3.0,1.0,3.0,4.0,,4.0,,,,,,2.0,1.0,,7.0,,4.0,,,1.0,1.0,,,,,,1.0,,2.0,,,,,,
12436902,home,Tottenham Hotspur,Yves Bissouma,yves-bissouma,Y. Bissouma,M,8,181,19170,M,YB8,844842,EUR,841363200,M,8,8,False,80.0,74.0,7.0,5.0,0.0,33.0,33.0,,,,,,,72.0,86.0,7.8,0.0352818,1,,41.0,47.0,,,2.0,2.0,,,,,1.0,2.0,2.0,,,,6.0,0.0961,,,,1.0,,1.0,,,1.0,1.0,1.0,0.243,,,,,,,
12436902,home,Tottenham Hotspur,James Maddison,james-maddison,J. Maddison,M,10,175,15672,M,Madders,356398,EUR,848707200,M,10,10,False,62.0,54.0,2.0,2.0,1.0,23.0,25.0,3.0,,,,,,79.0,85.0,7.8,0.384308,3,,33.0,42.0,5.0,2.0,6.0,5.0,3.0,1.0,1.0,2.0,,1.0,,1.0,2.0,2.0,16.0,0.407,2.0,,,,2.0,,2.0,1.0,1.0,,2.0,0.1381,,1.0,,,,,
12436902,home,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,F,22,22,False,19.0,15.0,,,0.0,5.0,6.0,,,,,,,90.0,29.0,6.5,0.0311451,1,,10.0,16.0,3.0,,4.0,3.0,,1.0,1.0,,,2.0,2.0,2.0,,2.0,10.0,0.1795,,,,1.0,1.0,,,1.0,,,,,,,,,,,
12436902,home,Tottenham Hotspur,Heung-min Son,heung-min-son,H. M. Son,F,7,184,117494,M,HMSon,111505,EUR,710553600,F,7,7,False,35.0,27.0,4.0,2.0,0.0,10.0,12.0,5.0,,,,,,90.0,49.0,8.9,0.0498286,3,,17.0,23.0,,,5.0,3.0,1.0,4.0,,,,,,1.0,2.0,,13.0,1.1405,1.0,,,1.0,,,1.0,,3.0,2.0,2.0,1.3898,1.0,,True,,,,
