match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_penaltyConceded,stat_fouls,captain,stat_shotOffTarget,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_goals,stat_wonTackle,stat_hitWoodwork,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_penaltyWon
11451055,home,İstanbulspor,David Jensen,david-jensen,D. Jensen,G,195,47,M,47860,EUR,701481600,G,1,1,False,30.0,18.0,16.0,4.0,14.0,16.0,4.0,14.0,7.0,1.0,1.0,2.0,90.0,33.0,6.6,12.0,0.00358083,0,0.0795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451055,home,İstanbulspor,Demeaco Duhaney,duhaney-demeaco,D. Duhaney,D,180,24,M,851095,EUR,908236800,D,21,21,False,40.0,24.0,7.0,1.0,14.0,15.0,10.0,30.0,6.0,,,,90.0,57.0,6.5,24.0,0.0207421,0,,,,21,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451055,home,İstanbulspor,Mehmet Yeşil,mehmet-yesil,M. Yeşil,D,188,48,M,840639,EUR,896572800,D,4,4,False,51.0,39.0,13.0,2.0,28.0,30.0,11.0,22.0,10.0,,,,90.0,59.0,6.7,13.0,0.0266293,1,,,,21,1.0,3.0,2.0,,4.0,1.0,,,2.0,2.0,1.0,1.0,1.0,0.0216,0.0236,,,,,,,,,,,,,,,,,,,,,
11451055,home,İstanbulspor,Simon Deli,simon-deli,S. Deli,D,192,262,M,326419,EUR,688521600,D,14,14,False,60.0,47.0,11.0,3.0,35.0,42.0,12.0,19.0,5.0,,,,90.0,72.0,6.4,14.0,0.00315076,1,,,,13,1.0,3.0,4.0,,8.0,,,,1.0,4.0,1.0,1.0,1.0,0.327,0.5001,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11451055,home,İstanbulspor,Ali Yaşar,ali-yasar,A. Yaşar,D,180,31,M,190815,EUR,794620800,D,66,66,False,34.0,26.0,5.0,1.0,18.0,23.0,8.0,11.0,8.0,,,,90.0,46.0,6.7,10.0,0.00360256,0,,,,66,,1.0,1.0,,4.0,3.0,,2.0,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,
11451055,home,İstanbulspor,Modestas Vorobjovas,modestas-vorobjovas,M. Vorobjovas,M,177,70,M,319751,EUR,820281600,M,6,6,False,44.0,34.0,7.0,4.0,17.0,21.0,17.0,23.0,6.0,,,,90.0,52.0,6.6,11.0,0.0289078,0,,,,6,,8.0,2.0,,,3.0,,1.0,1.0,2.0,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,
11451055,home,İstanbulspor,Muammer Sarıkaya,muammer-sarikaya,M. Sarıkaya,M,179,36,M,816571,EUR,886982400,M,24,24,False,42.0,34.0,2.0,1.0,22.0,26.0,12.0,16.0,13.0,,,,90.0,53.0,6.8,10.0,0.0524556,2,,,,24,,5.0,6.0,1.0,,1.0,1.0,,2.0,2.0,2.0,1.0,,0.1594,0.3735,1.0,,,,1.0,3.0,2.0,,,,,,,,,,,,,,
11451055,home,İstanbulspor,Alassane Ndao,ndao-alassane,A. Ndao,M,176,333,M,1016033,EUR,851040000,M,18,18,False,12.0,12.0,,,5.0,5.0,7.0,10.0,4.0,,,,61.0,22.0,6.7,5.0,0.00363528,3,,,,,3.0,1.0,2.0,,,,,2.0,,,,2.0,,0.3988,1.044,1.0,,1.0,,,2.0,,1.0,,,,,,,,,,,,,
11451055,home,İstanbulspor,Florian Loshaj,florian-loshaj,F. Loshaj,M,174,152,M,831407,EUR,839894400,M,34,34,False,23.0,13.0,3.0,2.0,4.0,5.0,11.0,29.0,2.0,,,,84.0,48.0,7.9,21.0,0.256958,3,,,,10,11.0,4.0,7.0,2.0,,,3.0,,,1.0,1.0,2.0,,0.3091,0.2191,,,1.0,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,
11451055,home,İstanbulspor,Jackson,jackson,Jackson,M,178,61,M,911351,EUR,924912000,M,99,99,False,22.0,19.0,,,9.0,9.0,10.0,13.0,7.0,,,,73.0,40.0,7.3,9.0,0.609953,2,,,,,,9.0,9.0,,,1.0,3.0,2.0,3.0,2.0,1.0,,,0.2036,,,,1.0,,2.0,1.0,2.0,,,7.0,3.0,1.0,,2.0,1.0,,,,,,
11451055,home,İstanbulspor,Emir Kaan Gültekin,emir-kaan-gultekin,E. K. Gültekin,F,180,80,M,903714,EUR,970444800,F,19,19,False,16.0,12.0,1.0,1.0,4.0,4.0,8.0,12.0,3.0,,,,84.0,24.0,6.6,6.0,0.0356942,1,,,,9,,6.0,2.0,1.0,,,1.0,1.0,3.0,,,1.0,,0.3964,0.4353,1.0,,2.0,,,,1.0,,,1.0,1.0,,,1.0,,1.0,,,,,
11451055,home,İstanbulspor,Valon Ethemi,valon-ethemi,V. Ethemi,M,179,121,M,904945,EUR,875836800,M,27,27,True,4.0,1.0,1.0,,,1.0,2.0,7.0,5.0,,,,29.0,22.0,7.1,13.0,0.204553,1,,,,27,4.0,2.0,4.0,1.0,,,,3.0,,,,1.0,,0.0164,0.0157,,,,,,2.0,1.0,,1.0,3.0,2.0,1.0,,,,,,,,,
11451055,home,İstanbulspor,Mendy Mamadou,mendy-mamadou,M. Mamadou,M,185,525,M,929718,EUR,907459200,F,12,12,True,7.0,4.0,1.0,,3.0,5.0,1.0,2.0,1.0,,,,17.0,14.0,7.1,4.0,0.0014578,2,,,,66,,2.0,2.0,1.0,1.0,,,,1.0,,,2.0,1.0,0.6573,0.9251,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,
11451055,home,İstanbulspor,Racine Coly,racine-coly,R. Coly,D,185,81,M,553454,EUR,818380800,D,13,13,True,2.0,,2.0,,,1.0,,1.0,,,,,14.0,6.0,6.7,2.0,,0,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
