match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_fouls,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_lastManTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalOffside,player_firstName,player_lastName,stat_shotOffTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_accurateCross,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAGoal,player_sofascoreId
14572994,home,ŠK Slovan Bratislava,Dominik Takáč,dominik-takac,D. Takáč,G,71,195.0,239,M,886365,EUR,916099200,G,71,71,False,24.0,12.0,16.0,4.0,0.0,10.0,11.0,2.0,13.0,1.0,1.0,1.0,5.0,1.0,3.0,5.0,1.0,90.0,33.0,7.0,12.0,0.00350316,16.596311992638,3.0,6.3,5.25,0.5515,0,0.5328,0.1,-0.02,-0.19,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572994,home,ŠK Slovan Bratislava,César Blackman,cesar-blackman,C. Blackman,D,28,174.0,601,M,841793,EUR,891475200,D,28,28,False,38.0,33.0,3.0,1.0,0.0,17.0,18.0,12.0,20.0,2.0,9.0,3.0,7.0,,,,,90.0,67.0,7.5,16.0,0.0703432,264.48130889381,22.0,191.94,33.81,,0,,0.25,0.46,0.13,,4.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14572994,home,ŠK Slovan Bratislava,Kenan Bajrić,kenan-bajric,K. Bajrić,D,12,190.0,155,M,230932,EUR,787881600,D,12,12,False,41.0,35.0,6.0,4.0,0.0,16.0,19.0,19.0,22.0,1.0,2.0,6.0,4.0,,,,,90.0,58.0,6.8,8.0,0.01798,145.71750331497,12.0,114.555,30.03,,0,,0.17,0.16,0.19,,,2.0,3.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
14572994,home,ŠK Slovan Bratislava,Guram Kashia,guram-kashia,G. Kashia,D,4,185.0,888,M,43136,EUR,552355200,D,4,4,False,44.0,33.0,7.0,1.0,0.0,27.0,30.0,6.0,14.0,3.0,5.0,5.0,2.0,,,,,90.0,58.0,8.3,11.0,0.0295122,69.526684719999,9.0,31.71,18.06,,2,,-0.37,0.38,0.61,,,3.0,5.0,,,,2.0,1.0,,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,0.2187,1.0459,0.51,,,,,,,,,,,,,
14572994,home,ŠK Slovan Bratislava,Kevin Wimmer,kevin-wimmer,K. Wimmer,D,6,187.0,138,M,141203,EUR,721785600,D,6,6,False,46.0,37.0,8.0,3.0,0.0,17.0,21.0,19.0,25.0,,3.0,5.0,6.0,,,,,90.0,71.0,7.1,12.0,0.0464727,162.05464798648,13.0,122.325,40.425,,0,,0.12,0.27,-0.04,,1.0,,1.0,,,,,2.0,1.0,1.0,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,
14572994,home,ŠK Slovan Bratislava,Danylo Ignatenko,danylo-ignatenko,D. Ignatenko,M,77,189.0,342,M,793995,EUR,858211200,M,77,77,False,42.0,34.0,3.0,2.0,0.0,12.0,16.0,22.0,26.0,1.0,5.0,5.0,7.0,,,,,90.0,58.0,7.1,11.0,0.0416391,35.215253308512,6.0,16.695,5.88,,2,,0.22,0.06,0.29,,,,2.0,2.0,2.0,1.0,,,2.0,2.0,,2.0,,,,,,0.0426,,-0.2,,,,1.0,1.0,,,,,,,,
14572994,home,ŠK Slovan Bratislava,Peter Pokorný,peter-pokorny,P. Pokorný,M,3,181.0,172,M,942382,EUR,997228800,M,3,3,False,34.0,29.0,2.0,1.0,0.0,15.0,17.0,14.0,17.0,2.0,4.0,3.0,7.0,,,,,90.0,53.0,6.5,10.0,0.0261708,94.106541284325,11.0,41.16,16.065,,2,,0.18,0.13,-0.01,,,1.0,8.0,1.0,,1.0,2.0,2.0,2.0,,,3.0,2.0,,,,1.0,0.0797,,-0.52,,,,1.0,1.0,1.0,,,,,,,
14572994,home,ŠK Slovan Bratislava,Nino Marcelli,marcelli-nino,N. Marcelli,M,18,178.0,358,M,1397170,EUR,1117324800,M,18,18,False,25.0,20.0,3.0,3.0,1.0,5.0,9.0,14.0,16.0,2.0,4.0,1.0,6.0,,,,,89.0,45.0,7.1,13.0,0.244652,165.03038121522,15.0,74.235,36.54,,2,,0.34,0.2,-0.07,,2.0,,6.0,4.0,1.0,,2.0,,2.0,2.0,1.0,2.0,1.0,,,,,0.0674,,-0.26,,,,,2.0,1.0,1.0,1.0,,,,,
14572994,home,ŠK Slovan Bratislava,Vladimír Weiss,vladimir-weiss,V. Weiss,M,7,173.0,236,M,46357,EUR,628387200,M,7,7,False,33.0,27.0,3.0,2.0,1.0,9.0,11.0,15.0,22.0,,4.0,,3.0,,,,,83.0,46.0,7.3,11.0,0.229084,106.696128696,12.0,-1.365,7.035,,0,,0.25,0.07,0.17,,3.0,,2.0,,,,,2.0,1.0,2.0,1.0,1.0,,,,,2.0,,,,1.0,,,,,1.0,,,True,,,,
14572994,home,ŠK Slovan Bratislava,Andraž Šporar,andraz-sporar,A. Šporar,F,99,186.0,1339,M,166987,EUR,762307200,F,99,99,False,11.0,8.0,,,0.0,3.0,3.0,5.0,8.0,,,,,,,,,45.0,17.0,6.1,7.0,0.00343261,25.450948366182,4.0,-12.285,-0.315,,0,,-0.18,-0.35,-0.01,,,1.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
14572994,home,ŠK Slovan Bratislava,Róbert Mak,robert-mak,R. Mak,M,21,179.0,370,M,87087,EUR,668390400,F,21,21,False,23.0,16.0,1.0,,0.0,5.0,5.0,5.0,18.0,,1.0,,2.0,,,,,79.0,42.0,5.9,19.0,0.256699,83.181553731207,8.0,-0.52499999999997,23.94,,0,,-0.31,0.0,-0.01,,9.0,2.0,3.0,,,,,,4.0,1.0,2.0,,,,,,,,,,,,,,,1.0,3.0,,,,,,
