match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,captain,stat_wasFouled,stat_shotOffTarget,stat_ownGoals,stat_unsuccessfulTouch,player_sofascoreId,stat_blockedScoringAttempt,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,player_firstName,player_lastName,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_lastManTackle
11352652,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,17,17,False,26.0,23.0,8.0,5.0,20.0,22.0,3.0,4.0,10.0,2.0,2.0,90.0,32.0,6.7,3.0,0.0,0.0,0.0013852,0,-0.7883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352652,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,21,21,False,59.0,48.0,7.0,4.0,20.0,25.0,29.0,39.0,3.0,,,90.0,87.0,7.0,20.0,0.0,0.0,0.342037,0,,5.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352652,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,825719,EUR,852768000,D,31,31,False,44.0,35.0,6.0,1.0,25.0,29.0,10.0,15.0,6.0,,,71.0,56.0,6.9,10.0,0.0286,0.265,0.00253597,1,,,,2.0,5.0,5.0,,,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
11352652,home,Fulham,Tim Ream,tim-ream,T. Ream,D,3,185,548,M,118179,EUR,560390400,D,13,13,False,57.0,46.0,9.0,7.0,36.0,37.0,10.0,20.0,7.0,,,90.0,74.0,7.2,13.0,0.0,0.0,0.00371077,0,,,,4.0,4.0,10.0,,,2.0,1.0,,,2.0,,2.0,,6.0,3.0,True,1.0,,,,,,,,,,,,,,,,,,,
11352652,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,68.0,54.0,8.0,3.0,24.0,29.0,31.0,45.0,5.0,,,90.0,107.0,7.2,25.0,0.0458,0.0,0.225638,1,,6.0,1.0,4.0,5.0,9.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
11352652,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,22,22,False,42.0,35.0,4.0,1.0,13.0,14.0,22.0,28.0,7.0,,,79.0,48.0,6.9,9.0,0.0781,0.0,0.0369583,1,,,,1.0,2.0,3.0,,,,,,2.0,,2.0,,,1.0,1.0,,1.0,,,2.0,alexanderiwobi,1.0,,,,,,,,,,,,,,
11352652,home,Fulham,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16491,M,364612,EUR,805248000,M,26,26,False,43.0,30.0,8.0,4.0,15.0,19.0,15.0,24.0,8.0,,,90.0,68.0,7.6,15.0,0.0194,0.0,0.0105601,1,,,,2.0,5.0,11.0,,,1.0,3.0,1.0,,3.0,1.0,,,8.0,4.0,,1.0,1.0,,1.0,Palhinha,,1.0,,,,,,,,,,,,,
11352652,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,26.0,20.0,3.0,2.0,4.0,5.0,17.0,28.0,3.0,,,71.0,48.0,7.3,17.0,0.3059,0.0,0.211859,3,,7.0,1.0,,7.0,4.0,4.0,3.0,,,,1.0,3.0,,3.0,,1.0,,,,3.0,,1.0,andreaspereira,,,1.0,1.0,1.0,,,,,,,,,,
11352652,home,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1230,M,151499,EUR,728611200,F,14,14,False,22.0,19.0,,,6.0,6.0,13.0,21.0,,,,78.0,44.0,7.5,15.0,0.8003,0.8574,0.0248307,4,,5.0,,1.0,6.0,5.0,2.0,1.0,,,,1.0,1.0,1.0,3.0,1.0,2.0,2.0,,1.0,1.0,,3.0,,2.0,,,,,,,1.0,,,,,,,
11352652,home,Fulham,Carlos Vinícius,carlos-vinicius,C. Vinícius,F,95,190,7091,M,891920,EUR,796089600,F,30,30,False,18.0,12.0,,,2.0,3.0,10.0,15.0,3.0,,,78.0,29.0,7.0,12.0,0.0411,0.0719,0.0355441,1,,,,1.0,8.0,3.0,1.0,1.0,,,1.0,3.0,3.0,1.0,3.0,1.0,,,,1.0,,,3.0,,,,,1.0,,,,,2.0,,,,,,
