match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_wasFouled,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_goalAssist,stat_bigChanceMissed,stat_totalOffside,stat_wonContest,stat_goals
11369839,home,KAS Eupen,Gabriel Słonina,gabriel-slonina,G. Słonina,G,44,193,5893,M,978787,EUR,1084579200,G,24,24,False,20.0,16.0,4.0,1.0,16.0,20.0,1.0,1.0,2.0,8.0,2.0,2.0,3.0,1.0,1.0,1.0,90.0,34.0,6.7,4.0,0.0,0.0,0.00010132,0,-1.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369839,home,KAS Eupen,Rune Paeshuyse,rune-paeshuyse,R. Paeshuyse,D,28,187,35,M,1020435,EUR,1017273600,D,28,28,False,41.0,35.0,8.0,5.0,22.0,24.0,,,3.0,5.0,,,,,,,90.0,51.0,6.1,8.0,0.0,0.0,0.00959555,0,,,,13.0,17.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11369839,home,KAS Eupen,Victor Pálsson,victor-palsson,V. Pálsson,D,26,186,193,M,87507,EUR,672969600,D,4,4,False,50.0,39.0,10.0,4.0,21.0,26.0,3.0,4.0,9.0,2.0,,,,,,,90.0,62.0,6.8,11.0,0.131,0.0828,0.0120526,1,,,,18.0,24.0,1.0,3.0,2.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11369839,home,KAS Eupen,Jason Davidson,jason-davidson,J. Davidson,D,2,180,74,M,105350,EUR,678153600,D,3,3,False,72.0,65.0,6.0,3.0,30.0,32.0,3.0,5.0,3.0,12.0,,,,,,,90.0,86.0,7.2,9.0,0.0,0.0,0.165141,0,,,,37.0,43.0,,,,,,2.0,,,,,1.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,
11369839,home,KAS Eupen,Gary Magnee,magnee-gary,G. Magnee,M,15,173,149,M,990265,EUR,939686400,M,15,15,False,8.0,6.0,1.0,1.0,4.0,4.0,,8.0,3.0,2.0,,,,,,,68.0,38.0,7.3,5.0,0.0906,0.0,0.0861574,2,,,,3.0,6.0,,3.0,3.0,,,1.0,,2.0,,,8.0,2.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,,
11369839,home,KAS Eupen,Boris Lambert,lambert-boris,B. Lambert,M,35,187,94,M,936240,EUR,955324800,M,35,35,False,30.0,22.0,9.0,4.0,13.0,14.0,1.0,5.0,5.0,3.0,,,,,,,79.0,48.0,6.6,12.0,0.0,0.0,0.00550922,0,,,,9.0,16.0,,6.0,3.0,1.0,1.0,2.0,,2.0,1.0,,3.0,1.0,1.0,,,,1.0,,,True,1.0,,,,,
11369839,home,KAS Eupen,Brandon Baiye,baiye-brandon,B. Baiye,M,6,177,82,M,861975,EUR,977875200,M,6,6,False,48.0,43.0,1.0,1.0,19.0,21.0,1.0,7.0,,3.0,,,,,,,90.0,62.0,7.4,7.0,0.0523,0.0,0.105491,1,,,,24.0,27.0,,2.0,2.0,,1.0,1.0,,1.0,,,4.0,3.0,1.0,,,,2.0,1.0,,,,,,,,
11369839,home,KAS Eupen,Yentl Van Genechten,yentl-van-genechten,Y. V. Genechten,D,2,191,45,M,921951,EUR,966556800,M,2,2,False,10.0,7.0,1.0,1.0,5.0,6.0,,1.0,2.0,2.0,,,,,,,45.0,23.0,6.7,7.0,0.0,0.0,0.0142419,0,,,,2.0,5.0,1.0,2.0,1.0,,1.0,1.0,,3.0,,,1.0,1.0,,1.0,,,,,,,,,,,,
11369839,home,KAS Eupen,Miloš Pantović,milos-pantovic,M. Pantović,M,27,180,79,M,352610,EUR,836697600,F,19,19,False,32.0,24.0,4.0,2.0,11.0,13.0,,6.0,,8.0,,,,,,,88.0,48.0,7.3,14.0,0.0856,0.0,0.0489063,2,,,,13.0,20.0,1.0,6.0,2.0,2.0,,1.0,,1.0,,,5.0,4.0,2.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,
11369839,home,KAS Eupen,Regan Charles-Cook,regan-charles-cook,R. Charles-Cook,F,77,175,63,M,803116,EUR,857174400,F,10,10,False,23.0,17.0,1.0,1.0,7.0,7.0,1.0,4.0,1.0,5.0,,,,,,,90.0,37.0,6.6,13.0,0.4708,0.2048,0.0338366,2,,,,10.0,19.0,2.0,5.0,1.0,1.0,,,,2.0,,1.0,,,,3.0,,,3.0,,1.0,,1.0,,1.0,1.0,,
