match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,player_firstName,player_lastName,captain,stat_dispossessed,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
13473368,home,Flamengo,Agustín Rossi,agustin-rossi,A. Rossi,G,1,195,10864,M,AgustinRossi,1140986,EUR,808963200,G,1,1,False,19.0,15.0,5.0,1.0,0.0,15.0,17.0,2.0,4.0,1.0,1.0,90.0,22.0,6.8,4.0,5.749e-05,0,0.1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473368,home,Flamengo,Wesley,wesley-franca,Wesley,D,43,178,26920,M,WesleyFranca03,1134200,EUR,1062806400,D,43,43,False,67.0,60.0,3.0,3.0,1.0,24.0,27.0,40.0,6.0,,,90.0,93.0,8.6,13.0,0.269281,2,,36.0,6.0,1.0,4.0,8.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,0.0557,1.0,,,,,,,,,,,,,,,,,,,,
13473368,home,Flamengo,Danilo,danilo,Danilo,D,13,184,15246,M,Danilo,124992,EUR,679536000,D,13,13,False,106.0,101.0,11.0,9.0,0.0,47.0,49.0,57.0,9.0,,,90.0,117.0,8.7,6.0,0.0700129,1,,54.0,,,3.0,4.0,,,,,,2.0,2.0,3.0,3.0,1.0,3.0,0.5509,,1.0,1.0,1.0,1.0,0.547,,,,,,,,,,,,,,,
13473368,home,Flamengo,Léo Pereira,leo-pereira,L. Pereira,D,4,189,8450,M,leopereira4,358548,EUR,823046400,D,4,4,False,77.0,75.0,3.0,1.0,0.0,43.0,44.0,33.0,6.0,,,90.0,84.0,7.2,2.0,0.0205739,1,,32.0,,,3.0,1.0,1.0,,,,,4.0,,,,,1.0,0.049,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
13473368,home,Flamengo,Alex Sandro,alex-sandro,A. Sandro,D,26,181,13338,M,alxsndro12,84854,EUR,664848000,D,26,26,False,35.0,34.0,6.0,5.0,0.0,15.0,15.0,20.0,3.0,,,38.0,41.0,7.2,2.0,0.140053,0,,19.0,1.0,1.0,3.0,3.0,,2.0,2.0,1.0,,,,,,,3.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,
13473368,home,Flamengo,Erick Pulgar,erick-pulgar,E. Pulgar,M,5,186,12411,M,erick05,590262,EUR,758592000,M,5,5,False,31.0,28.0,,,0.0,15.0,15.0,16.0,5.0,,,45.0,36.0,7.5,4.0,0.0183189,1,,13.0,1.0,,1.0,4.0,,,,,,,1.0,,,2.0,1.0,0.1153,,1.0,1.0,,,0.6474,,2.0,,,,,,,,,,,,,
13473368,home,Flamengo,Allan,allan,Allan,M,29,172,5267,M,,828839,EUR,857347200,M,29,29,False,62.0,62.0,7.0,7.0,0.0,24.0,24.0,38.0,2.0,,,90.0,68.0,6.9,2.0,0.0669998,2,,38.0,,,3.0,1.0,,,,,2.0,1.0,,,,,2.0,0.0538,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,
13473368,home,Flamengo,Gerson,gerson,Gerson,M,11,185,29672,M,gerson_santos,611876,EUR,864086400,M,8,8,False,70.0,64.0,3.0,2.0,1.0,21.0,22.0,48.0,1.0,,,90.0,77.0,8.1,7.0,0.529895,1,,43.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,0.0171,3.0,1.0,,,1.0,0.016,,,,,,True,,,,,,,,,
13473368,home,Flamengo,Giorgian De Arrascaeta,giorgian-de-arrascaeta,Arrascaeta,M,10,173,86686,M,G10DeArrascaeta,333587,EUR,770428800,M,10,10,False,33.0,25.0,5.0,2.0,2.0,7.0,7.0,26.0,1.0,,,57.0,50.0,9.2,14.0,0.616269,2,,18.0,7.0,3.0,1.0,5.0,,3.0,3.0,2.0,,,,,,,,0.1039,3.0,1.0,1.0,,1.0,0.5767,,2.0,1.0,,,,1.0,,,,,,,,
13473368,home,Flamengo,Michael,michael,Michael,M,96,166,9025,M,Michael19,878084,EUR,826588800,M,30,30,False,23.0,19.0,,,1.0,2.0,2.0,21.0,1.0,,,57.0,28.0,7.1,5.0,0.161283,1,,17.0,,,1.0,2.0,,2.0,2.0,,,,,,,,,0.3965,3.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,
