match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_lastManTackle,stat_fouls,captain,stat_onTargetScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_errorLeadToAShot,stat_bigChanceCreated,stat_goals,stat_clearanceOffLine,stat_totalOffside,stat_bigChanceMissed
14131870,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,31.0,20.0,18.0,7.0,0.0,16.0,18.0,4.0,13.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,90.0,42.0,6.5,11.0,0.00242845,0.2559,0,-0.0501,0.01,0.01,-0.27,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131870,home,Gil Vicente,Hevertton Santos,hevertton-santos,H. Santos,D,20,182,177,M,1087355,EUR,980985600,D,20,20,False,14.0,12.0,,,0.0,6.0,8.0,6.0,6.0,,6.0,2.0,1.0,,,,,,,81.0,35.0,6.5,8.0,0.0594537,,0,,0.15,0.03,-0.22,,,,3.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14131870,home,Gil Vicente,Marvin Elimbi,marvin-elimbi,M. Elimbi,D,4,186,83,M,1114164,EUR,1045699200,D,4,4,False,46.0,37.0,8.0,4.0,0.0,24.0,28.0,13.0,18.0,,1.0,5.0,2.0,,,,,,,90.0,53.0,6.6,9.0,0.166102,,0,,0.24,0.02,0.33,,Marvin,Elimbi,,,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14131870,home,Gil Vicente,Jonathan Buatu,jonathan-buatu-mananga,J. Buatu,D,39,187,415,M,800348,EUR,749088000,D,39,39,False,37.0,32.0,3.0,,0.0,23.0,26.0,9.0,11.0,2.0,4.0,4.0,2.0,,,,,,,90.0,47.0,6.1,5.0,0.00211564,,1,,0.04,-0.02,-0.15,,,,,,2.0,1.0,,,2.0,2.0,,,,1.0,,,,True,1.0,1.0,0.2222,0.01,,,,,,,,,,,
14131870,home,Gil Vicente,Ghislain Konan,ghislain-konan,G. Konan,D,3,176,2821,M,831781,EUR,820022400,D,3,3,False,40.0,32.0,2.0,2.0,0.0,20.0,25.0,12.0,15.0,,4.0,1.0,5.0,,,,,,,90.0,62.0,6.0,13.0,0.011901,,0,,0.02,0.03,-0.42,,Ghislain,Konan,2.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,,,,1.0,,,,,,,,,,,,,
14131870,home,Gil Vicente,Facundo Cáseres,facundo-caseres,F. Cáseres,M,5,178,226,M,989837,EUR,991008000,M,5,5,False,36.0,33.0,2.0,1.0,0.0,14.0,15.0,19.0,21.0,,1.0,1.0,3.0,,,,,,,68.0,43.0,6.8,4.0,0.0196084,,0,,0.22,0.06,-0.05,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14131870,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,M,6,172,109,M,1138915,EUR,1004400000,M,6,6,False,25.0,19.0,3.0,,0.0,13.0,16.0,6.0,9.0,,4.0,1.0,4.0,,,,,,,52.0,30.0,6.8,6.0,0.00294842,,0,,0.0,0.06,0.13,,Zé Carlos,,,,,,,,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
14131870,home,Gil Vicente,Sergio Bermejo,sergio-bermejo,S. Bermejo,M,17,170,42,M,949449,EUR,871776000,M,17,17,False,21.0,14.0,1.0,1.0,0.0,6.0,6.0,8.0,15.0,1.0,7.0,,2.0,,,,,,,90.0,42.0,6.8,13.0,0.0301805,,6,,-0.06,0.03,-0.17,,Sergio,Bermejo,3.0,,6.0,1.0,4.0,2.0,,,,4.0,,,,,2.0,,,,0.3092,-0.33,1.0,3.0,3.0,,,,,,,,
14131870,home,Gil Vicente,Luís Esteves,luis-esteves,L. Esteves,M,10,171,237,M,1097527,EUR,892080000,M,10,10,False,26.0,21.0,2.0,,0.0,10.0,11.0,11.0,15.0,,6.0,,3.0,,,,,,,90.0,42.0,6.7,8.0,0.113556,,4,,0.3,0.08,-0.36,,Luís,Esteves,2.0,1.0,7.0,5.0,1.0,1.0,,,2.0,5.0,1.0,,,,2.0,,1.0,1.0,0.3688,-0.49,,2.0,1.0,0.4064,,,,,,,
14131870,home,Gil Vicente,Martin Fernández,martin-fernandez,M. Fernández,M,32,171,78,M,1083277,EUR,1056326400,M,32,32,False,10.0,8.0,,,0.0,6.0,7.0,2.0,3.0,1.0,2.0,2.0,2.0,,,,,,,51.0,17.0,6.4,5.0,0.00197836,,0,,0.01,-0.06,-0.07,,Martin,Fernández,,,2.0,,,,,,2.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,
14131870,home,Gil Vicente,Pablo Felipe,pablo-felipe,P. Felipe,F,19,184,2627,M,1101174,EUR,1073001600,F,9,9,False,5.0,4.0,,,0.0,3.0,3.0,1.0,2.0,2.0,6.0,3.0,2.0,,,,,,,82.0,21.0,6.7,4.0,0.00031056,,1,,0.01,0.01,0.28,,Pablo Felipe Pereira de Jesus,,,,6.0,1.0,,,1.0,1.0,3.0,3.0,1.0,3.0,1.0,,2.0,,,,0.0477,-0.18,,1.0,,,,,,,,,
