match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_totalOffside,stat_blockedScoringAttempt,stat_dispossessed,stat_bigChanceMissed,player_sofascoreId,captain,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
14109744,home,Beşiktaş JK,Ersin Destanoğlu,,,ersin-destanoglu,E. Destanoğlu,G,30,195,1609,M,913656,EUR,978307200,G,30,30,False,15.0,13.0,4.0,2.0,0.0,13.0,14.0,1.0,3.0,3.0,8.0,1.0,2.0,1.0,2.0,90.0,24.0,6.1,2.0,4.693e-05,33.79406594687,5.0,19.32,7.35,0.0551,0,-1.0375,0.01,0.02,-0.07,-0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109744,home,Beşiktaş JK,Gökhan Sazdağı,,,gokhan-sazdagi,G. Sazdağı,D,25,179,949,M,595396,EUR,780019200,D,25,25,False,35.0,30.0,3.0,1.0,0.0,10.0,10.0,25.0,2.0,6.0,2.0,,,,,90.0,58.0,6.3,8.0,0.0788661,187.64865544867,19.0,126.84,21.315,,2,,0.34,0.19,-0.65,,20.0,3.0,1.0,1.0,6.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,0.0834,3.0,-0.15,,,,,,,,,,,,,,,
14109744,home,Beşiktaş JK,Gabriel Paulista,,,gabriel-paulista,G. Paulista,D,3,187,5352,M,124737,EUR,659577600,D,3,3,False,59.0,52.0,7.0,5.0,0.0,35.0,36.0,23.0,4.0,4.0,5.0,,,,,90.0,74.0,6.5,11.0,0.00982675,210.27029508864,25.0,138.075,12.075,,2,,0.2,0.12,-0.37,,17.0,,,1.0,3.0,2.0,,,,1.0,4.0,,,,,0.0524,,0.07,1.0,1.0,2.0,3.0,0.3206,,,,,,,,,,
14109744,home,Beşiktaş JK,Emirhan Topçu,,,emirhan-topcu,E. Topçu,D,53,188,2617,M,895009,EUR,971222400,D,53,53,False,70.0,61.0,2.0,1.0,0.0,31.0,34.0,36.0,2.0,11.0,8.0,2.0,,,,90.0,95.0,7.1,13.0,0.0763045,166.83766782114,21.0,137.445,22.26,,0,,0.31,0.19,-0.23,,30.0,3.0,,2.0,6.0,1.0,1.0,1.0,,,4.0,7.0,4.0,,3.0,,,,,1.0,2.0,1.0,,1.0,,,,,,,,,
14109744,home,Beşiktaş JK,Rıdvan Yılmaz,,,ridvan-yilmaz,R. Yılmaz,D,33,174,1724,M,910086,EUR,990403200,D,33,33,False,38.0,34.0,,,0.0,13.0,14.0,24.0,,3.0,3.0,2.0,,,,87.0,60.0,6.3,13.0,0.0374339,98.115017975907,10.0,96.6,23.415,,1,,0.26,0.09,-0.33,,21.0,5.0,,1.0,4.0,,2.0,,,,1.0,1.0,1.0,,1.0,0.0672,,-0.05,,,,1.0,,,1.0,,,,,,,,
14109744,home,Beşiktaş JK,Wilfred Ndidi,,,wilfred-ndidi,W. Ndidi,M,4,186,9682,M,787885,EUR,850694400,M,4,4,False,43.0,35.0,4.0,1.0,0.0,19.0,22.0,21.0,,8.0,8.0,,,,,90.0,62.0,6.6,11.0,0.0779125,62.58257886206,9.0,-6.3,10.395,,3,,0.24,0.1,-0.09,,16.0,1.0,,2.0,10.0,2.0,,,,1.0,1.0,8.0,4.0,,5.0,0.1149,2.0,-0.34,1.0,,1.0,1.0,0.0795,,1.0,1.0,1.0,,,,,,
14109744,home,Beşiktaş JK,Orkun Kökçü,,,orkun-kokcu,O. Kökçü,M,10,175,13536,M,907461,EUR,978048000,M,10,10,False,59.0,49.0,9.0,7.0,0.0,16.0,17.0,42.0,1.0,6.0,4.0,2.0,,,,90.0,84.0,7.5,17.0,0.258091,263.25773200825,27.0,182.28,23.625,,5,,0.56,0.33,-0.22,,33.0,12.0,6.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,,1.0,0.3143,8.0,-0.44,1.0,,,,0.2016,,3.0,1.0,,orkunkokcu,True,,,,
14109744,home,Beşiktaş JK,Cengiz Ünder,,,cengiz-under,C. Ünder,F,11,173,4739,M,758876,EUR,868838400,M,11,11,False,6.0,3.0,1.0,,0.0,,,6.0,,1.0,2.0,,,,,23.0,15.0,6.6,7.0,0.0665293,8.004594243308,1.0,1.995,1.995,,0,,0.23,-0.07,-0.05,,3.0,3.0,2.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,cengizunder,,,,,
14109744,home,Beşiktaş JK,Václav Černý,,,vaclav-cerny,V. Černý,M,18,182,3503,M,280631,EUR,877046400,M,18,18,False,40.0,30.0,,,1.0,7.0,8.0,32.0,,5.0,2.0,,,,,90.0,58.0,7.1,14.0,0.398596,170.95928266887,20.0,34.335,12.39,,4,,0.5,0.27,-0.09,,23.0,4.0,2.0,,3.0,,4.0,4.0,3.0,1.0,,1.0,1.0,,1.0,0.1661,6.0,-0.32,2.0,,1.0,,0.2058,,1.0,2.0,,,,,,,
14109744,home,Beşiktaş JK,Jota Silva,,,jota-silva,J. Silva,F,26,179,2845,M,1011895,EUR,933465600,M,26,26,False,15.0,13.0,,,0.0,5.0,5.0,10.0,2.0,2.0,4.0,,,,,45.0,29.0,6.4,8.0,0.00927548,36.630538873054,4.0,27.615,12.39,,2,,0.02,0.32,-0.11,,8.0,,,,5.0,1.0,2.0,,,,,,,,,0.1154,,-0.51,1.0,,2.0,1.0,0.0909,,1.0,2.0,,,,,,,
