match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_wasFouled,stat_fouls,stat_outfielderBlock,captain,stat_interceptionWon,stat_totalTackle,stat_keyPass,stat_accurateCross,stat_wonTackle,stat_unsuccessfulTouch,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_blockedScoringAttempt,stat_goodHighClaim,stat_punches,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork
10408335,home,Osasuna,Aitor Fernández,aitor-fernandez,A. Fernández,G,13,182,248,M,99516,EUR,673228800,G,25,25,False,24.0,16.0,14.0,6.0,12.0,12.0,4.0,12.0,5.0,1.0,2.0,90.0,28.0,7.2,8.0,0.0,0.0,0.00183626,0,0.3028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408335,home,Osasuna,Diego Moreno,moreno-diego,D. Moreno,D,,177,31,M,1086347,EUR,993081600,D,35,35,False,44.0,35.0,3.0,1.0,20.0,23.0,15.0,25.0,6.0,,,89.0,66.0,6.7,16.0,0.3379,0.0,0.00948245,2,,,,4.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10408335,home,Osasuna,Aridane Hernández,aridane-hernandez,A. Hernández,D,15,186,254,M,41013,EUR,606614400,D,23,23,False,60.0,57.0,5.0,2.0,35.0,36.0,22.0,24.0,4.0,,,90.0,70.0,7.2,3.0,0.0,0.0,0.0269497,0,,,,,2.0,2.0,2.0,5.0,,,,,4.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,
10408335,home,Osasuna,David García,david-garcia,D. García,D,5,185,306,M,591136,EUR,761184000,D,5,5,False,69.0,64.0,7.0,6.0,30.0,32.0,34.0,37.0,4.0,,,90.0,84.0,7.8,5.0,0.0,0.0,0.0230904,0,,,,,,4.0,3.0,5.0,,,,,10.0,,3.0,1.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,
10408335,home,Osasuna,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,20,20,False,38.0,36.0,1.0,,12.0,12.0,26.0,29.0,5.0,,,90.0,54.0,7.4,5.0,0.0,0.0,0.314987,0,,,,3.0,1.0,,2.0,5.0,,,,,,2.0,1.0,,,,3.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,
10408335,home,Osasuna,Aimar Oroz,aimar-oroz,A. Oroz,M,10,177,1253,M,985329,EUR,1006819200,M,22,22,False,46.0,36.0,2.0,,9.0,11.0,27.0,35.0,4.0,,,89.0,67.0,7.5,17.0,0.4603,0.5829,0.137281,3,,,,,,,7.0,8.0,3.0,4.0,2.0,2.0,,4.0,1.0,,,1.0,2.0,3.0,,,2.0,1.0,1.0,1.0,,,,,,,,,
10408335,home,Osasuna,Lucas Torró,lucas-torro,L. Torró,M,6,190,714,M,187313,EUR,774576000,M,6,6,False,73.0,63.0,7.0,1.0,26.0,27.0,37.0,46.0,7.0,,,90.0,95.0,7.1,15.0,0.0544,0.0518,0.0226527,1,,,,,2.0,3.0,6.0,7.0,,,,,6.0,1.0,4.0,,,3.0,3.0,,,2.0,5.0,1.0,1.0,,,,,,,,,,
10408335,home,Osasuna,Moi Gómez,moi-gomez,M. Gómez,M,16,174,627,M,149370,EUR,772329600,M,16,16,False,104.0,94.0,9.0,6.0,29.0,31.0,66.0,77.0,16.0,,,90.0,117.0,7.9,16.0,0.0,0.0,0.3586,0,,,,4.0,,,2.0,4.0,2.0,1.0,1.0,,,2.0,,,,,1.0,4.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,
10408335,home,Osasuna,Chimy Ávila,chimy-avila,C. Ávila,F,9,171,2160,M,789381,EUR,760492800,F,9,9,False,17.0,11.0,3.0,2.0,5.0,8.0,7.0,14.0,3.0,,,68.0,36.0,7.0,15.0,0.3239,0.1223,0.0795046,4,,,,5.0,,,4.0,2.0,2.0,,,2.0,,2.0,1.0,,,1.0,,1.0,1.0,,2.0,1.0,2.0,,,,,,,,,,
10408335,home,Osasuna,Ante Budimir,ante-budimir,A. Budimir,F,17,190,8134,M,37318,EUR,680140800,F,17,17,False,10.0,7.0,,,2.0,2.0,5.0,8.0,1.0,,,75.0,29.0,6.6,12.0,0.2831,0.0,0.0242452,2,,,,,3.0,3.0,9.0,8.0,2.0,3.0,1.0,2.0,,2.0,3.0,,,,2.0,,,,5.0,,,,,,budimir_ante,,,,,,
