match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_keyPass,stat_totalTackle,stat_shotOffTarget,stat_wonTackle,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_wonContest,stat_bigChanceMissed,stat_totalOffside,captain,stat_aerialLost,stat_goalAssist,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10583873,home,Al-Fateh,Jacob Rinne,,,jacob-rinne,J. Rinne,G,35,188.0,92,M,289025,EUR,740534400,G,1,1,False,21.0,15.0,12.0,6.0,11.0,14.0,4.0,7.0,1.0,1.0,6.0,1.0,1.0,2.0,5.0,90.0,31.0,8.2,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583873,home,Al-Fateh,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178.0,1391,M,986400,EUR,937440000,D,2,2,False,59.0,50.0,10.0,6.0,27.0,32.0,25.0,31.0,,,10.0,2.0,,,,90.0,84.0,7.4,16.0,0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
10583873,home,Al-Fateh,Fran Vélez,,,fran-velez,F. Vélez,D,,182.0,101,M,113431,EUR,677635200,D,4,4,False,58.0,50.0,12.0,9.0,39.0,40.0,11.0,19.0,4.0,5.0,11.0,2.0,,,,90.0,71.0,7.4,11.0,0,1.0,,2.0,,,,,6.0,,2.0,2.0,,1.0,,,,,,,,,,,,,,,
10583873,home,Al-Fateh,Marwane Saadane,,,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400,D,17,17,False,46.0,39.0,8.0,3.0,29.0,30.0,10.0,16.0,3.0,7.0,3.0,2.0,,,,90.0,60.0,7.5,10.0,1,,,,,,,,4.0,,1.0,,,3.0,1.0,3.0,1.0,,,,,,,,,,,,
10583873,home,Al-Fateh,Tawfiq Buhumaid,,,tawfiq-buhumaid,T. Buhumaid,D,25,179.0,6,M,871425,EUR,562464000,D,25,25,False,34.0,26.0,8.0,4.0,8.0,11.0,18.0,23.0,1.0,3.0,6.0,1.0,,,,90.0,54.0,7.7,15.0,1,,,8.0,2.0,1.0,3.0,,2.0,1.0,1.0,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
10583873,home,Al-Fateh,Mourad Batna,,,batna-mourad,M. Batna,M,11,185.0,1192,M,880790,EUR,646444800,M,11,11,False,28.0,25.0,2.0,2.0,5.0,6.0,22.0,27.0,,9.0,6.0,2.0,,,,88.0,48.0,7.1,11.0,1,5.0,2.0,5.0,1.0,2.0,5.0,,,,,2.0,,3.0,,2.0,1.0,1.0,,,5.0,1.0,1.0,,,,,,
10583873,home,Al-Fateh,Mohammed Al-Fuhaid,,,mohammed-al-fuhaid,M. Al-Fuhaid,M,28,171.0,10,M,818616,EUR,631843200,M,14,14,False,37.0,34.0,4.0,3.0,25.0,27.0,9.0,10.0,,2.0,6.0,1.0,,,,88.0,49.0,6.8,7.0,0,,,5.0,,2.0,1.0,,,1.0,4.0,1.0,,1.0,,1.0,1.0,,,,,,,True,1.0,,,,
10583873,home,Al-Fateh,Mohammed Petros,,,petros,Petros,M,,182.0,273,M,552678,EUR,612403200,M,6,6,False,49.0,45.0,2.0,1.0,24.0,25.0,21.0,24.0,,5.0,3.0,1.0,,,,90.0,58.0,7.2,6.0,0,,,5.0,,1.0,1.0,,,,1.0,3.0,1.0,4.0,,4.0,,,,,1.0,,,,1.0,1.0,,,
10583873,home,Al-Fateh,Christian Cueva,,,christian-cueva,C. Cueva,M,10,169.0,2073,M,47447,EUR,690854400,M,10,10,False,40.0,30.0,3.0,1.0,12.0,13.0,18.0,28.0,1.0,3.0,7.0,4.0,,,,72.0,54.0,7.2,19.0,1,1.0,,3.0,,,4.0,1.0,,,1.0,,2.0,1.0,,1.0,,,,,1.0,,,,,1.0,1.0,,
10583873,home,Al-Fateh,Sofiane Bendebka,,,sofiane-bendebka,S. Bendebka,M,28,180.0,1218,M,845609,EUR,713318400,F,28,28,False,34.0,29.0,1.0,,13.0,15.0,16.0,19.0,,1.0,3.0,2.0,,,,63.0,39.0,7.1,8.0,0,,,4.0,1.0,,,1.0,,,,3.0,2.0,,,,1.0,,,,,,2.0,,,1.0,,,
