match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_challengeLost,stat_dispossessed,stat_accurateCross,stat_fouls,captain,stat_onTargetScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_punches,stat_hitWoodwork,stat_errorLeadToAGoal
10385078,home,FC Groningen,Michael Verrips,,,michael-verrips,M. Verrips,G,34,195,102,M,583506,EUR,849571200,G,20,20,False,50.0,37.0,19.0,6.0,33.0,42.0,4.0,8.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,90.0,62.0,6.4,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385078,home,FC Groningen,Neraysho Kasanwirjo,,,neraysho-kasanwirjo,N. Kasanwirjo,D,21,185,416,M,961678,EUR,1013990400,D,21,21,False,45.0,35.0,13.0,9.0,19.0,23.0,16.0,24.0,1.0,7.0,5.0,,,,,90.0,70.0,7.2,16.0,2,2.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10385078,home,FC Groningen,Mike te Wierik,,,mike-te-wierik,M. t. Wierik,D,23,191,47,M,127554,EUR,707961600,D,5,5,False,62.0,55.0,11.0,6.0,43.0,43.0,12.0,19.0,1.0,3.0,11.0,,,,,90.0,80.0,7.0,12.0,0,,1.0,,,,4.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10385078,home,FC Groningen,Radinio Balker,,,balker-radinio,R. Balker,D,12,190,152,M,947049,EUR,904780800,D,12,12,False,60.0,50.0,8.0,2.0,40.0,44.0,10.0,16.0,2.0,5.0,6.0,,,,,90.0,73.0,6.7,14.0,1,,5.0,,,1.0,,,2.0,2.0,1.0,,,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,
10385078,home,FC Groningen,Isak Dybvik Määttä,,,isak-dybvik-maatta,I. D. Määttä,F,25,188,289,M,980915,EUR,1000857600,D,18,18,False,42.0,37.0,4.0,3.0,23.0,26.0,15.0,24.0,1.0,7.0,7.0,,,,,90.0,75.0,6.2,18.0,0,8.0,8.0,5.0,4.0,,1.0,2.0,,,2.0,,1.0,,,,4.0,2.0,1.0,1.0,,,,,,,,,,,,
10385078,home,FC Groningen,Joey Pelupessy,,,joey-pelupessy,J. Pelupessy,M,6,182,5611,M,235404,EUR,737424000,M,4,4,False,39.0,37.0,7.0,6.0,22.0,22.0,15.0,17.0,4.0,8.0,6.0,,,,,90.0,51.0,7.1,5.0,2,,4.0,2.0,1.0,2.0,,2.0,2.0,1.0,1.0,,,2.0,,2.0,,,,1.0,True,,,,,,,,,,,
10385078,home,FC Groningen,Laros Duarte,,,laros-duarte,L. M. D. Duarte,M,6,180,315,M,798177,EUR,857088000,M,6,6,False,31.0,23.0,5.0,3.0,12.0,13.0,12.0,23.0,,5.0,8.0,,,,,90.0,55.0,6.7,18.0,3,5.0,8.0,1.0,,2.0,,,2.0,,3.0,,2.0,2.0,,3.0,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,,
10385078,home,FC Groningen,Cyril Ngonge,,,cyril-ngonge,C. Ngonge,F,16,179,1940,M,877037,EUR,959299200,M,27,27,False,22.0,12.0,3.0,2.0,3.0,3.0,10.0,21.0,,6.0,6.0,,,,,66.0,43.0,8.5,18.0,2,2.0,5.0,5.0,4.0,,1.0,1.0,1.0,,1.0,,1.0,2.0,,5.0,,1.0,1.0,3.0,,2.0,1.0,1.0,1.0,,,,,,,
10385078,home,FC Groningen,Ramon Pascal Lundqvist,,,ramon-pascal-lundqvist,R. Lundqvist,M,10,178,118,M,363902,EUR,863222400,M,22,22,False,18.0,14.0,2.0,2.0,6.0,7.0,8.0,11.0,1.0,3.0,2.0,,,,,67.0,27.0,6.9,7.0,1,,3.0,,,1.0,,,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,,1.0,,,,,,,,,,,,,,
10385078,home,FC Groningen,Tomáš Suslov,,,tomas-suslov,T. Suslov,F,10,175,1255,M,964154,EUR,1023408000,M,7,7,False,17.0,11.0,3.0,2.0,5.0,6.0,9.0,19.0,1.0,6.0,3.0,,,,,66.0,40.0,7.5,17.0,1,8.0,3.0,2.0,1.0,,,,4.0,,,1.0,3.0,1.0,,5.0,1.0,,3.0,,,,,1.0,,1.0,,,,,,
10385078,home,FC Groningen,Jørgen Strand Larsen,,,jorgen-strand-larsen,J. S. Larsen,F,22,193,7573,M,876599,EUR,949795200,F,9,9,False,16.0,12.0,1.0,1.0,9.0,11.0,3.0,7.0,5.0,7.0,2.0,,,,,90.0,29.0,7.6,7.0,5,2.0,3.0,1.0,1.0,2.0,1.0,,1.0,,,,,3.0,,1.0,,,,1.0,,3.0,,,1.0,,1.0,,,,,
10385078,home,FC Groningen,Daleho Irandust,,,daleho-irandust,D. Irandust,M,,175,412,M,860148,EUR,896918400,M,10,10,True,8.0,7.0,1.0,1.0,3.0,3.0,4.0,6.0,,3.0,,,,,,24.0,17.0,6.6,5.0,0,1.0,3.0,3.0,2.0,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,
10385078,home,FC Groningen,Paulos Abraham,,,paulos-abraham,P. Abraham,F,7,176,378,M,1021266,EUR,1026777600,F,11,11,True,10.0,9.0,,,,,10.0,11.0,,2.0,,,,,,24.0,16.0,6.7,4.0,0,1.0,2.0,,,,,,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10385078,home,FC Groningen,Ragnar Oratmangoen,,,ragnar-oratmangoen,R. Oratmangoen,M,11,181,5722,M,899651,EUR,885340800,F,34,34,True,4.0,3.0,,,,,3.0,4.0,,,,,,,,23.0,8.0,6.6,2.0,1,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,0ratmangoen,,,,
10385078,home,FC Groningen,Peter Leeuwenburgh,,,peter-leeuwenburgh,P. Leeuwenburgh,G,41,196,65,M,149660,EUR,764380800,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
