match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_goals,stat_fouls,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_dispossessed,stat_bigChanceMissed,stat_outfielderBlock,player_firstName,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_lastName,stat_errorLeadToAShot,stat_hitWoodwork
14083204,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,TheOctopus,70988,EUR,705542400,G,1,1,False,42.0,36.0,9.0,3.0,0.0,36.0,37.0,5.0,1.0,1.0,1.0,1.0,1.0,14.0,3.0,4.0,4.0,90.0,60.0,6.7,6.0,0.00190797,116.16385727154,14.0,62.895,14.28,0.1355,1.0,0,0.3811,0.17,0.03,-0.02,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083204,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,D,8,8,False,56.0,50.0,3.0,2.0,2.0,23.0,24.0,32.0,2.0,2.0,4.0,,1.0,3.0,,,,90.0,76.0,7.8,9.0,0.311859,121.3843617694,14.0,43.68,22.365,,3.0,3,,0.57,0.1,-0.13,,True,27.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.2771,0.2638,22.391448568594,1.0,-0.41,,,,,,,,,,,,,,
14083204,home,Real Madrid,Raúl Asencio,raul-asencio,R. Asencio,D,17,184,117937,M,asencio,1156645,EUR,1045094400,D,17,17,False,49.0,47.0,1.0,,0.0,37.0,38.0,11.0,,1.0,,,,1.0,,,,90.0,56.0,7.5,2.0,0.00467784,68.431370292699,10.0,26.88,11.55,,,1,,0.21,0.03,-0.14,,,10.0,,,,,,,1.0,,3.0,,,,0.194,0.6802,,,0.53,1.0,1.0,,,,,,,,,,,,
14083204,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,192797,M,ARüdiger,142622,EUR,731116800,D,22,22,False,65.0,62.0,2.0,2.0,0.0,44.0,47.0,18.0,1.0,1.0,2.0,,,2.0,,,,89.0,76.0,6.9,3.0,0.0145243,125.95137418244,16.0,67.095,17.955,,1.0,0,,0.26,0.08,-0.08,,,18.0,,,1.0,,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,
14083204,home,Real Madrid,Álvaro Carreras,alvaro-carreras,Á. Carreras,D,18,186,79899,M,,1085081,EUR,1048377600,D,18,18,False,66.0,60.0,2.0,2.0,0.0,23.0,24.0,42.0,,3.0,3.0,2.0,,3.0,,,,90.0,84.0,6.9,8.0,0.0503848,107.9551412328,15.0,15.33,13.335,,1.0,0,,0.27,0.03,-0.17,,,37.0,,,,1.0,1.0,,,,2.0,2.0,1.0,1.0,,,13.736415252896,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,
14083204,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,Rodrygo,910536,EUR,978998400,M,11,11,False,32.0,29.0,1.0,1.0,2.0,12.0,13.0,19.0,,6.0,9.0,,3.0,3.0,,,,77.0,66.0,8.2,19.0,0.556879,181.44996418493,20.0,88.62,19.845,,3.0,3,,0.43,0.47,-0.05,,,17.0,9.0,4.0,,6.0,4.0,2.0,1.0,,,,,3.0,0.295,0.4923,92.787780553647,5.0,0.03,,,,5.0,,4.0,1.0,,,,,,,
14083204,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182,191301,M,Tacklevinga,973887,EUR,1036886400,M,6,6,False,66.0,64.0,5.0,4.0,0.0,27.0,29.0,37.0,,3.0,6.0,,,3.0,,,,90.0,85.0,7.1,6.0,0.0357668,142.24129848362,17.0,15.33,16.275,,,3,,0.16,0.12,0.17,,,37.0,1.0,,,2.0,,1.0,1.0,1.0,1.0,,4.0,1.0,0.1481,0.2524,18.891800254784,2.0,-0.23,,1.0,3.0,2.0,,,,1.0,,,,,,
14083204,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,M,14,14,False,78.0,75.0,,,0.0,40.0,42.0,36.0,2.0,2.0,7.0,1.0,,4.0,,,,81.0,94.0,7.7,5.0,0.051983,179.66128924418,27.0,105.735,15.96,,,2,,0.32,0.23,0.4,,,35.0,,,1.0,,,1.0,1.0,,1.0,1.0,4.0,1.0,0.1105,0.0421,16.361858574135,1.0,-0.37,,,3.0,1.0,,,1.0,1.0,,,,,,
14083204,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1013050,M,JudeBell,991011,EUR,1056844800,M,5,5,False,81.0,72.0,3.0,2.0,0.0,36.0,38.0,43.0,,6.0,8.0,2.0,,8.0,,,,90.0,93.0,7.2,9.0,0.170605,291.24975351324,29.0,160.335,31.605,,3.0,1,,0.05,0.53,-0.13,,,36.0,,,2.0,4.0,4.0,,,1.0,,1.0,3.0,,0.044,,132.47859799501,7.0,-0.38,,2.0,2.0,1.0,,,,,,,,,,
14083204,home,Real Madrid,Gonzalo García,gonzalo-garcia,G. García,F,16,182,100643,M,,1402716,EUR,1080086400,F,16,16,False,20.0,17.0,,,0.0,10.0,11.0,9.0,,4.0,1.0,,,4.0,,,,88.0,32.0,9.4,8.0,0.0269375,57.31450015365,8.0,10.5,11.55,,,3,,-0.32,-0.03,0.25,,,7.0,1.0,,1.0,1.0,,,3.0,,1.0,,1.0,2.0,1.2235,2.4975,,,1.0,3.0,2.0,1.0,,,,,,Gonzalo García,,,,,
