match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_penaltyConceded,captain,player_lastName,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_bigChanceCreated,stat_penaltyWon
13444504,home,Richmond Kickers,Pablo Jara,pablo-jara,P. Jara,G,1,182.0,16,M,935721,EUR,765244800,G,1,1,False,27.0,20.0,15.0,8.0,0.0,13.0,13.0,7.0,14.0,9.0,1.0,90.0,30.0,6.2,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13444504,home,Richmond Kickers,Simon Fitch,simon-fitch,S. Fitch,D,4,185.0,4,M,882256,EUR,919987200,D,4,4,False,56.0,44.0,8.0,5.0,1.0,20.0,24.0,24.0,32.0,2.0,,90.0,83.0,6.9,16.0,1,3.0,1.0,4.0,3.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,
13444504,home,Richmond Kickers,Griffin Garnett,griffin-garnett,G. Garnett,D,38,191.0,20,M,1821121,EUR,1156291200,D,38,38,False,73.0,64.0,17.0,12.0,0.0,33.0,35.0,31.0,38.0,6.0,,90.0,88.0,7.0,11.0,0,,,1.0,4.0,3.0,1.0,,,,2.0,4.0,1.0,,1.0,,Griffin Garnett,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,
13444504,home,Richmond Kickers,Guilherme França,guilherme-franca,G. França,D,14,188.0,10,M,1821122,EUR,931392000,D,14,14,False,34.0,27.0,8.0,4.0,0.0,15.0,18.0,12.0,16.0,,,45.0,41.0,6.5,7.0,2,,,2.0,1.0,4.0,,,,,1.0,1.0,,2.0,1.0,,Guilherme França,,,,,,1.0,1.0,1.0,,,,,,,
13444504,home,Richmond Kickers,Maximiliano Schenfeld,maximiliano-schenfeld,M. Schenfeld,D,,175.0,19,M,935208,EUR,719366400,D,5,5,False,47.0,43.0,2.0,1.0,0.0,21.0,23.0,22.0,24.0,2.0,,90.0,82.0,6.4,17.0,0,11.0,2.0,1.0,4.0,4.0,2.0,1.0,,,1.0,,1.0,2.0,,2.0,,,1.0,,1.0,,,,,,,,,,,
13444504,home,Richmond Kickers,Dakota Barnathan,dakota-barnathan,D. Barnathan,M,2,188.0,2,M,984442,EUR,784339200,M,2,2,False,36.0,29.0,5.0,1.0,0.0,12.0,14.0,17.0,22.0,5.0,,90.0,45.0,6.8,7.0,1,,,4.0,1.0,7.0,,,,,2.0,,,2.0,,,,1.0,,,1.0,1.0,1.0,,,True,,,,,,
13444504,home,Richmond Kickers,Matthew Bolduc,matthew-bolduc,M. Bolduc,M,,173.0,1,M,882254,EUR,781920000,M,33,33,False,23.0,20.0,,,0.0,4.0,4.0,16.0,19.0,2.0,,90.0,44.0,6.6,10.0,1,1.0,,,8.0,6.0,1.0,5.0,2.0,,1.0,1.0,2.0,3.0,2.0,2.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,
13444504,home,Richmond Kickers,Nils Seufert,nils-seufert,N. Seufert,M,10,182.0,17,M,806394,EUR,854928000,M,10,10,False,38.0,27.0,2.0,,0.0,12.0,14.0,15.0,24.0,,,63.0,47.0,6.7,13.0,1,,,,1.0,3.0,,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,
13444504,home,Richmond Kickers,James Vaughan,james-vaughan,J. Vaughan,M,17,183.0,1,M,1564832,EUR,787104000,M,17,17,False,46.0,40.0,6.0,5.0,0.0,16.0,16.0,24.0,30.0,4.0,,90.0,74.0,8.1,12.0,3,5.0,3.0,1.0,9.0,9.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,James Vaughan,1.0,2.0,2.0,4.0,2.0,1.0,1.0,,,,1.0,,,,
13444504,home,Richmond Kickers,Darwin Espinal,darwin-espinal,D. Espinal,M,19,180.0,16,M,884364,EUR,790214400,M,19,19,False,18.0,14.0,1.0,1.0,0.0,3.0,4.0,11.0,14.0,,,63.0,29.0,6.5,9.0,3,2.0,2.0,,4.0,1.0,,,,2.0,,,1.0,,,2.0,,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,
13444504,home,Richmond Kickers,Joshua Kirkland,joshua-kirkland,J. Kirkland,F,9,185.0,3,M,1933625,EUR,984528000,F,9,9,False,17.0,14.0,,,0.0,5.0,5.0,9.0,12.0,,,63.0,23.0,6.8,7.0,1,,,,1.0,1.0,,2.0,1.0,,,,3.0,,,2.0,Joshua Kirkland,,,,,,,1.0,,,,,,,,
13444504,home,Richmond Kickers,Klaidi Cela,klaidi-cela,K. Cela,D,16,190.0,3,M,1048705,EUR,932083200,D,16,16,True,29.0,25.0,6.0,3.0,0.0,18.0,18.0,7.0,11.0,3.0,,45.0,34.0,6.6,4.0,0,,,,,,,,,,2.0,1.0,,,,,Klaidi Cela,,,1.0,,,,,,,,,,,,
13444504,home,Richmond Kickers,Chandler O'Dwyer,chandler-odwyer,C. O'Dwyer,M,,188.0,4,M,1198595,EUR,920246400,M,27,27,True,9.0,6.0,,,0.0,1.0,1.0,5.0,8.0,,,27.0,22.0,7.0,6.0,3,,,,2.0,1.0,,1.0,,,2.0,,1.0,1.0,,,Chandler O'Dwyer,,1.0,,,,,3.0,,,,,,,,
