match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_shotOffTarget,stat_dispossessed,stat_bigChanceCreated,stat_errorLeadToAShot,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_totalOffside,captain,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
11409172,home,Moreirense,Kewin,kewin,Kewin,G,1,187,111,M,865371,EUR,790992000,G,40,40,False,29.0,19.0,18.0,8.0,14.0,14.0,5.0,15.0,1.0,10.0,2.0,3.0,1.0,90.0,40.0,7.5,10.0,0.0,0.0,0.00132261,0,0.2583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409172,home,Moreirense,Fabiano Souza,fabiano-silva,F. Souza,D,70,175,371,M,1130513,EUR,952992000,D,2,2,False,37.0,27.0,3.0,1.0,17.0,20.0,12.0,21.0,,6.0,,,,90.0,58.0,7.1,17.0,0.0,0.0,0.148019,0,,4.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11409172,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,61.0,47.0,15.0,7.0,37.0,41.0,10.0,20.0,6.0,10.0,,,,90.0,77.0,7.4,15.0,0.0,0.0,0.0297218,0,,,,3.0,6.0,6.0,1.0,1.0,,,5.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11409172,home,Moreirense,Carlos Ponck,carlos-ponck,C. Ponck,D,26,183,62,M,584116,EUR,789955200,D,14,14,False,52.0,48.0,4.0,2.0,44.0,46.0,4.0,6.0,9.0,6.0,,,,90.0,69.0,7.4,6.0,0.0235,0.0,0.00168787,1,,,,6.0,2.0,6.0,2.0,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,
11409172,home,Moreirense,Pedro Amador,pedro-amador,P. Amador,D,18,181,89,M,927038,EUR,913939200,D,18,18,False,42.0,35.0,8.0,6.0,20.0,21.0,18.0,26.0,1.0,6.0,,,,90.0,70.0,7.7,16.0,0.0386,0.0,0.17784,2,,5.0,3.0,3.0,4.0,9.0,1.0,5.0,1.0,2.0,2.0,,,3.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,
11409172,home,Moreirense,Lawrence Ofori,lawrence-ofori,L. Ofori,M,80,181,149,M,892170,EUR,898992000,M,80,80,False,45.0,40.0,3.0,1.0,24.0,28.0,17.0,19.0,1.0,3.0,,,,90.0,54.0,6.8,7.0,0.0,0.0,0.0169207,0,,2.0,1.0,,2.0,3.0,,1.0,,,1.0,,,1.0,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,
11409172,home,Moreirense,Kobamelo Kodisang,kobamelo-kodisang,K. Kodisang,M,13,169,215,M,822874,EUR,935798400,M,21,21,False,15.0,13.0,,,4.0,5.0,9.0,11.0,1.0,5.0,,,,70.0,29.0,6.8,7.0,0.394,0.4904,0.0950316,2,,1.0,,,2.0,2.0,2.0,,1.0,,,,,,3.0,1.0,,,,,,,2.0,1.0,2.0,2.0,,,,,,,,,
11409172,home,Moreirense,Gonçalo Franco,goncalo-franco,G. Franco,M,17,176,243,M,984866,EUR,974419200,M,88,88,False,44.0,39.0,5.0,3.0,19.0,20.0,20.0,24.0,1.0,6.0,,,,84.0,70.0,7.1,16.0,0.1197,0.0,0.043793,4,,,,4.0,10.0,10.0,1.0,3.0,3.0,2.0,1.0,1.0,,1.0,6.0,3.0,,,3.0,1.0,,,4.0,,,,1.0,1.0,,,,,,,
11409172,home,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,43.0,36.0,5.0,1.0,15.0,16.0,23.0,36.0,,5.0,,,,84.0,65.0,7.9,21.0,0.2272,0.683,0.105151,1,,9.0,2.0,2.0,5.0,4.0,,,,5.0,2.0,,,,4.0,2.0,,,,2.0,1.0,,1.0,,,1.0,,,1.0,,,,,,
11409172,home,Moreirense,João Camacho,joao-camacho,J. Camacho,M,37,174,51,M,317677,EUR,772329600,M,19,19,False,19.0,16.0,,,2.0,3.0,15.0,17.0,,1.0,,,,70.0,32.0,7.1,7.0,0.0382,0.0,0.0514072,2,,1.0,1.0,2.0,5.0,6.0,,1.0,1.0,2.0,1.0,,,1.0,1.0,3.0,,,1.0,2.0,,,1.0,,,,1.0,,,1.0,1.0,,,,
