match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,captain,stat_outfielderBlock,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_wasFouled,stat_goalAssist,stat_bigChanceCreated,player_firstName,player_lastName,stat_shotOffTarget,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals
10390010,home,Paris Saint-Germain,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,donnarumma,824509,EUR,919900800,G,99,99,False,36.0,23.0,12.0,2.0,22.0,30.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,11.0,2.0,5.0,1.0,90.0,51.0,7.2,13.0,0.0,0.0,0.00022328,0,0.3292,,,,,,,,,,,,,,,,,,,,,,,,,,
10390010,home,Paris Saint-Germain,Achraf Hakimi,hakimi-achraf,A. Hakimi,D,2,181,124757,M,AHakimi,814594,EUR,910137600,D,2,2,False,82.0,78.0,2.0,,47.0,47.0,31.0,36.0,,6.0,5.0,,1.0,9.0,,,,90.0,111.0,6.7,12.0,0.0,0.0,0.088278,0,,1.0,1.0,2.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10390010,home,Paris Saint-Germain,Marquinhos,marquinhos,Marquinhos,D,5,183,36538,M,marquinhosm5,155995,EUR,768873600,D,5,5,False,64.0,62.0,4.0,2.0,51.0,53.0,11.0,11.0,,2.0,,,4.0,4.0,,,,90.0,74.0,6.8,3.0,0.0,0.0,0.00412518,0,,,,1.0,,,1.0,,,,1.0,,,True,2.0,,,,,,,,,,,,
10390010,home,Paris Saint-Germain,Sergio Ramos,sergio-ramos,S. Ramos,D,93,184,68934,M,SergioRamos,10710,EUR,512524800,D,4,4,False,91.0,86.0,10.0,7.0,54.0,56.0,32.0,35.0,2.0,1.0,3.0,,5.0,7.0,,,,90.0,102.0,7.1,6.0,0.343,0.0,0.0261673,2,,,,,1.0,,1.0,,,,1.0,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,
10390010,home,Paris Saint-Germain,Juan Bernat,juan-bernat,J. Bernat,D,,170,1161,M,,96368,EUR,730944000,D,14,14,False,64.0,61.0,2.0,,29.0,30.0,32.0,34.0,,2.0,2.0,2.0,,6.0,,,,90.0,76.0,7.1,4.0,0.0,0.0,0.0441313,0,,,,,1.0,1.0,1.0,1.0,,,,,3.0,,,,,,,1.0,1.0,,,,,,
10390010,home,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172,50484,M,vitinha,902029,EUR,950400000,M,17,17,False,62.0,58.0,6.0,6.0,33.0,33.0,25.0,29.0,,2.0,2.0,,1.0,5.0,,,,45.0,70.0,7.0,6.0,0.0,0.0,0.0382363,0,,,,2.0,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,
10390010,home,Paris Saint-Germain,Fabián Ruiz,fabian-ruiz,F. Ruiz,M,8,189,21859,M,fabianruiz52,784655,EUR,828489600,M,8,8,False,61.0,56.0,,,31.0,31.0,25.0,30.0,,3.0,1.0,,,5.0,,,,68.0,66.0,6.5,8.0,0.0,0.0,0.0167645,0,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
10390010,home,Paris Saint-Germain,Carlos Soler,carlos-soler,C. Soler,M,18,180,3724,M,Carlos10Soler,832427,EUR,852163200,M,28,28,False,25.0,23.0,,,11.0,11.0,12.0,15.0,,2.0,1.0,,,3.0,,,,63.0,33.0,6.6,5.0,0.0517,0.0,0.0102911,1,,1.0,,1.0,,,1.0,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,
10390010,home,Paris Saint-Germain,Lionel Messi,lionel-messi,L. Messi,F,10,169,2023630,M,LM10,12994,EUR,551491200,M,30,30,False,57.0,51.0,4.0,4.0,18.0,18.0,33.0,39.0,,7.0,3.0,1.0,,2.0,,,,90.0,74.0,6.0,14.0,0.3799,0.0,0.0988057,4,,,,3.0,4.0,1.0,,,,1.0,,,,,,1.0,1.0,,2.0,,,,,3.0,,,
10390010,home,Paris Saint-Germain,Neymar,neymar,Neymar,F,10,175,1000788,M,Neymar,124712,EUR,697248000,M,10,10,False,73.0,65.0,6.0,5.0,16.0,17.0,50.0,57.0,,6.0,7.0,,1.0,2.0,,,,85.0,96.0,8.2,18.0,0.5213,0.9249,0.42694,1,,1.0,,3.0,5.0,3.0,1.0,2.0,2.0,5.0,1.0,,3.0,,,,,,2.0,,1.0,,,,1.0,1.0,1.0
