match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_wonContest,captain,stat_outfielderBlock,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_totalOffside,stat_dispossessed,stat_aerialLost,stat_bigChanceMissed,stat_goodHighClaim,stat_clearanceOffLine,stat_errorLeadToAShot
11352500,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,28.0,22.0,10.0,6.0,19.0,22.0,3.0,6.0,1.0,1.0,1.0,17.0,2.0,4.0,1.0,1.0,1.0,90.0,46.0,7.3,7.0,0.00076972,0,-0.0823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352500,home,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,51.0,39.0,13.0,5.0,17.0,19.0,25.0,39.0,,7.0,1.0,7.0,,,,,,90.0,86.0,7.4,22.0,0.219944,4,,7.0,3.0,6.0,2.0,2.0,3.0,1.0,3.0,1.0,6.0,3.0,1.0,2.0,0.1342,2.0,,,,,,,,,,,,,,,,,,
11352500,home,Liverpool,Jarell Quansah,jarell-quansah,J. Quansah,D,4,190,10315,M,jarellquansah,1003339,EUR,1043798400,D,78,78,False,38.0,33.0,7.0,3.0,20.0,21.0,13.0,17.0,2.0,6.0,3.0,2.0,,,,,,90.0,50.0,6.9,6.0,0.00703038,0,,,,1.0,1.0,1.0,,,1.0,,3.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,
11352500,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,45.0,42.0,6.0,6.0,33.0,36.0,9.0,9.0,2.0,3.0,6.0,4.0,,,,,,90.0,59.0,7.0,4.0,0.00231594,2,,,,,,,1.0,1.0,,,1.0,,,,0.08,,,True,1.0,1.0,,,,,,,,,,,,,,
11352500,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,43.0,36.0,4.0,2.0,17.0,19.0,19.0,27.0,1.0,3.0,,6.0,,,,,,64.0,64.0,8.1,14.0,0.268692,2,,3.0,,2.0,,2.0,,1.0,2.0,,2.0,2.0,,,0.9114,1.0,,,,,,,1.0,1.0,1.0,0.987,,,,,,,,
11352500,home,Liverpool,Harvey Elliott,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,M,19,19,False,53.0,47.0,3.0,2.0,15.0,15.0,33.0,40.0,,3.0,,7.0,,,,,,83.0,69.0,9.5,7.0,0.74059,4,,2.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,0.3493,5.0,1.0,,,,,,,4.0,1.0,0.5454,1.0,1.0,,,,,,
11352500,home,Liverpool,Wataru Endo,wataru-endo,W. Endo,M,3,178,19869,M,endowataru,143040,EUR,729216000,M,3,3,False,44.0,40.0,4.0,3.0,24.0,25.0,16.0,19.0,,2.0,,4.0,,,,,,64.0,51.0,6.8,5.0,0.0198591,0,,,,5.0,1.0,1.0,,,,,1.0,1.0,,3.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,,
11352500,home,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,26.0,20.0,2.0,1.0,7.0,8.0,13.0,19.0,1.0,6.0,,2.0,,,,,,75.0,41.0,7.0,9.0,0.0538707,0,,1.0,,2.0,,1.0,,,2.0,,4.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,
11352500,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,F,11,11,False,30.0,21.0,2.0,2.0,3.0,4.0,20.0,30.0,,2.0,,3.0,,,,,,90.0,55.0,8.2,21.0,0.314055,6,,4.0,2.0,7.0,,1.0,1.0,1.0,,,,,2.0,1.0,1.1661,3.0,,,,3.0,,,1.0,4.0,1.0,1.2919,1.0,2.0,5.0,,1.0,,,
11352500,home,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193,51371,M,CodyGakpo,862967,EUR,926035200,F,18,18,False,26.0,19.0,1.0,1.0,3.0,6.0,17.0,21.0,1.0,5.0,,3.0,,,,,,90.0,44.0,8.6,12.0,0.536504,2,,1.0,1.0,3.0,,2.0,,,,,1.0,1.0,2.0,1.0,0.0857,2.0,1.0,,,3.0,,,1.0,2.0,1.0,0.2176,1.0,1.0,1.0,,,,,
