match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceCreated,stat_keyPass,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_penaltyMiss,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded
12448378,home,Fortuna Sittard,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192,151,M,146871,EUR,757296000,G,31,31,False,41.0,19.0,30.0,8.0,0.0,12.0,14.0,7.0,27.0,12.0,2.0,3.0,3.0,90.0,53.0,7.3,22.0,0.0105903,0,0.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448378,home,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184,113,M,78730,EUR,631670400,D,12,12,False,25.0,18.0,6.0,2.0,0.0,9.0,13.0,10.0,16.0,4.0,,,,90.0,54.0,7.0,17.0,0.0631713,0,,True,4.0,1.0,1.0,3.0,6.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12448378,home,Fortuna Sittard,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183,156,M,989586,EUR,962236800,D,4,4,False,52.0,48.0,5.0,3.0,0.0,41.0,44.0,7.0,8.0,4.0,,,,90.0,65.0,7.0,5.0,0.00329489,0,,,,,,6.0,1.0,,,4.0,2.0,,,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12448378,home,Fortuna Sittard,Rodrigo Guth,rodrigo-guth,R. Guth,D,14,191,291,M,905458,EUR,973814400,D,14,14,False,56.0,48.0,9.0,6.0,0.0,43.0,43.0,5.0,13.0,6.0,,,,90.0,64.0,8.0,8.0,0.0024026,1,,,,,5.0,2.0,7.0,,,3.0,1.0,2.0,1.0,,,2.0,,,,,Rodrigo,Guth,1.0,1.0,0.1859,0.3984,,,,,,,,,,,
12448378,home,Fortuna Sittard,Jasper Dahlhaus,jasper-dahlhaus,J. Dahlhaus,D,8,176,32,M,1048758,EUR,1006819200,D,8,8,False,25.0,17.0,3.0,1.0,0.0,11.0,14.0,6.0,16.0,3.0,,,,90.0,57.0,6.7,19.0,0.00409896,1,,,5.0,,1.0,8.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,,3.0,,,,,0.1213,,1.0,1.0,,,,,,,,,
12448378,home,Fortuna Sittard,Ryan Fosso,ryan-fosso,R. Fosso,M,80,183,188,M,1142147,EUR,1024272000,M,80,80,False,28.0,27.0,1.0,1.0,0.0,14.0,14.0,14.0,15.0,4.0,,,,90.0,43.0,6.8,6.0,0.0188443,1,,,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,,2.0,,2.0,1.0,,1.0,3.0,,,Ryan,Fosso,,,0.0212,,1.0,1.0,,,,,,,,,
12448378,home,Fortuna Sittard,Rosier Loreintz,loreintz-rosier,R. Loreintz,M,32,190,104,M,954812,EUR,903052800,M,32,32,False,64.0,49.0,6.0,2.0,0.0,29.0,31.0,20.0,33.0,6.0,,,,90.0,76.0,6.8,16.0,0.025907,0,,,,,6.0,5.0,7.0,,,4.0,3.0,1.0,1.0,,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,
12448378,home,Fortuna Sittard,Samuel Bastien,samuel-bastien,S. Bastien,M,22,174,271,M,352964,EUR,843696000,M,22,22,False,18.0,14.0,,,1.0,5.0,6.0,10.0,13.0,1.0,,,,89.0,29.0,7.5,7.0,0.182671,1,,,1.0,1.0,2.0,5.0,5.0,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,,,1.0,,0.0471,0.0713,,,1.0,2.0,,,,,,,
12448378,home,Fortuna Sittard,Alen Halilović,alen-halilovic,A. Halilović,M,10,169,1721,M,277331,EUR,835056000,M,10,10,False,28.0,26.0,2.0,2.0,0.0,9.0,10.0,17.0,20.0,1.0,,,,77.0,37.0,6.3,7.0,0.0649638,2,,,2.0,,,4.0,1.0,1.0,1.0,,,,,1.0,,2.0,,2.0,,,,,,,0.8197,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,
12448378,home,Fortuna Sittard,Ezequiel Bullaude,ezequiel-bullaude,E. Bullaude,M,10,184,548,M,960077,EUR,972518400,M,33,33,False,14.0,11.0,1.0,1.0,0.0,5.0,5.0,6.0,9.0,3.0,,,,84.0,22.0,6.5,7.0,0.011688,0,,,,,,6.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,
