match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_goals,captain,stat_fouls,stat_dispossessed,stat_totalOffside,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_outfielderBlock,stat_errorLeadToAGoal
11388434,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,False,31.0,28.0,7.0,4.0,24.0,24.0,4.0,7.0,6.0,1.0,1.0,1.0,90.0,34.0,7.1,3.0,0.00189628,0,0.0925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388434,home,Feyenoord,Bart Nieuwkoop,,,bart-nieuwkoop,B. Nieuwkoop,D,2,180,338,M,797279,EUR,826156800,D,2,2,False,25.0,21.0,3.0,1.0,9.0,9.0,12.0,17.0,5.0,,,,64.0,47.0,7.8,8.0,0.159474,2,,1.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.2974,0.3679,3.0,,,,,,,,,,,,,
11388434,home,Feyenoord,Thomas Beelen,,,thomas-beelen,T. Beelen,D,3,190,421,M,1127916,EUR,992217600,D,3,3,False,63.0,58.0,5.0,2.0,43.0,44.0,16.0,20.0,6.0,,,,90.0,67.0,6.9,6.0,0.0333646,1,,,1.0,,2.0,,2.0,,,1.0,,1.0,1.0,,,,,,0.3971,0.6523,,1.0,,,,,,,,,,,,
11388434,home,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,65.0,57.0,6.0,2.0,39.0,43.0,18.0,22.0,9.0,,,,90.0,76.0,8.0,9.0,0.0780931,4,,,,2.0,,2.0,3.0,,,1.0,1.0,2.0,,2.0,1.0,1.0,,,0.3455,0.8903,,,2.0,2.0,1.0,1.0,,,,,,,,
11388434,home,Feyenoord,Lutsharel Geertruida,,,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,4,4,False,57.0,51.0,2.0,1.0,23.0,24.0,28.0,33.0,1.0,,,,90.0,79.0,7.2,11.0,0.053585,2,,1.0,,1.0,1.0,6.0,4.0,,,1.0,2.0,,2.0,,1.0,1.0,,1.0,0.2235,,2.0,,5.0,1.0,,,True,1.0,,,,,,
11388434,home,Feyenoord,Calvin Stengs,,,calvin-stengs,C. Stengs,M,23,187,1733,M,857480,EUR,913939200,M,10,10,False,34.0,30.0,2.0,1.0,4.0,4.0,28.0,38.0,2.0,,,,77.0,51.0,7.8,14.0,0.272148,4,,1.0,8.0,,,4.0,1.0,1.0,1.0,,2.0,2.0,,,,,1.0,,0.1294,0.0793,3.0,2.0,1.0,1.0,,,,,3.0,2.0,,,,
11388434,home,Feyenoord,Mats Wieffer,,,mats-wieffer,M. Wieffer,M,27,188,2174,M,959628,EUR,942710400,M,20,20,False,56.0,51.0,6.0,4.0,23.0,24.0,28.0,32.0,4.0,,,,90.0,76.0,7.0,8.0,0.0658226,0,,,,1.0,1.0,9.0,7.0,2.0,,,,,,,3.0,2.0,2.0,2.0,,,1.0,,1.0,1.0,,,,5.0,1.0,,,,,
11388434,home,Feyenoord,Quinten Timber,,,quinten-timber,Q. Timber,M,27,177,8611,M,959805,EUR,992736000,M,8,8,False,40.0,33.0,1.0,,10.0,11.0,23.0,29.0,7.0,,,,90.0,66.0,7.8,14.0,0.109978,4,,,,,,3.0,7.0,,,,1.0,1.0,,,4.0,1.0,3.0,2.0,0.2803,0.4063,1.0,,3.0,1.0,2.0,1.0,,,1.0,,,,,
11388434,home,Feyenoord,Yankuba Minteh,,,minteh-yankuba,Y. Minteh,M,11,180,7047,M,1400106,EUR,1090454400,F,19,19,False,23.0,15.0,,,1.0,3.0,14.0,23.0,5.0,,,,76.0,51.0,10.0,17.0,0.583334,3,,1.0,3.0,2.0,,7.0,10.0,,3.0,1.0,,3.0,,,4.0,3.0,2.0,1.0,0.545,2.0715,3.0,,6.0,5.0,,2.0,,2.0,3.0,,minteh01,,,
11388434,home,Feyenoord,Santiago Giménez,,,santiago-gimenez,S. Giménez,F,7,182,32499,M,892141,EUR,987552000,F,29,29,False,7.0,3.0,,,,,3.0,7.0,3.0,,,,77.0,22.0,6.8,9.0,0.0150163,4,,1.0,,2.0,,5.0,3.0,,1.0,2.0,2.0,2.0,,,,,3.0,3.0,0.5756,0.8377,1.0,,1.0,,,,,1.0,1.0,1.0,sant.gimenez,,,
