match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_sofascoreId,captain,stat_outfielderBlock,stat_fouls,stat_dispossessed,stat_onTargetScoringAttempt,stat_penaltyWon,stat_goals,stat_accurateCross,stat_goalAssist,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_penaltyConceded,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated
10389848,home,RC Strasbourg,Matz Sels,matz-sels,M. Sels,G,26,188.0,2413,M,78152,EUR,699062400,G,1,1,False,19.0,11.0,16.0,9.0,2.0,3.0,9.0,16.0,1.0,5.0,1.0,90.0,25.0,6.3,8.0,0.0,0.0,0.00226414,0,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Frédéric Guilbert,frederic-guilbert,F. Guilbert,D,,178.0,402,M,372430,EUR,788227200,D,32,32,False,34.0,29.0,1.0,,13.0,14.0,16.0,23.0,,11.0,,90.0,67.0,6.8,17.0,0.0334,0.0,0.00961857,1,,,,3.0,2.0,1.0,5.0,9.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Lucas Perrin,lucas-perrin,L. Perrin,D,4,187.0,210,M,941077,EUR,911433600,D,5,5,False,40.0,33.0,10.0,5.0,17.0,18.0,16.0,22.0,2.0,4.0,,90.0,54.0,7.4,8.0,0.0,0.0,0.173287,0,,,,,2.0,1.0,2.0,7.0,,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182.0,4730,M,289977,EUR,776390400,D,24,24,False,41.0,30.0,9.0,3.0,23.0,29.0,7.0,12.0,8.0,6.0,,90.0,57.0,7.3,12.0,0.0173,0.0,0.00154801,1,,,,,2.0,8.0,5.0,9.0,,1.0,,1.0,2.0,1.0,1.0,,,,alex_djiku,True,3.0,3.0,,,,,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183.0,1100,M,1049517,EUR,1059004800,D,29,29,False,39.0,32.0,5.0,2.0,18.0,21.0,14.0,18.0,4.0,3.0,,90.0,48.0,6.5,7.0,0.0,0.0,0.00558319,0,,Ismael Doukoure,,,2.0,1.0,4.0,2.0,2.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Eduard Sobol,eduard-sobol,E. Sobol,D,23,186.0,579,M,186017,EUR,798336000,D,77,77,False,25.0,17.0,7.0,3.0,12.0,14.0,5.0,11.0,4.0,2.0,,90.0,46.0,7.0,10.0,0.011,0.0,0.0437144,1,,,,,,2.0,3.0,8.0,,1.0,1.0,1.0,1.0,3.0,2.0,,2.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170.0,28999,M,845273,EUR,898905600,M,17,17,False,22.0,18.0,1.0,,7.0,7.0,11.0,20.0,1.0,3.0,,63.0,41.0,6.9,13.0,0.0414,0.1304,0.0127629,1,,,,5.0,,2.0,7.0,7.0,,3.0,1.0,,,1.0,1.0,,3.0,,,,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Jean-Eudes Aholou,jean-eudes-aholou,J. Aholou,M,6,187.0,438,M,156004,EUR,764121600,M,6,6,False,30.0,24.0,4.0,2.0,7.0,8.0,17.0,22.0,,7.0,,57.0,43.0,6.9,11.0,0.0,0.0,0.0117522,0,,,,,,3.0,2.0,6.0,,,,,,2.0,1.0,4.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182.0,499,M,250133,EUR,777168000,M,8,8,False,29.0,20.0,2.0,,10.0,11.0,10.0,20.0,,4.0,,90.0,40.0,6.8,13.0,0.0,0.0,0.103409,0,,,,2.0,2.0,2.0,6.0,5.0,4.0,,,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Lebo Mothiba,lebo-mothiba,L. Mothiba,F,35,182.0,464,M,845084,EUR,822787200,F,12,12,False,13.0,11.0,,,4.0,5.0,7.0,9.0,,2.0,,62.0,30.0,7.1,7.0,0.1958,0.4505,0.00420063,2,,,,1.0,3.0,1.0,5.0,6.0,,1.0,1.0,,1.0,,,4.0,4.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Kévin Gameiro,kevin-gameiro,K. Gameiro,F,9,172.0,598,M,3504,EUR,547516800,F,9,9,False,23.0,19.0,1.0,1.0,5.0,5.0,14.0,18.0,,1.0,,75.0,28.0,7.1,5.0,0.9052,0.905,0.0145792,2,,,,,1.0,,3.0,,1.0,,,1.0,,,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Sanjin Prcić,sanjin-prcic,S. Prcić,M,,182.0,171,M,94822,EUR,753753600,M,14,14,True,12.0,11.0,1.0,,7.0,7.0,5.0,8.0,1.0,1.0,,33.0,20.0,6.8,3.0,0.0,0.0,0.0199656,0,,,,3.0,,,1.0,1.0,,1.0,1.0,,2.0,,,,,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,
10389848,home,RC Strasbourg,Habib Diarra,habib-diarra,H. Diarra,M,19,179.0,12696,M,1128532,EUR,1073088000,M,19,19,True,8.0,5.0,,,1.0,2.0,4.0,6.0,,2.0,,28.0,17.0,7.5,5.0,0.2684,0.3041,0.0160678,2,,Habib,Diarra,,,1.0,2.0,6.0,1.0,3.0,3.0,1.0,,1.0,1.0,2.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Ibrahima Sissoko,ibrahima-sissoko,I. Sissoko,M,28,193.0,1228,M,829093,EUR,877910400,M,27,27,True,13.0,8.0,,,5.0,5.0,3.0,8.0,,3.0,,27.0,16.0,6.8,5.0,0.0,0.0,0.0213419,0,,,,,2.0,2.0,3.0,3.0,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,
10389848,home,RC Strasbourg,Yuito Suzuki,yuito-suzuki,Y. Suzuki,F,14,175.0,2203,M,1020422,EUR,1003968000,M,18,18,True,5.0,4.0,,,2.0,2.0,2.0,3.0,,,,15.0,11.0,7.6,2.0,0.1362,0.109,0.0247489,2,,,,,,1.0,,4.0,,3.0,3.0,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Robin Risser,robin-risser,R. Risser,G,40,193.0,833,M,1387161,EUR,1101945600,G,40,40,True,,,,,,,,,,,,,,,,,0.0,,0,,Robin Risser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Maxime Le Marchand,maxime-le-marchand,M. Le Marchand,D,23,184.0,46,,55052,EUR,624067200,D,23,23,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Colin Dagba,dagba-colin,C. Dagba,D,2,168.0,499,M,941300,EUR,905299200,D,2,2,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Thomas Delaine,thomas-delaine,T. Delaine,M,,180.0,116,M,153218,EUR,701395200,D,3,3,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389848,home,RC Strasbourg,Nordine Kandil,nordine-kandil,N. Kandil,M,10,165.0,381,M,1137670,EUR,1004400000,M,34,34,True,,,,,,,,,,,,,,,,,0.0,,0,,Nordine Kandil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389848,away,Ajaccio,Benjamin Leroy,benjamin-leroy,B. Leroy,G,16,184.0,45,M,80392,EUR,607910400,G,1,1,False,30.0,21.0,16.0,7.0,17.0,18.0,4.0,12.0,4.0,12.0,1.0,90.0,43.0,6.5,9.0,0.0,0.0,0.00060133,0,-1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,4.0,4.0,,,,,
10389848,away,Ajaccio,Ismaël Diallo,ismael-diallo,I. Diallo,D,5,177.0,979,M,359208,EUR,854496000,D,3,3,False,46.0,35.0,5.0,4.0,23.0,24.0,12.0,23.0,,1.0,,90.0,72.0,6.7,19.0,0.0,0.0,0.0101533,0,,,,1.0,3.0,1.0,7.0,4.0,,3.0,2.0,,1.0,,,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,1.0,,,,
10389848,away,Ajaccio,Oumar Gonzalez,oumar-gonzalez,O. Gonzalez,D,21,186.0,314,M,842744,EUR,888364800,D,25,25,False,62.0,55.0,4.0,2.0,41.0,45.0,14.0,17.0,3.0,10.0,,90.0,75.0,6.1,8.0,0.0,0.0,0.00332956,0,,,,,1.0,3.0,8.0,5.0,2.0,,,,4.0,1.0,1.0,1.0,1.0,,,,,5.0,,,,,,,,,,,,,,1.0,,,
10389848,away,Ajaccio,Cedric Avinel,cedric-avinel,C. Avinel,D,,183.0,14,M,23568,EUR,526780800,D,21,21,False,56.0,47.0,6.0,2.0,43.0,48.0,4.0,8.0,4.0,6.0,,90.0,64.0,6.5,9.0,0.0,0.0,0.00310674,0,,,,,,6.0,2.0,6.0,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
10389848,away,Ajaccio,Youssouf Koné,youssouf-kone,Y. Koné,D,,174.0,242,M,333243,EUR,804902400,D,99,99,False,50.0,41.0,8.0,6.0,31.0,34.0,10.0,19.0,2.0,4.0,,90.0,75.0,6.3,14.0,0.0,0.0,0.00229566,0,,,,3.0,3.0,1.0,8.0,10.0,,4.0,3.0,,1.0,2.0,2.0,1.0,4.0,,,,,4.0,,,,,,,,,,,,,,,,,
10389848,away,Ajaccio,Mathieu Coutadeur,mathieu-coutadeur,M. Coutadeur,M,,170.0,9,M,16655,EUR,511660800,M,6,6,False,41.0,32.0,5.0,3.0,23.0,24.0,9.0,17.0,,1.0,,66.0,44.0,6.4,10.0,0.0,0.0,0.0056402,0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,True,,,1.0,,,,,,,,,,,,,,,,
10389848,away,Ajaccio,Thomas Mangani,thomas-mangani,T. Mangani,M,,183.0,41,M,14142,EUR,546652800,M,23,23,False,79.0,64.0,14.0,10.0,39.0,44.0,25.0,38.0,,6.0,,90.0,93.0,6.9,18.0,0.0955,0.0,0.106035,2,,,,3.0,4.0,,8.0,4.0,4.0,,,2.0,,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
