match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,captain,stat_aerialWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_totalCross,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,stat_fouls,player_sofascoreId,stat_accurateCross,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox
11401892,home,Feyenoord,Justin Bijlow,bijlow-justin,J. Bijlow,G,16,190.0,1386,M,556696,EUR,885427200,G,1,1,False,25.0,24.0,4.0,3.0,23.0,23.0,1.0,2.0,2.0,11.0,3.0,1.0,1.0,3.0,3.0,90.0,39.0,7.4,2.0,0.00045995,0,0.2797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401892,home,Feyenoord,Bart Nieuwkoop,bart-nieuwkoop,B. Nieuwkoop,D,2,180.0,338,M,797279,EUR,826156800,D,2,2,False,40.0,35.0,3.0,,21.0,24.0,14.0,16.0,1.0,3.0,,,,,,80.0,60.0,6.9,6.0,0.00958935,1,,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.1329,2.0,,,,,,,,,,,,,,,,,,,,,,
11401892,home,Feyenoord,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185.0,2489,M,856739,EUR,963878400,D,4,4,False,62.0,62.0,5.0,5.0,35.0,35.0,27.0,27.0,,9.0,,,,,,90.0,74.0,8.2,2.0,0.026203,1,,,,1.0,2.0,5.0,,,2.0,,,0.9881,,True,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0.948,,,,,,,,,,,,,
11401892,home,Feyenoord,Dávid Hancko,david-hancko,D. Hancko,D,17,188.0,4795,M,807771,EUR,881971200,D,33,33,False,66.0,58.0,11.0,7.0,38.0,41.0,20.0,25.0,4.0,8.0,,,,,,90.0,74.0,7.5,8.0,0.203628,0,,,,1.0,1.0,5.0,,,,1.0,1.0,,1.0,,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,
11401892,home,Feyenoord,Quilindschy Hartman,quilindschy-hartman,Q. Hartman,D,3,183.0,1253,M,1392044,EUR,1005696000,D,5,5,False,68.0,58.0,7.0,4.0,34.0,37.0,24.0,34.0,,9.0,,,,,,90.0,91.0,7.4,20.0,0.0957003,0,,,,,3.0,7.0,,,,6.0,2.0,,,,1.0,1.0,,,,2.0,,,2.0,,3.0,,,,,,,,,,
11401892,home,Feyenoord,Calvin Stengs,calvin-stengs,C. Stengs,M,23,187.0,1733,M,857480,EUR,913939200,M,10,10,False,35.0,29.0,,,10.0,10.0,19.0,28.0,,5.0,,,,,,66.0,55.0,9.2,15.0,0.507749,2,,,,,5.0,7.0,,,,1.0,,0.1596,2.0,,,2.0,1.0,1.0,,1.0,1.0,0.3975,8.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,
11401892,home,Feyenoord,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188.0,2174,M,959628,EUR,942710400,M,20,20,False,56.0,49.0,6.0,4.0,25.0,30.0,24.0,26.0,,9.0,,,,,,90.0,75.0,7.4,12.0,0.0302154,1,,,,1.0,8.0,6.0,4.0,,2.0,3.0,2.0,0.0432,3.0,,2.0,2.0,,,,2.0,1.0,,,,,,1.0,1.0,,,1.0,,,,
11401892,home,Feyenoord,Quinten Timber,quinten-timber,Q. Timber,M,27,177.0,8611,M,959805,EUR,992736000,M,8,8,False,45.0,40.0,2.0,1.0,8.0,9.0,32.0,36.0,,6.0,,,,,,90.0,60.0,8.5,9.0,0.667247,1,,,,,3.0,6.0,,1.0,,5.0,5.0,0.0875,6.0,,,1.0,,,,3.0,,,1.0,1.0,,1.0,,,,,3.0,,,,
11401892,home,Feyenoord,Yankuba Minteh,minteh-yankuba,Y. Minteh,M,11,180.0,7047,M,1400106,EUR,1090454400,F,19,19,False,25.0,18.0,2.0,1.0,4.0,6.0,15.0,23.0,,2.0,,,,,,74.0,46.0,7.4,16.0,0.0830474,6,,,,1.0,3.0,5.0,,1.0,,1.0,1.0,0.4896,1.0,,1.0,1.0,2.0,,,4.0,,0.4205,3.0,3.0,4.0,,,3.0,,1.0,1.0,minteh01,1.0,1.0,
11401892,home,Feyenoord,Santiago Giménez,santiago-gimenez,S. Giménez,F,7,182.0,32499,M,892141,EUR,987552000,F,29,29,False,11.0,8.0,,,,,8.0,11.0,,,,,,,,66.0,25.0,8.2,9.0,0.795565,3,,,,,3.0,1.0,1.0,1.0,,,,0.4916,2.0,,,1.0,1.0,1.0,,3.0,1.0,0.704,1.0,,,1.0,1.0,1.0,,1.0,,sant.gimenez,,,
11401892,home,Feyenoord,Igor Paixão,igor-paixao,I. Paixão,F,14,168.0,12525,M,981815,EUR,962150400,F,14,14,False,13.0,10.0,,,3.0,4.0,7.0,13.0,,1.0,,,,,,66.0,28.0,6.9,9.0,0.0086563,3,,,,1.0,5.0,5.0,2.0,,,,,0.1227,,,1.0,1.0,1.0,,,,2.0,0.0343,3.0,2.0,4.0,,,2.0,,,,,,,
