match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_goalAssist,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalOffside
10385458,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,17.0,7.0,10.0,7.0,7.0,10.0,1.0,1.0,4.0,1.0,90.0,22.0,6.3,10.0,0.0,0.0,4.306e-05,0,-0.4974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385458,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,74.0,59.0,12.0,25.0,28.0,57.0,2.0,6.0,10.0,,90.0,100.0,7.6,22.0,0.0,0.0,0.21784,0,,True,7.0,38.0,11.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,
10385458,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,68.0,49.0,10.0,31.0,40.0,28.0,7.0,8.0,4.0,,90.0,82.0,6.5,21.0,0.3079,0.0,0.0159548,2,,,5.0,18.0,,,1.0,4.0,1.0,,3.0,1.0,,,,,2.0,1.0,2.0,3.0,,,,,,,,,,,
10385458,home,Newcastle United,Sven Botman,,,sven-botman,S. Botman,D,4,193,3377,M,,910046,EUR,947635200,D,4,4,False,61.0,55.0,8.0,40.0,40.0,21.0,1.0,3.0,9.0,,90.0,76.0,7.5,6.0,0.0332,0.0,0.00420565,1,,,4.0,15.0,,,,1.0,,,7.0,1.0,1.0,1.0,1.0,,,,1.0,3.0,2.0,,,,,,,,,,
10385458,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,67.0,48.0,7.0,24.0,31.0,37.0,8.0,10.0,4.0,,90.0,90.0,7.3,21.0,0.0,0.0,0.0255136,0,,,2.0,24.0,1.0,,3.0,4.0,,1.0,7.0,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,
10385458,home,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2651,M,,888550,EUR,935107200,M,28,28,False,47.0,42.0,1.0,14.0,15.0,33.0,,3.0,4.0,,81.0,60.0,6.3,11.0,0.0,0.0,0.0306524,0,,,,28.0,1.0,,,7.0,2.0,,,2.0,1.0,,2.0,,1.0,,,1.0,,3.0,1.0,2.0,,,,,,,
10385458,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,False,70.0,62.0,7.0,25.0,26.0,46.0,,3.0,5.0,,90.0,78.0,7.1,12.0,0.0,0.0,0.308515,0,,,4.0,37.0,2.0,,2.0,5.0,2.0,1.0,,,,2.0,,1.0,,,,,,2.0,1.0,1.0,1.0,,,,,,
10385458,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,M,7,7,False,58.0,47.0,2.0,20.0,24.0,34.0,1.0,8.0,13.0,,90.0,86.0,6.6,19.0,0.0,0.0,0.0446889,0,,,1.0,27.0,,,3.0,12.0,,,2.0,3.0,2.0,2.0,4.0,,5.0,,,1.0,1.0,3.0,2.0,2.0,,,,,,,
10385458,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8461,M,miguel_almiron,333373,EUR,760838400,F,24,24,False,42.0,38.0,1.0,8.0,8.0,34.0,,,5.0,,81.0,51.0,6.5,7.0,0.0,0.0,0.0545525,0,,,1.0,30.0,,,,3.0,,,1.0,,,,1.0,,2.0,,,,,,,1.0,,,,,,,
10385458,home,Newcastle United,Callum Wilson,,,callum-wilson,C. Wilson,F,9,180,3241,M,,113956,EUR,699148800,F,9,9,False,8.0,8.0,,5.0,5.0,3.0,,,2.0,,90.0,20.0,6.7,6.0,0.5052,0.7215,0.00074426,3,,,,3.0,,,4.0,8.0,,,,,,,1.0,1.0,2.0,1.0,,,,1.0,,3.0,,2.0,1.0,1.0,,,
10385458,home,Newcastle United,Allan Saint-Maximin,,,allan-saint-maximin,A. Saint-Maximin,F,9,173,12573,M,st_maximin,347010,EUR,858124800,F,10,10,False,20.0,13.0,2.0,5.0,7.0,15.0,,5.0,2.0,,69.0,34.0,6.9,13.0,0.0778,0.0,0.0294483,1,,,2.0,8.0,2.0,,,2.0,,,,3.0,1.0,1.0,,,1.0,,,,,2.0,1.0,2.0,,,1.0,,,,
10385458,home,Newcastle United,Anthony Gordon,,,gordon-anthony,A. Gordon,F,10,183,15696,M,AGordon,914902,EUR,982972800,F,8,8,True,11.0,10.0,,,,11.0,,1.0,,,21.0,15.0,6.8,2.0,0.0815,0.0,0.179188,1,,,,10.0,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,
10385458,home,Newcastle United,Elliot Anderson,,,elliot-anderson,E. Anderson,M,8,179,7705,M,,994546,EUR,1036540800,M,32,32,True,11.0,9.0,,,,11.0,,,1.0,,9.0,11.0,6.6,2.0,0.0,0.0,0.00381826,0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385458,home,Newcastle United,Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,176,3564,M,,372336,EUR,793584000,M,23,23,True,3.0,2.0,,1.0,1.0,3.0,,3.0,1.0,,9.0,7.0,6.8,2.0,0.0,0.0,0.0051039,0,,,,1.0,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10385458,home,Newcastle United,Martin Dúbravka,,,martin-dubravka,M. Dúbravka,G,1,190,3081,M,,42209,EUR,600825600,G,1,1,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385458,home,Newcastle United,Jamaal Lascelles,,,jamaal-lascelles,J. Lascelles,D,24,188,1036,M,,153444,EUR,752976000,D,6,6,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385458,home,Newcastle United,Paul Dummett,,,paul-dummett,P. Dummett,D,,183,154,M,,185995,EUR,685843200,D,3,3,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385458,home,Newcastle United,Jamal Lewis,,,jamal-lewis,J. Lewis,D,18,178,948,M,,891803,EUR,885686400,D,12,12,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385458,home,Newcastle United,Ryan Fraser,,,ryan-fraser,R. Fraser,M,7,163,555,M,,138261,EUR,762048000,M,21,21,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385458,home,Newcastle United,Matt Ritchie,,,matt-ritchie,M. Ritchie,M,30,173,303,M,,42699,EUR,621388800,M,11,11,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385458,away,West Ham United,Łukasz Fabiański,,,lukasz-fabianski,Ł. Fabiański,G,22,190,3777,M,lukasz.fabianski,15479,EUR,482630400,G,1,1,False,30.0,6.0,30.0,2.0,4.0,26.0,,,8.0,3.0,90.0,35.0,6.3,25.0,0.0,0.0,0.00250244,0,-0.2785,,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
10385458,away,West Ham United,Thilo Kehrer,,,thilo-kehrer,T. Kehrer,D,5,186,1925,M,,281277,EUR,843264000,D,24,24,False,10.0,10.0,,8.0,8.0,2.0,,1.0,1.0,,45.0,17.0,6.3,3.0,0.0,0.0,0.00127249,0,,,,2.0,,,,2.0,,,,1.0,1.0,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,
10385458,away,West Ham United,Angelo Ogbonna,,,angelo-ogbonna,A. Ogbonna,D,,191,389,M,,21164,EUR,580348800,D,21,21,False,26.0,20.0,4.0,19.0,21.0,5.0,1.0,2.0,5.0,,90.0,33.0,6.7,6.0,0.0,0.0,0.00048394,0,,,3.0,1.0,,,2.0,2.0,,,3.0,1.0,,,,,,,,2.0,,,,,,,,,,,
10385458,away,West Ham United,Nayef Aguerd,,,nayef-aguerd,N. Aguerd,D,20,188,25735,M,nayefaguard,877102,EUR,828144000,D,27,27,False,33.0,25.0,9.0,18.0,20.0,13.0,3.0,6.0,2.0,,90.0,50.0,7.2,9.0,0.2724,0.0,0.0183753,2,,,5.0,7.0,,,1.0,2.0,,,5.0,3.0,3.0,,1.0,,,1.0,2.0,2.0,1.0,,,1.0,,,,,,,
