match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_fouls,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_totalCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_dispossessed,stat_goals,stat_accurateCross,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_totalOffside
11369855,home,Oud-Heverlee Leuven,Maxence Prévot,maxence-prevot,M. Prévot,G,16,184,55,M,785520,EUR,860544000,G,16,16,False,38.0,32.0,11.0,5.0,31.0,33.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,90.0,48.0,6.3,6.0,0.0,0.0,0.00181236,0,-0.7286,,,,,,,,,,,,,,,,,,,,,,,,,,
11369855,home,Oud-Heverlee Leuven,Joel Schingtienne,schingtienne-joel,J. Schingtienne,D,3,188,255,M,1388438,EUR,1029283200,D,23,23,False,33.0,31.0,1.0,1.0,18.0,19.0,13.0,14.0,3.0,4.0,2.0,1.0,,4.0,,,,90.0,43.0,6.6,3.0,0.0,0.0,0.00435426,0,,Joel Schingtienne,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
11369855,home,Oud-Heverlee Leuven,Ewoud Pletinckx,ewoud-pletinckx,E. Pletinckx,D,28,190,193,M,949101,EUR,971136000,D,28,28,False,36.0,32.0,5.0,1.0,27.0,27.0,5.0,9.0,2.0,1.0,,,,5.0,,,,90.0,43.0,6.5,4.0,0.0,0.0,0.00224669,0,,,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
11369855,home,Oud-Heverlee Leuven,Florian Miguel,florian-miguel,F. Miguel,D,12,179,53,M,777067,EUR,841536000,D,18,18,False,50.0,40.0,7.0,3.0,33.0,37.0,7.0,13.0,2.0,2.0,,,,7.0,,,,86.0,63.0,6.9,11.0,0.0,0.0,0.00254385,0,,,,,3.0,3.0,3.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11369855,home,Oud-Heverlee Leuven,Richie Sagrado,richie-sagrado,R. Sagrado,M,20,182,282,M,1198069,EUR,1075420800,M,52,52,False,5.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,,2.0,1.0,2.0,,,,45.0,14.0,6.7,2.0,0.0,0.0,0.00197007,0,,Richie Sagrado,,,,,2.0,,1.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,
11369855,home,Oud-Heverlee Leuven,Siebe Schrijvers,siebe-schrijvers,S. Schrijvers,M,8,178,212,M,190413,EUR,837648000,M,8,8,False,53.0,43.0,7.0,3.0,20.0,23.0,23.0,31.0,3.0,9.0,1.0,2.0,2.0,6.0,,,,90.0,74.0,7.7,12.0,0.0453,0.2052,0.0184572,3,,,,2.0,3.0,2.0,2.0,,2.0,,,,2.0,1.0,3.0,True,1.0,1.0,2.0,,,,,,,,
11369855,home,Oud-Heverlee Leuven,Joren Dom,joren-dom,J. Dom,D,,177,26,M,804233,EUR,628300800,M,6,6,False,36.0,26.0,3.0,1.0,17.0,25.0,9.0,11.0,1.0,3.0,1.0,,,4.0,,,,80.0,46.0,6.9,10.0,0.3774,0.0,0.00552599,3,,,,1.0,,,2.0,,,,,,,,2.0,,,2.0,,1.0,,,,,,,
11369855,home,Oud-Heverlee Leuven,Hamza Mendyl,hamza-mendyl,H. Mendyl,D,37,179,703,M,846447,EUR,877392000,M,20,20,False,30.0,22.0,2.0,2.0,9.0,13.0,13.0,18.0,4.0,5.0,,4.0,2.0,3.0,,,,90.0,51.0,7.4,12.0,0.5026,0.9438,0.0347419,1,,,,3.0,1.0,,,,,,2.0,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,
11369855,home,Oud-Heverlee Leuven,Youssef Maziz,youssef-maziz,Y. Maziz,M,10,175,445,M,862821,EUR,898646400,F,88,88,False,42.0,35.0,4.0,2.0,16.0,16.0,21.0,33.0,7.0,2.0,1.0,4.0,1.0,5.0,,,,90.0,63.0,7.1,18.0,0.0246,0.0,0.122005,1,,,,,1.0,,,,,,3.0,1.0,,1.0,1.0,,7.0,,,1.0,2.0,,2.0,1.0,,,
11369855,home,Oud-Heverlee Leuven,Jón Dagur Þórsteinsson,jon-dagur-thorsteinsson,J. D. Þórsteinsson,F,16,177,285,M,862449,EUR,912038400,F,7,7,False,43.0,32.0,5.0,,5.0,6.0,27.0,39.0,5.0,6.0,1.0,3.0,1.0,8.0,,,,87.0,59.0,6.9,18.0,0.1798,0.2038,0.226242,1,,,,,,,,,3.0,1.0,1.0,,1.0,1.0,2.0,,2.0,,1.0,,1.0,,,1.0,1.0,1.0,
