match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_interceptionWon,stat_aerialLost,stat_outfielderBlock,stat_lastManTackle,stat_challengeLost,captain,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_goals,stat_errorLeadToAShot,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded
10385644,home,Arsenal,Marquinhos,Marquinhos,,marquinhos,Marquinhos,M,7,175,4095,M,_marquinhos011,1116954,EUR,1049673600,F,27,27,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385644,away,Liverpool,Alisson,,,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,35.0,28.0,16.0,9.0,25.0,26.0,3.0,9.0,2.0,,,2.0,14.0,4.0,4.0,90.0,53.0,6.7,7.0,0.0,0.0,0.00233035,0,0.00090000000000012,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,
10385644,away,Liverpool,Trent Alexander-Arnold,,,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,22.0,15.0,5.0,1.0,7.0,8.0,9.0,16.0,1.0,,,,2.0,,,45.0,37.0,6.2,11.0,0.0,0.0,0.0217146,0,,2.0,,2.0,,,1.0,,1.0,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,
10385644,away,Liverpool,Joël Matip,,,joel-matip,J. Matip,D,,195,3362,M,joelmatip,51501,EUR,681609600,D,32,32,False,46.0,42.0,4.0,2.0,30.0,32.0,12.0,14.0,2.0,,,6.0,3.0,,,69.0,58.0,6.3,7.0,0.0,0.0,0.00594616,0,,,1.0,2.0,,,1.0,,1.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,
10385644,away,Liverpool,Virgil van Dijk,,,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,74.0,65.0,11.0,5.0,42.0,42.0,23.0,32.0,,,,4.0,3.0,,,90.0,86.0,6.6,9.0,0.014,0.0,0.00639987,1,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,
10385644,away,Liverpool,Konstantinos Tsimikas,,,konstantinos-tsimikas,K. Tsimikas,D,12,178,16200,M,TK21,786259,EUR,831859200,D,21,21,False,44.0,36.0,3.0,1.0,19.0,25.0,17.0,24.0,3.0,,,2.0,4.0,,,90.0,73.0,6.4,20.0,0.0,0.0,0.0101016,0,,5.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,
10385644,away,Liverpool,Jordan Henderson,,,jordan-henderson,J. Henderson,M,6,183,6378,M,jordanhenderson,42694,EUR,645580800,M,14,14,False,60.0,48.0,3.0,2.0,20.0,22.0,28.0,38.0,2.0,,,1.0,6.0,,,90.0,70.0,6.6,15.0,0.0718,0.0,0.0392534,1,,,,3.0,2.0,,,1.0,,1.0,1.0,,,True,,1.0,,,1.0,1.0,1.0,,,,,,,,,,
10385644,away,Liverpool,Thiago Alcântara,,,thiago-alcantara,Thiago,M,,174,8236,M,thiago6,53825,EUR,671328000,M,6,6,False,67.0,53.0,10.0,5.0,26.0,31.0,27.0,36.0,8.0,,,,3.0,,,90.0,79.0,6.1,17.0,0.0,0.0,0.0217482,0,,,3.0,4.0,2.0,1.0,3.0,1.0,2.0,,,,1.0,,,2.0,,,,,,,,,,1.0,,,,,1.0
10385644,away,Liverpool,Mohamed Salah,,,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,M,11,11,False,19.0,17.0,,,8.0,9.0,9.0,10.0,2.0,3.0,2.0,,2.0,,,69.0,27.0,6.5,5.0,0.0584,0.0,0.0168689,1,,,,4.0,,,,,,1.0,,,,,,2.0,,,,,1.0,,1.0,,,,,,,,
10385644,away,Liverpool,Diogo Jota,,,diogo-jota,D. Jota,F,,178,31287,M,DiogoJ18,606164,EUR,849657600,M,20,20,False,27.0,16.0,1.0,,5.0,9.0,11.0,19.0,8.0,3.0,2.0,,3.0,,,81.0,41.0,7.0,17.0,0.0,0.0,0.201492,0,,1.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,,3.0,1.0,,,1.0,,,,,,,
10385644,away,Liverpool,Luis Díaz,,,luis-diaz,L. Díaz,F,14,178,142017,M,LuisDíaz,883537,EUR,853113600,M,23,23,False,12.0,10.0,1.0,1.0,5.0,5.0,5.0,7.0,1.0,2.0,,,1.0,,,42.0,19.0,6.3,6.0,0.0,0.0,0.318998,0,,,,7.0,,,1.0,3.0,,1.0,,,,,1.0,2.0,1.0,,,,1.0,,,,,,,,,,
10385644,away,Liverpool,Darwin Núñez,,,darwin-nunez,D. Núñez,F,7,188,70760,M,Darwin,924871,EUR,930182400,F,27,27,False,10.0,7.0,,,2.0,2.0,5.0,9.0,2.0,,,1.0,1.0,,,90.0,20.0,7.0,7.0,0.5959,0.3227,0.0128876,3,,1.0,2.0,7.0,,,,2.0,,3.0,,,1.0,,,2.0,,2.0,1.0,1.0,,,,5.0,1.0,,,,,,
10385644,away,Liverpool,Roberto Firmino,,,roberto-firmino,R. Firmino,M,9,181,31054,M,BobbyFirmino,143697,EUR,686361600,F,9,9,True,29.0,23.0,1.0,1.0,6.0,6.0,17.0,25.0,1.0,,,,1.0,,,48.0,36.0,7.2,10.0,0.3438,0.6219,0.0362022,1,,2.0,,4.0,1.0,1.0,,,,3.0,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,
10385644,away,Liverpool,Joe Gomez,,,joe-gomez,J. Gomez,D,2,188,14125,M,joegomez5,318927,EUR,864345600,D,2,2,True,14.0,12.0,1.0,1.0,5.0,7.0,7.0,8.0,4.0,,,2.0,1.0,,,45.0,34.0,6.9,7.0,0.0,0.0,0.00490586,0,,1.0,,1.0,4.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10385644,away,Liverpool,Ibrahima Konaté,,,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,True,11.0,9.0,,,5.0,7.0,4.0,4.0,,,,,2.0,,,21.0,12.0,6.2,2.0,0.0,0.0,0.00322889,0,,,,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
10385644,away,Liverpool,Fabinho,,,fabinho,Fabinho,M,8,187,9273,M,Fabinho,243585,EUR,751334400,M,3,3,True,11.0,9.0,,,4.0,5.0,5.0,6.0,2.0,1.0,,1.0,1.0,,,21.0,16.0,6.3,3.0,0.0,0.0,0.00334634,0,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385644,away,Liverpool,Harvey Elliott,,,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,M,19,19,True,7.0,5.0,,,,1.0,5.0,6.0,1.0,,,,,,,9.0,9.0,6.5,2.0,0.0458,0.0,0.0330028,1,,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
10385644,away,Liverpool,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,188,9953,M,caoimhinkelleher98,827362,EUR,911779200,G,62,62,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385644,away,Liverpool,Nathaniel Phillips,,,nathaniel-phillips,N. Phillips,D,3,190,2174,M,,920393,EUR,858902400,D,47,47,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385644,away,Liverpool,James Milner,,,james-milner,J. Milner,M,20,175,3367,M,,791,EUR,505180800,M,7,7,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385644,away,Liverpool,Fabio Carvalho,,,fabio-carvalho,F. Carvalho,F,14,170,4025,M,_fabio.10,991604,EUR,1030665600,M,28,28,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
