match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_unsuccessfulTouch,captain,stat_onTargetScoringAttempt,stat_totalOffside,player_firstName,player_lastName,stat_goals,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
10411776,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,lukaszskorupski28,44906,EUR,673401600,G,28,28,False,21.0,14.0,11.0,4.0,14.0,14.0,7.0,1.0,1.0,9.0,1.0,3.0,4.0,90.0,37.0,7.1,8.0,0.0,0.0,7.193e-05,0,-0.3946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411776,home,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188,1364,M,,355486,EUR,863568000,D,3,3,False,33.0,21.0,6.0,2.0,13.0,16.0,19.0,1.0,9.0,5.0,,,,90.0,71.0,7.6,16.0,0.0582,0.0,0.288579,1,,1.0,9.0,2.0,1.0,11.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,8.0,5.0,2.0,4.0,2.0,,,,,,,,,,,,
10411776,home,Bologna,Adama Soumaoro,adama-soumaoro,A. Soumaoro,D,,187,123,M,,158573,EUR,708825600,D,5,5,False,46.0,42.0,1.0,,36.0,37.0,9.0,,1.0,4.0,,,,90.0,51.0,6.8,4.0,0.0,0.0,0.00240181,0,,,6.0,,,3.0,,,,,,,2.0,,,3.0,2.0,,1.0,,,,,,,,,,,,,
10411776,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,,818481,EUR,898819200,D,26,26,False,57.0,52.0,6.0,4.0,36.0,38.0,19.0,1.0,1.0,6.0,,,,90.0,75.0,7.4,8.0,0.0,0.0,0.00508221,0,,,16.0,,,3.0,,,,,,,6.0,2.0,3.0,1.0,,1.0,,,1.0,3.0,,,,,,,,,,
10411776,home,Bologna,Georgios Kyriakopoulos,georgios-kyriakopoulos,G. Kyriakopoulos,M,77,186,878,M,,377302,EUR,823478400,D,77,77,False,44.0,32.0,6.0,2.0,16.0,22.0,24.0,2.0,4.0,5.0,,,,90.0,62.0,6.5,14.0,0.0,0.0,0.0702445,0,,,17.0,2.0,1.0,3.0,2.0,,1.0,1.0,,,3.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,
10411776,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181,1972,M,,907152,EUR,935452800,M,19,19,False,53.0,47.0,3.0,2.0,27.0,27.0,27.0,1.0,4.0,3.0,,,,90.0,72.0,7.0,11.0,0.0,0.0,0.0394486,0,,,20.0,1.0,,7.0,,2.0,,,,,4.0,1.0,,3.0,2.0,3.0,1.0,,1.0,2.0,,,,,,,,,,
10411776,home,Bologna,Jerdy Schouten,jerdy-schouten,J. Schouten,M,22,185,1247,M,,844234,EUR,853027200,M,30,30,False,37.0,32.0,1.0,,25.0,28.0,9.0,2.0,5.0,2.0,,,,85.0,54.0,6.8,10.0,0.0,0.0,0.00316464,0,,,7.0,,,9.0,,2.0,2.0,2.0,,,2.0,,,3.0,2.0,3.0,1.0,,1.0,3.0,,,,,,,,,,
10411776,home,Bologna,Nicolás Domínguez,nicolas-dominguez,N. Domínguez,M,16,179,3183,M,,871765,EUR,898992000,M,8,8,False,49.0,39.0,1.0,1.0,17.0,21.0,28.0,,4.0,5.0,,,,90.0,66.0,7.0,12.0,0.0232,0.0303,0.0120695,1,,,22.0,,,8.0,2.0,1.0,,,,,4.0,,2.0,2.0,2.0,2.0,1.0,,4.0,1.0,True,1.0,1.0,,,,,,,
10411776,home,Bologna,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182,1236,M,,850891,EUR,852508800,F,20,20,False,21.0,16.0,,,9.0,11.0,10.0,3.0,9.0,1.0,,,,73.0,31.0,6.2,11.0,0.0321,0.0,0.0102734,1,,,7.0,,,2.0,2.0,2.0,2.0,,,1.0,,,,,,1.0,,,1.0,2.0,,,,,,,,,,
10411776,home,Bologna,Nicola Sansone,nicola-sansone,N. Sansone,F,,175,193,M,,100580,EUR,684460800,F,10,10,False,10.0,9.0,,,5.0,5.0,5.0,,3.0,2.0,,,,57.0,16.0,7.0,4.0,0.4198,0.7831,0.00772455,1,,,4.0,,,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,,,2.0,,1.0,,Nicola,Sansone,1.0,,,,
