match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_bigChanceCreated,stat_keyPass,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_dispossessed,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_errorLeadToAGoal,stat_punches,stat_totalOffside,stat_hitWoodwork
14062156,home,1. FSV Mainz 05,Phillip Tietz,tietz-phillip,P. Tietz,F,20,190,467,M,822340,EUR,868406400,F,20,20,False,28.0,15.0,,,1.0,5.0,6.0,10.0,22.0,2.0,4.0,,,,,89.0,50.0,5.9,20.0,0.260559,23.838905092088,5.0,-1.785,1.26,,3,,-0.84,0.05,-0.05,,,,6.0,8.0,13.0,11.0,1.0,,1.0,,4.0,2.0,,,2.0,1.0,,,2.0,0.3042,0.0462,-0.64,,2.0,,2.0,2.0,,2.0,,,,,,,
14062156,home,1. FSV Mainz 05,Kacper Potulski,kacper-potulski,K. Potulski,D,48,195,1268,M,1548910,EUR,1192752000,D,48,48,True,12.0,11.0,,,0.0,6.0,7.0,5.0,5.0,7.0,1.0,,,,,56.0,27.0,6.6,1.0,0.0255652,13.523885651308,3.0,7.875,4.41,,1,,0.17,0.0,-0.05,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,1.0,1.0,,0.0315,,-0.23,,,,,1.0,,,,Kacper Potulski,,,,,
14062156,home,1. FSV Mainz 05,Paul Nebel,paul-nebel,P. Nebel,F,8,169,1155,M,980621,EUR,1034208000,M,8,8,True,8.0,3.0,,,0.0,2.0,3.0,1.0,5.0,2.0,2.0,,,,,31.0,22.0,6.1,10.0,0.00039154,14.791674178402,1.0,13.755,13.755,,1,,-0.11,0.1,-0.01,,1.0,,1.0,,4.0,1.0,,,1.0,,1.0,,14.791674178402,1.0,,,,2.0,1.0,0.0979,,-0.3,,,,,1.0,,2.0,,,,,,,
14062156,home,1. FSV Mainz 05,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,380,M,848458,EUR,900633600,F,9,9,True,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,,1.0,,,,,1.0,2.0,,1.0,0.00028901,28.884447588719,2.0,28.455,24.465,,0,,,,,,,,,,,,,,,,,,24.492295951993,1.0,,,,,,,,,,,,,,,,,,,,,,
14062156,home,1. FSV Mainz 05,Lennard Maloney,lennard-maloney,L. Maloney,M,15,187,256,M,893962,EUR,939340800,M,15,15,True,4.0,3.0,1.0,,0.0,1.0,1.0,2.0,3.0,,,,,,,1.0,5.0,,1.0,0.00071399,10.009752419566,2.0,8.19,4.725,,0,,,,,,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062156,home,1. FSV Mainz 05,Lasse Riess,lasse-riess,L. Riess,G,1,191,83,M,1069252,EUR,996192000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062156,home,1. FSV Mainz 05,Sota Kawasaki,sota-kawasaki,S. Kawasaki,M,24,171,441,M,1028306,EUR,996451200,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062156,home,1. FSV Mainz 05,William Bøving,william-boving,W. Bøving,M,14,176,768,M,1021075,EUR,1046476800,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062156,home,1. FSV Mainz 05,Fabio Moreno Fell,fabio-moreno-fell,F. M. Fell,F,36,189,80,M,1065051,EUR,960076800,F,36,36,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fabio Moreno Fell,,,,,
14062156,home,1. FSV Mainz 05,Ben Justus Bobzien,ben-justus-bobzien,B. J. Bobzen,F,20,174,165,M,1134525,EUR,1051574400,F,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062156,away,1. FC Heidenheim,Diant Ramaj,ramaj-diant,D. Ramaj,G,41,189,935,M,981562,EUR,1000857600,G,41,41,False,53.0,35.0,29.0,11.0,0.0,28.0,30.0,7.0,23.0,3.0,7.0,3.0,4.0,2.0,1.0,90.0,64.0,6.2,18.0,0.00613352,107.40466378082,18.0,70.98,13.02,0.1662,0,0.3265,0.19,0.03,-0.53,0.19,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
14062156,away,1. FC Heidenheim,Haktab Omar Traore,haktab-omar-traore,H. O. Traore,D,23,184,112,M,920022,EUR,886550400,D,23,23,False,60.0,42.0,10.0,2.0,0.0,25.0,27.0,17.0,33.0,2.0,4.0,,,,,90.0,108.0,6.3,31.0,0.0365242,163.17916080941,18.0,78.54,29.505,,1,,-0.09,0.12,-0.32,,5.0,,3.0,2.0,4.0,8.0,1.0,1.0,2.0,2.0,2.0,3.0,55.351943769988,2.0,,,,1.0,,0.0295,,-0.08,,2.0,,,1.0,,1.0,,,,,,1.0,
14062156,away,1. FC Heidenheim,Patrick Mainka,patrick-mainka,P. Mainka,D,6,194,320,M,254429,EUR,784080000,D,6,6,False,53.0,44.0,3.0,1.0,0.0,30.0,36.0,14.0,17.0,16.0,3.0,,,,,90.0,82.0,7.8,10.0,0.00385701,98.49855503409,16.0,42.945,16.38,,0,,0.02,0.05,0.47,,,,6.0,13.0,6.0,17.0,,,3.0,2.0,,1.0,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,
14062156,away,1. FC Heidenheim,Benedikt Gimber,benedikt-gimber,B. Gimber,D,5,185,137,M,798936,EUR,856310400,D,5,5,False,56.0,49.0,5.0,1.0,0.0,38.0,40.0,11.0,16.0,5.0,3.0,,,,,90.0,78.0,6.1,9.0,0.0276882,160.92038468216,23.0,-8.4,8.19,,2,,0.13,0.03,-0.31,,1.0,1.0,4.0,,7.0,5.0,2.0,2.0,2.0,,2.0,1.0,,,,1.0,,2.0,3.0,0.0401,0.0407,-0.2,,,,,,,,1.0,,,,,,
14062156,away,1. FC Heidenheim,Jonas Föhrenbach,jonas-fohrenbach,J. Föhrenbach,D,19,185,79,M,311676,EUR,822614400,D,19,19,False,29.0,20.0,3.0,,0.0,9.0,12.0,11.0,17.0,3.0,2.0,,,,,81.0,47.0,6.1,11.0,0.0529619,116.02089000932,9.0,87.255,28.665,,0,,-0.03,0.04,-0.28,,1.0,,2.0,,3.0,3.0,,,2.0,2.0,,1.0,34.114282067779,1.0,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,
14062156,away,1. FC Heidenheim,Jan Schöppner,jan-schoppner,J. Schöppner,M,3,190,163,M,933707,EUR,929145600,M,3,3,False,26.0,16.0,3.0,2.0,0.0,8.0,13.0,8.0,13.0,,3.0,,,,,45.0,30.0,6.5,12.0,0.0136203,76.339281643756,10.0,4.2,10.815,,1,,0.09,0.08,-0.04,,,,2.0,3.0,3.0,3.0,,,,,1.0,,,,,,,,,0.0258,,-0.12,,,,,1.0,,1.0,,,,,,,
14062156,away,1. FC Heidenheim,Julian Niehues,julian-niehues,J. Niehues,M,16,195,115,M,1066042,EUR,987465600,M,16,16,False,54.0,43.0,5.0,1.0,0.0,32.0,38.0,11.0,16.0,1.0,3.0,,,,,75.0,65.0,6.3,13.0,0.00680387,125.02071962569,16.0,30.66,14.175,,0,,0.01,0.05,-0.45,,,,,2.0,1.0,6.0,1.0,1.0,3.0,3.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,
14062156,away,1. FC Heidenheim,Niklas Dorsch,dorsch-niklas,N. Dorsch,M,30,175,332,M,794995,EUR,884822400,M,30,30,False,53.0,47.0,4.0,3.0,0.0,26.0,28.0,21.0,25.0,1.0,6.0,,,,,90.0,63.0,6.7,10.0,0.0446174,177.41693958052,24.0,43.47,18.06,,0,,0.09,0.07,-0.05,,,,1.0,1.0,4.0,3.0,2.0,,2.0,1.0,2.0,,18.061152122719,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
14062156,away,1. FC Heidenheim,Arijon Ibrahimović,arijon-ibrahimovic,A. Ibrahimović,F,22,176,2950,M,1142248,EUR,1134259200,M,22,22,False,44.0,35.0,3.0,2.0,0.0,15.0,17.0,20.0,27.0,2.0,3.0,,,,,90.0,81.0,7.1,25.0,0.09983,262.69258494647,27.0,118.755,28.14,,4,,0.04,0.51,-0.13,,7.0,,2.0,1.0,6.0,7.0,4.0,1.0,3.0,2.0,3.0,2.0,108.61369259134,5.0,1.0,1.0,,2.0,,0.3519,0.3177,0.01,,2.0,,,,,,3.0,,,,,1.0,1.0
14062156,away,1. FC Heidenheim,Mikkel Kaufmann,mikkel-kaufmann,M. K. Sorensen,F,29,190,279,M,918437,EUR,978480000,F,29,29,False,12.0,9.0,1.0,,0.0,4.0,6.0,5.0,6.0,1.0,1.0,,,,,58.0,20.0,6.4,7.0,0.00659648,25.326859914886,4.0,-5.04,6.195,,1,,0.02,0.14,0.23,,,,6.0,2.0,8.0,3.0,1.0,,,,1.0,1.0,,,,,1.0,,,0.0276,,-0.25,,,,,1.0,,1.0,,,,,,,
14062156,away,1. FC Heidenheim,Marvin Pieringer,marvin-pieringer,M. Pieringer,F,18,189,327,M,909485,EUR,938995200,F,18,18,False,9.0,7.0,,,0.0,3.0,3.0,4.0,6.0,,1.0,,,,,58.0,22.0,6.2,6.0,0.00109497,27.565315599033,4.0,11.76,7.14,,2,,-0.07,0.12,-0.11,,,,3.0,1.0,7.0,4.0,3.0,2.0,,,3.0,1.0,,,1.0,1.0,,1.0,2.0,0.0863,0.0358,-0.29,,,,,1.0,,,,,,,,,
14062156,away,1. FC Heidenheim,Sirlord Conteh,sirlord-conteh,S. Conteh,F,31,178,175,M,800400,EUR,836870400,F,31,31,True,7.0,3.0,1.0,,0.0,2.0,4.0,1.0,3.0,,1.0,,,,,45.0,15.0,6.3,8.0,0.00036458,31.224100567472,4.0,-9.66,6.405,,1,,-0.11,0.01,-0.02,,1.0,,,,2.0,1.0,2.0,1.0,,,2.0,,,,,,,,1.0,0.0883,,-0.12,,,,,1.0,,,,,,,,,
14062156,away,1. FC Heidenheim,Adrian Beck,adrian-beck,A. Beck,M,21,186,112,M,845742,EUR,865814400,M,21,21,True,19.0,17.0,3.0,3.0,0.0,5.0,7.0,12.0,12.0,1.0,6.0,,,,,32.0,30.0,7.4,3.0,0.0346083,86.810344163301,12.0,33.285,15.015,,1,,0.21,0.24,0.2,,1.0,,,,1.0,5.0,1.0,1.0,3.0,3.0,,1.0,,,,,,,1.0,0.0927,,-0.06,,3.0,,,1.0,,,,,,,,,
14062156,away,1. FC Heidenheim,Stefan Schimmer,stefan-schimmer,S. Schimmer,F,9,185,103,M,842922,EUR,767491200,F,9,9,True,7.0,4.0,,,0.0,,1.0,4.0,6.0,,1.0,,,,,32.0,16.0,6.7,6.0,0.0229872,17.691708621022,2.0,13.545,8.4,,2,,-0.29,-0.13,-0.02,,1.0,,3.0,2.0,5.0,2.0,,,,,,,,,,1.0,,,1.0,0.8711,0.8864,0.31,,1.0,,,,1.0,1.0,1.0,,,,,,
14062156,away,1. FC Heidenheim,Mathias Honsak,mathias-honsak,M. Honsak,M,17,188,255,M,575952,EUR,851040000,F,17,17,True,7.0,5.0,1.0,,0.0,2.0,4.0,3.0,3.0,1.0,1.0,,,,,15.0,14.0,6.4,3.0,0.00314895,16.712809149435,2.0,-8.085,-3.99,,0,,-0.01,-0.14,-0.01,,1.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062156,away,1. FC Heidenheim,Yannik Wagner,yannik-wagner,Y. Wagner,F,38,182,48,M,2189165,EUR,1178668800,F,38,38,True,,,,,0.0,,,,,,,,,,,9.0,1.0,6.5,,,,,,,,0,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062156,away,1. FC Heidenheim,Frank Feller,frank-feller,F. Feller,G,40,183,76,M,1083359,EUR,1073433600,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Feller,,,,,
14062156,away,1. FC Heidenheim,Tim Siersleben,tim-siersleben,T. Siersleben,D,4,187,118,M,988252,EUR,952560000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062156,away,1. FC Heidenheim,Marnon Busch,marnon-busch,M. Busch,D,2,182,76,M,168861,EUR,786844800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062156,away,1. FC Heidenheim,Luca Kerber,luca-kerber,L. Kerber,M,20,180,120,M,1097453,EUR,1015718400,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
