match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_interceptionWon,stat_fouls,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_totalCross,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalOffside,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_blockedScoringAttempt
12448393,home,FC Utrecht,David Min,,,david-min,D. Min,F,9,194,359,M,966429,EUR,930096000,F,9,9,False,6.0,2.0,,,0.0,1.0,1.0,1.0,5.0,,,,57.0,17.0,6.6,8.0,0.00030925,0,,4.0,2.0,6.0,6.0,,,,1.0,1.0,,,,,,,2.0,,,1.0,1.0,,1.0,,,2.0,,,,,,,,
12448393,home,FC Utrecht,Can Bozdoğan,,,can-bozdogan,C. Bozdoğan,M,8,175,306,M,934249,EUR,986428800,M,8,8,True,24.0,16.0,1.0,,0.0,12.0,15.0,4.0,10.0,6.0,,,45.0,32.0,6.5,10.0,0.00227477,0,,,1.0,4.0,2.0,,,1.0,1.0,1.0,,1.0,4.0,,,,,,1.0,,,,,,,,,,,,,,,
12448393,home,FC Utrecht,Jens Toornstra,,,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,True,12.0,11.0,2.0,2.0,0.0,7.0,8.0,5.0,5.0,2.0,,,33.0,16.0,6.7,1.0,0.0181182,0,,,,1.0,1.0,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,
12448393,home,FC Utrecht,Noah Ohio,Noah Ohio,,noah-ohio,N. Ohio,F,39,185,960,M,1100456,EUR,1042675200,F,11,11,True,9.0,6.0,,,0.0,4.0,5.0,2.0,4.0,,,,33.0,12.0,6.5,5.0,0.0176675,0,,1.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,
12448393,home,FC Utrecht,Miguel Rodríguez,,,miguel-rodriguez,M. Rodríguez,M,22,179,648,M,1014118,EUR,1051574400,F,22,22,True,6.0,5.0,,,0.0,4.0,4.0,1.0,2.0,3.0,,,16.0,10.0,6.6,2.0,0.0148363,0,,,,2.0,2.0,1.0,,,,,,,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,
12448393,home,FC Utrecht,Michael Brouwer,,,michael-brouwer,M. Brouwer,G,25,187,75,M,252027,EUR,727574400,G,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448393,home,FC Utrecht,Tom de Graaff,Tom,de Graaff,tom-de-graaff,T. d. Graaff,G,16,193,177,M,1145525,EUR,1102636800,G,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448393,home,FC Utrecht,Matisse Didden,,,matisse-didden,M. Didden,D,40,198,170,M,996992,EUR,1002499200,D,40,40,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448393,home,FC Utrecht,Niklas Vesterlund,,,niklas-vesterlund,N. B. V. Nielsen,D,23,185,77,M,837010,EUR,928627200,D,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448393,home,FC Utrecht,Kolbeinn Finnsson,,,kolbeinn-finnsson,K. Finnsson,D,5,181,95,M,797522,EUR,935539200,D,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448393,home,FC Utrecht,Anthony Descotte,,,descotte-anthony,A. Descotte,F,99,179,246,M,1008697,EUR,1059868800,F,19,19,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448393,home,FC Utrecht,Adrian Blake,Adrian Blake,,blake-adrian,A. Blake,F,10,170,323,M,1214695,EUR,1121385600,F,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448393,home,FC Utrecht,Ole Romeny,,,ole-romeny,O. Romeny,F,11,185,13950,M,921948,EUR,961459200,F,77,77,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oleromeny,,,,,
12448393,away,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,588,M,253875,EUR,817948800,G,22,22,False,66.0,50.0,29.0,14.0,0.0,44.0,48.0,6.0,18.0,15.0,1.0,1.0,90.0,75.0,7.4,16.0,0.00241701,0,0.2472,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,1.0,,
12448393,away,Feyenoord,Givairo Read,,,givairo-read,G. Read,D,26,175,1865,M,1388535,EUR,1149206400,D,26,26,False,35.0,34.0,6.0,6.0,0.0,28.0,29.0,6.0,6.0,3.0,,,90.0,60.0,7.1,6.0,0.0688291,0,,,,3.0,5.0,1.0,,1.0,4.0,1.0,,1.0,,,,,1.0,,,2.0,,,1.0,,,,,1.0,,,,,,
12448393,away,Feyenoord,Thomas Beelen,,,thomas-beelen,T. Beelen,D,3,190,421,M,1127916,EUR,992217600,D,3,3,False,70.0,57.0,7.0,1.0,0.0,47.0,54.0,10.0,16.0,5.0,,,90.0,82.0,7.0,13.0,0.00467028,0,,1.0,5.0,4.0,7.0,1.0,,5.0,1.0,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,
12448393,away,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,74.0,65.0,9.0,1.0,0.0,41.0,43.0,24.0,31.0,1.0,,,90.0,86.0,7.1,9.0,0.0319045,1,,2.0,,3.0,2.0,1.0,1.0,5.0,2.0,2.0,0.0699,,,,,,,,,,,,,,,,,,,,,,,
12448393,away,Feyenoord,Hugo Bueno,,,hugo-bueno,H. Bueno,D,3,180,745,M,1013928,EUR,1032307200,D,16,16,False,33.0,33.0,1.0,1.0,1.0,18.0,18.0,16.0,18.0,1.0,,,78.0,51.0,7.8,4.0,0.64744,2,,3.0,,4.0,3.0,,1.0,1.0,,,0.0654,,,,,1.0,3.0,0.0581,3.0,1.0,,,1.0,,1.0,,2.0,2.0,,,,,,
12448393,away,Feyenoord,In-Beom Hwang,,,in-beom-hwang,I. Hwang,M,6,177,3392,M,889689,EUR,843177600,M,4,4,False,69.0,57.0,3.0,1.0,0.0,29.0,33.0,29.0,39.0,9.0,,,90.0,89.0,7.6,17.0,0.0945224,1,,4.0,1.0,7.0,8.0,1.0,,,5.0,4.0,0.035,2.0,,,,1.0,,0.1272,3.0,2.0,2.0,,1.0,,1.0,2.0,,1.0,Hwang,,,,,
12448393,away,Feyenoord,Quinten Timber,,,quinten-timber,Q. Timber,M,27,177,8611,M,959805,EUR,992736000,M,8,8,False,54.0,48.0,2.0,1.0,0.0,19.0,21.0,29.0,33.0,3.0,,,89.0,69.0,7.7,10.0,0.107902,2,,,1.0,5.0,7.0,1.0,1.0,1.0,2.0,1.0,0.0745,,4.0,True,,1.0,1.0,0.4615,,3.0,3.0,,4.0,,,,,2.0,,,,,1.0,
12448393,away,Feyenoord,Ibrahim Osman,Ibrahim Osman,,osman-ibrahim,I. Osman,F,17,177,2714,M,1471095,EUR,1101686400,M,38,38,False,8.0,4.0,,,0.0,,2.0,4.0,9.0,1.0,,,78.0,25.0,6.5,14.0,0.0189754,3,,,,6.0,3.0,2.0,1.0,,,,0.3491,1.0,,,1.0,1.0,1.0,0.1827,3.0,3.0,2.0,,3.0,,,3.0,,,,,,,,1.0
12448393,away,Feyenoord,Antoni Milambo,Antoni,Milambo,antoni-milambo,A. Milambo,M,17,179,1574,M,1126692,EUR,1112486400,M,27,27,False,26.0,19.0,1.0,,0.0,9.0,11.0,10.0,15.0,5.0,,,70.0,41.0,7.0,13.0,0.0696841,1,,,1.0,3.0,6.0,,,,2.0,2.0,0.1496,,,,,1.0,2.0,0.2492,,1.0,1.0,,3.0,,,3.0,,,,,,,,
12448393,away,Feyenoord,Igor Paixão,,,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,M,14,14,False,29.0,22.0,1.0,1.0,1.0,5.0,7.0,20.0,25.0,2.0,,,90.0,45.0,7.3,11.0,0.0962866,1,,4.0,,6.0,3.0,,,2.0,,,0.0211,,1.0,,,1.0,1.0,0.1941,3.0,3.0,2.0,,3.0,,3.0,,,3.0,,,,,,
12448393,away,Feyenoord,Julián Carranza,,,julian-carranza,J. Carranza,F,21,176,1418,M,895591,EUR,958953600,F,19,19,False,13.0,6.0,,,0.0,1.0,5.0,5.0,8.0,4.0,,,70.0,32.0,7.1,16.0,0.0430253,2,,2.0,4.0,8.0,5.0,,1.0,3.0,,,0.943,1.0,,,,1.0,1.0,0.9904,,2.0,,,3.0,,,4.0,,1.0,,,,,1.0,
12448393,away,Feyenoord,Ramiz Zerrouki,,,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,6,6,True,28.0,24.0,2.0,1.0,0.0,7.0,9.0,17.0,19.0,5.0,,,20.0,33.0,7.1,4.0,0.0467937,0,,,2.0,,3.0,,,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,rramizz_,,,,,
12448393,away,Feyenoord,Luka Ivanušec,,,luka-ivanusec,L. Ivanušec,F,18,175,3285,M,822462,EUR,912038400,F,17,17,True,10.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,9.0,,,,20.0,14.0,6.5,3.0,0.0136328,0,,,,3.0,1.0,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,LukaIvanusec,,,,,
12448393,away,Feyenoord,Gijs Smal,,,gijs-smal,G. Smal,D,5,183,339,M,860160,EUR,872985600,D,5,5,True,5.0,5.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,1.0,,,12.0,7.0,6.7,1.0,0.00335036,0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12448393,away,Feyenoord,Anis Hadj Moussa,,,anis-hadj-moussa,A. H. Moussa,F,23,176,22233,M,1218066,EUR,1013385600,F,23,23,True,8.0,8.0,,,0.0,3.0,3.0,5.0,5.0,1.0,,,12.0,11.0,6.4,2.0,0.00665225,0,,,,2.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,hadj.a20,,,,,
12448393,away,Feyenoord,Chris-Kévin Nadje,Chris-Kévin,Nadje,chris-kevin-nadje,C. Nadje,M,18,190,337,M,1528458,EUR,997747200,M,34,34,True,2.0,2.0,,,0.0,2.0,2.0,,,,,,1.0,6.0,,2.0,5.9e-06,0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,
12448393,away,Feyenoord,Plamen Andreev,,,plamen-andreev,P. Andreev,G,1,191,932,M,1122621,EUR,1103068800,G,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448393,away,Feyenoord,Justin Bijlow,,,bijlow-justin,J. Bijlow,G,16,190,1386,M,556696,EUR,885427200,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448393,away,Feyenoord,Jeyland Mitchell,,,jeyland-mitchell,J. Mitchell,D,2,187,1814,M,1099285,EUR,1096416000,D,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448393,away,Feyenoord,Facundo González,,,facundo-gonzalez,F. González,D,16,193,1259,M,1085103,EUR,1054857600,D,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448393,away,Feyenoord,Gernot Trauner,,,gernot-trauner,G. Trauner,D,18,183,610,M,121588,EUR,701481600,D,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448393,away,Feyenoord,Aymen Sliti,,,aymen-sliti,A. Sliti,M,32,175,961,M,1479467,EUR,1143158400,F,57,57,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
