match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_totalCross,stat_accurateCross,stat_hitWoodwork,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wonTackle,captain,stat_dispossessed,stat_goals,stat_totalOffside,player_sofascoreId,stat_punches
10388236,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,38.0,22.0,26.0,10.0,13.0,13.0,9.0,25.0,1.0,1.0,12.0,1.0,3.0,5.0,5.0,90.0,52.0,8.0,16.0,0.0,0.0,0.00733791,0,1.7043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388236,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,30.0,18.0,6.0,1.0,10.0,11.0,8.0,19.0,4.0,4.0,2.0,,,,,90.0,40.0,7.2,12.0,0.0,0.0,0.0166566,0,,,,2.0,3.0,6.0,2.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
10388236,home,1. FC Union Berlin,Robin Knoche,robin-knoche,R. Knoche,D,31,190,148,M,130433,EUR,706492800,D,31,31,False,37.0,31.0,6.0,3.0,23.0,26.0,8.0,11.0,2.0,1.0,5.0,1.0,,,,90.0,46.0,6.9,6.0,0.511,0.0,0.00746471,1,,,,1.0,1.0,4.0,3.0,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10388236,home,1. FC Union Berlin,Timo Baumgartl,timo-baumgartl,T. Baumgartl,D,32,190,150,M,280025,EUR,825897600,D,25,25,False,33.0,25.0,7.0,2.0,20.0,22.0,5.0,11.0,2.0,2.0,4.0,1.0,,,,86.0,42.0,6.0,8.0,0.0,0.0,0.0114158,0,,,,4.0,1.0,11.0,3.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
10388236,home,1. FC Union Berlin,Josip Juranović,josip-juranovic,J. Juranović,D,18,173,3077,M,791642,EUR,808531200,M,18,18,False,15.0,6.0,5.0,1.0,5.0,8.0,2.0,17.0,1.0,2.0,4.0,1.0,,,,90.0,42.0,6.7,24.0,0.0,0.0,0.0815875,0,,,,,,2.0,2.0,1.0,,,,1.0,,,,,10.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
10388236,home,1. FC Union Berlin,Paul Seguin,paul-seguin,P. Seguin,M,30,186,138,M,253687,EUR,796435200,M,14,14,False,29.0,18.0,4.0,,11.0,16.0,7.0,14.0,5.0,3.0,9.0,1.0,,,,90.0,52.0,7.0,15.0,0.1427,0.2709,0.00772312,5,,,,3.0,1.0,9.0,2.0,,4.0,2.0,3.0,,,,,3.0,1.0,,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,
10388236,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,17.0,14.0,1.0,1.0,9.0,11.0,5.0,6.0,2.0,3.0,5.0,1.0,,,,90.0,31.0,7.4,5.0,0.4831,0.8161,0.00360172,3,,,,2.0,1.0,5.0,1.0,1.0,2.0,,1.0,,,,,2.0,,,,,1.0,,,1.0,,,True,1.0,1.0,,,
10388236,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,23.0,17.0,4.0,2.0,4.0,6.0,13.0,17.0,10.0,3.0,6.0,3.0,,,,86.0,41.0,6.8,10.0,0.0237,0.0,0.0117626,1,,,,1.0,5.0,7.0,3.0,,,,2.0,,,,,1.0,,,,,2.0,3.0,3.0,,,,,1.0,,,,
10388236,home,1. FC Union Berlin,Niko Giesselmann,niko-giesselmann,N. Giesselmann,D,,179,73,M,123915,EUR,685843200,M,23,23,False,24.0,14.0,8.0,4.0,4.0,6.0,11.0,21.0,5.0,3.0,4.0,2.0,,,,76.0,46.0,7.4,17.0,0.0366,0.0,0.0923069,1,,,,,2.0,1.0,1.0,,2.0,2.0,,1.0,,,,1.0,3.0,1.0,,,1.0,,,,,1.0,,,,,,
10388236,home,1. FC Union Berlin,Sheraldo Becker,sheraldo-becker,S. Becker,F,23,180,1505,M,352544,EUR,792288000,F,27,27,False,13.0,11.0,2.0,2.0,4.0,4.0,7.0,11.0,5.0,1.0,3.0,1.0,,,,76.0,28.0,6.8,9.0,0.1306,0.0,0.0247052,2,,,,2.0,1.0,7.0,1.0,,,1.0,3.0,,,,,1.0,2.0,,,,4.0,3.0,2.0,,1.0,,,,,1.0,,
10388236,home,1. FC Union Berlin,Jordan Siebatcheu,jordan-siebatcheu,J. Siebatcheu,F,29,190,661,M,788786,EUR,830476800,F,45,45,False,11.0,3.0,,,,,3.0,11.0,8.0,1.0,1.0,,,,,67.0,17.0,7.1,11.0,0.1008,0.0,0.0299717,1,,,,3.0,8.0,6.0,,,,,1.0,2.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,
10388236,home,1. FC Union Berlin,Kevin Behrens,kevin-behrens,K. Behrens,F,91,184,493,M,164171,EUR,665539200,F,17,17,True,8.0,4.0,1.0,,1.0,1.0,3.0,7.0,3.0,,,1.0,,,,23.0,13.0,7.3,4.0,0.0936,0.1963,0.00183582,1,,,,4.0,1.0,6.0,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,
10388236,home,1. FC Union Berlin,Jérôme Roussillon,jerome-roussillon,J. Roussillon,D,21,175,187,M,146500,EUR,726278400,D,26,26,True,5.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,,,,,14.0,12.0,6.6,,0.0,0.0,0.00470216,0,,,,1.0,,3.0,,,1.0,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
10388236,home,1. FC Union Berlin,Jamie Leweling,leweling-jamie,J. Leweling,M,18,184,1954,M,990201,EUR,983145600,F,40,40,True,3.0,2.0,,,,,2.0,4.0,3.0,,1.0,2.0,,,,14.0,11.0,6.5,5.0,0.0,0.0,0.00159207,0,,,,,,,,,,1.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,
10388236,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,True,1.0,,,,,,,1.0,,1.0,,,,,,9.0,2.0,6.5,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388236,home,1. FC Union Berlin,Miloš Pantović,milos-pantovic,M. Pantović,M,27,180,79,M,352610,EUR,836697600,M,32,32,True,2.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,9.0,3.0,6.5,1.0,0.0,0.0,6.07e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
