match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_possessionLostCtrl,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_keyPass,stat_unsuccessfulTouch,stat_dispossessed,stat_lastManTackle,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,captain,stat_penaltyMiss,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_penaltyWon,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_errorLeadToAGoal,stat_penaltyConceded
12530807,home,Fenerbahçe,İrfan Can Eğribayat,irfan-can-egribayat,İ. C. Eğribayat,G,71,193,1983,M,594618,EUR,891216000,G,1,1,False,16.0,16.0,3.0,3.0,0.0,14.0,14.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,1.0,90.0,22.0,6.6,0.00037644,0,-0.6924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530807,home,Fenerbahçe,Çağlar Söyüncü,caglar-soyuncu,Ç. Söyüncü,D,4,187,4168,M,758608,EUR,832809600,D,4,4,False,87.0,80.0,9.0,5.0,0.0,45.0,45.0,35.0,42.0,2.0,6.0,6.0,4.0,,,90.0,102.0,7.4,0.023558,0,,soyuncu_caglar,3.0,3.0,1.0,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530807,home,Fenerbahçe,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4708,M,289977,EUR,776390400,D,6,6,False,113.0,104.0,4.0,3.0,0.0,68.0,72.0,36.0,41.0,7.0,11.0,4.0,9.0,,,90.0,128.0,7.6,0.0132174,1,,alex_djiku,4.0,3.0,2.0,,9.0,,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.1381,,,,,,,,,,,,,,,,,,,,,,,,,
12530807,home,Fenerbahçe,Levent Mercan,munir-levent-mercan,L. Mercan,D,22,176,1693,M,1085938,EUR,976406400,D,22,22,False,72.0,65.0,5.0,3.0,0.0,39.0,40.0,28.0,35.0,1.0,3.0,4.0,6.0,,,90.0,83.0,7.2,0.245205,0,,,,2.0,2.0,,8.0,,,,1.0,,,,,1.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12530807,home,Fenerbahçe,Bright Osayi-Samuel,bright-osayi-samuel,B. Osayi-Samuel,D,26,175,5509,M,791616,EUR,883526400,M,21,21,False,30.0,25.0,1.0,1.0,0.0,11.0,11.0,14.0,21.0,2.0,7.0,,5.0,,,70.0,44.0,6.8,0.0126509,1,,,,2.0,1.0,3.0,10.0,,,2.0,5.0,,2.0,,1.0,1.0,0.0574,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
12530807,home,Fenerbahçe,Sofyan Amrabat,sofyan-amrabat,S. Amrabat,M,34,183,27456,M,359272,EUR,840585600,M,34,34,False,87.0,81.0,12.0,10.0,0.0,38.0,40.0,43.0,47.0,,4.0,,9.0,,,90.0,96.0,7.1,0.0567048,0,,sofyanamrabat,,3.0,1.0,,8.0,,,,5.0,2.0,1.0,1.0,,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12530807,home,Fenerbahçe,Fred,fred,Fred,M,7,169,11619,M,243623,EUR,731289600,M,13,13,False,80.0,69.0,6.0,4.0,0.0,26.0,28.0,44.0,53.0,1.0,3.0,,4.0,,,90.0,94.0,7.7,0.351099,2,,fred08,1.0,1.0,1.0,1.0,15.0,,,1.0,1.0,,,,,,0.1506,1.0,1.0,2.0,3.0,,,1.0,1.0,2.0,0.1538,,,,,,,,,,,,,,,
12530807,home,Fenerbahçe,Filip Kostić,filip-kostic,F. Kostić,M,18,184,7055,M,126588,EUR,720576000,M,18,18,False,38.0,36.0,1.0,1.0,0.0,10.0,10.0,31.0,44.0,,3.0,,4.0,,,90.0,73.0,7.0,0.334933,2,,filipkostic,1.0,2.0,1.0,,19.0,,,,3.0,2.0,2.0,1.0,1.0,,0.7805,16.0,5.0,3.0,2.0,,,,2.0,1.0,0.8502,1.0,,,,,,,,,,,,,,
12530807,home,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181,12216,M,38560,EUR,595987200,F,10,10,False,57.0,45.0,4.0,2.0,0.0,14.0,16.0,35.0,49.0,1.0,1.0,1.0,6.0,,,76.0,71.0,7.6,0.524644,0,,dusantadic,,,,,18.0,,,1.0,2.0,,,,,1.0,,8.0,4.0,2.0,2.0,,,1.0,,,,2.0,,,,,,,,,,,,,,
12530807,home,Fenerbahçe,Edin Džeko,edin-dzeko,E. Džeko,F,10,193,23278,M,14990,EUR,511401600,F,9,9,False,39.0,30.0,3.0,3.0,1.0,7.0,8.0,25.0,33.0,,3.0,,4.0,,,90.0,59.0,8.0,0.938815,4,,EDzeko,,2.0,1.0,1.0,13.0,,,2.0,6.0,1.0,2.0,,3.0,,0.2198,2.0,2.0,6.0,1.0,1.0,,4.0,1.0,1.0,0.0376,1.0,True,1.0,,,,,,,,,,,,
