match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_totalClearance,stat_penaltyConceded,stat_fouls,stat_unsuccessfulTouch,stat_totalContest,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wonContest,stat_bigChanceCreated,stat_goals,stat_goalAssist,captain,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltyWon,stat_hitWoodwork
11725189,home,Al-Ittihad,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,187,197,M,118159,EUR,538358400,G,1,1,False,29.0,18.0,24.0,13.0,7.0,9.0,11.0,20.0,9.0,1.0,2.0,3.0,1.0,1.0,90.0,38.0,6.5,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11725189,home,Al-Ittihad,Marwan Alsahafi,alsahafi-marwan,M. Alsahafi,F,179,1132,M,1474689,EUR,1076976000,D,17,17,False,33.0,24.0,2.0,2.0,11.0,13.0,13.0,21.0,5.0,,,,,,90.0,51.0,6.0,11.0,1,9,1.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11725189,home,Al-Ittihad,Fabinho,fabinho,Fabinho,M,187,9249,M,243585,EUR,751334400,D,8,8,False,12.0,12.0,,,11.0,11.0,1.0,1.0,3.0,,,,,,66.0,23.0,5.6,,1,8,,1.0,4.0,4.0,,1.0,1.0,3.0,2.0,,,,,Fabinho,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,,
11725189,home,Al-Ittihad,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,179,398,M,847235,EUR,712627200,D,15,15,False,30.0,26.0,3.0,,23.0,23.0,3.0,7.0,3.0,,,,,,90.0,42.0,6.2,5.0,0,15,,3.0,1.0,5.0,1.0,,1.0,1.0,1.0,1.0,,,,,,6.0,,,,,,,,,,,,,,,,,
11725189,home,Al-Ittihad,Zakaria Hawsawi,zakaria-al-hawsawi,Z. Hawsawi,D,175,153,M,1398854,EUR,979171200,D,12,12,False,13.0,7.0,1.0,,5.0,7.0,2.0,6.0,6.0,,,,,,70.0,22.0,5.9,9.0,0,2,,1.0,5.0,2.0,3.0,,,1.0,1.0,,,Zakaria Al Hawsawi,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
11725189,home,Al-Ittihad,N'Golo Kanté,ngolo-kante,N. Kanté,M,169,44806,M,234148,EUR,670204800,M,7,7,False,51.0,46.0,1.0,1.0,20.0,22.0,26.0,30.0,7.0,,,,,,90.0,64.0,6.7,7.0,0,17,1.0,2.0,4.0,5.0,2.0,,2.0,3.0,2.0,,1.0,,,nglkante,,1.0,,2.0,,,,,,,,,,,,,,,
11725189,home,Al-Ittihad,Faisal Al-Ghamdi,al-ghamdi-faisal,F. A. Ghamdi,M,185,951,M,966452,EUR,997660800,M,16,16,False,30.0,23.0,1.0,1.0,13.0,16.0,10.0,14.0,6.0,,,,,,90.0,42.0,6.2,11.0,0,16,,,2.0,5.0,,,2.0,2.0,,3.0,,Faisal,Al-Ghamdi,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,
11725189,home,Al-Ittihad,Romarinho,romarinho,Romarinho,M,176,1742,M,797619,EUR,660960000,M,90,90,False,26.0,25.0,,,11.0,11.0,15.0,16.0,5.0,,,,,,90.0,44.0,6.2,7.0,2,,1.0,,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,2.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,
11725189,home,Al-Ittihad,Abderrazak Hamdallah,abderrazak-hamdallah,A. Hamdallah,F,182,11081,M,826961,EUR,661392000,M,99,99,False,27.0,20.0,1.0,1.0,5.0,5.0,15.0,22.0,2.0,,,,,,86.0,53.0,8.9,17.0,4,9,,4.0,10.0,12.0,1.0,1.0,,,,5.0,2.0,,,abderrazak_hamdallah,3.0,1.0,,,3.0,6.0,,4.0,1.0,3.0,4.0,2.0,2.0,,,,,,
11725189,home,Al-Ittihad,Igor Coronado,igor-coronado,I. Coronado,M,170,5336,M,152098,EUR,714096000,M,10,10,False,21.0,14.0,,,4.0,6.0,13.0,21.0,3.0,,,,,,70.0,40.0,7.3,18.0,0,77,6.0,,6.0,3.0,,,2.0,,,2.0,4.0,,,igor_coronado,,,,1.0,3.0,3.0,3.0,3.0,,,1.0,2.0,,1.0,,,,,
11725189,home,Al-Ittihad,Karim Benzema,karim-benzema,K. Benzema,F,184,194410,M,3306,EUR,566870400,F,9,9,False,27.0,22.0,,,6.0,6.0,16.0,21.0,1.0,,,,,,90.0,36.0,6.5,8.0,2,90,,,5.0,3.0,,1.0,,1.0,,1.0,1.0,,,KBenz9,,1.0,1.0,2.0,,2.0,,2.0,1.0,1.0,1.0,,,1.0,True,3.0,,,
11725189,home,Al-Ittihad,Sultan Farhan,sultan-farhan,S. Farhan,M,180,54,M,908619,EUR,843609600,M,6,6,True,12.0,10.0,,,10.0,11.0,,1.0,1.0,,,,,,20.0,14.0,6.5,2.0,0,5,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11725189,home,Al-Ittihad,Abdulrahman Alobud,abdulrahman-alobud,A. Alobud,M,174,531,M,872275,EUR,801964800,F,24,24,True,13.0,8.0,3.0,1.0,4.0,6.0,4.0,7.0,2.0,,,,,,20.0,17.0,6.3,7.0,0,24,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
