match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_possessionLostCtrl,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_wonTackle,player_firstName,player_lastName,stat_wonContest,stat_totalOffside,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
11396258,home,Borussia M'gladbach,Jordan Siebatcheu,jordan-siebatcheu,J. Siebatcheu,F,29,190,661,M,788786,EUR,830476800,F,13,13,False,10.0,8.0,3.0,3.0,1.0,1.0,,,,,,90.0,17.0,6.5,0.792583,1,,1.0,1.0,,5.0,7.0,,,1.0,6.0,3.0,,,,,2.0,2.0,4.0,1.0,2.0,1.0,,,4.0,0.157,,,,,2.0,,,,,,1.0,,
11396258,home,Borussia M'gladbach,Stefan Lainer,stefan-lainer,S. Lainer,D,22,176,447,M,113920,EUR,714873600,D,18,18,True,20.0,16.0,7.0,8.0,2.0,,,,,,,28.0,31.0,6.7,0.191868,0,,1.0,1.0,1.0,10.0,14.0,2.0,1.0,,1.0,2.0,,,,1.0,2.0,1.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11396258,home,Borussia M'gladbach,Robin Hack,robin-hack,R. Hack,M,25,176,520,M,876858,EUR,904176000,M,25,25,True,3.0,2.0,1.0,2.0,1.0,2.0,,,,,,20.0,13.0,8.6,0.00185146,3,,1.0,,,1.0,3.0,2.0,,1.0,3.0,1.0,,1.0,,,,,4.0,,1.0,1.0,,1.0,1.0,0.312,,,,,,,2.0,,2.0,0.8954,,,
11396258,home,Borussia M'gladbach,Rocco Reitz,rocco-reitz,R. Reitz,M,27,175,1025,M,1048650,EUR,1022630400,M,27,27,True,11.0,9.0,2.0,3.0,,2.0,,,,,,20.0,16.0,7.0,0.0758878,0,,1.0,,,7.0,8.0,,,,,3.0,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,
11396258,home,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,True,16.0,14.0,9.0,9.0,,1.0,,,,,,18.0,21.0,6.7,0.152588,0,,1.0,,,5.0,7.0,,,1.0,2.0,3.0,,,,1.0,,1.0,2.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,
11396258,home,Borussia M'gladbach,Jan Olschowsky,jan-olschowsky,J. Olschowsky,G,23,182,143,M,972510,EUR,1006041600,G,41,41,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396258,home,Borussia M'gladbach,Marvin Friedrich,marvin-friedrich,M. Friedrich,D,5,193,161,M,254449,EUR,818812800,D,5,5,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396258,home,Borussia M'gladbach,Christoph Kramer,christoph-kramer,C. Kramer,M,,191,168,M,110967,EUR,666921600,M,23,23,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396258,home,Borussia M'gladbach,Grant-Leon Ranos,grant-leon-ranos,G. Ranos,F,25,180,1271,M,1130950,EUR,1058659200,F,28,28,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Grant-Leon Ranos,,,,,,,,,,,
11396258,home,Borussia M'gladbach,Patrick Herrmann,patrick-herrmann,P. Herrmann,F,,179,113,M,103289,EUR,666316800,F,7,7,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396258,away,1. FC Köln,Marvin Schwäbe,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,1,1,False,34.0,25.0,23.0,25.0,,2.0,,1.0,2.0,2.0,,90.0,40.0,6.3,0.00046763,0,-0.9833,12.0,3.0,,2.0,9.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,
11396258,away,1. FC Köln,Rasmus Carstensen,rasmus-carstensen,R. Carstensen,D,29,187,193,M,988203,EUR,973814400,D,18,18,False,34.0,30.0,15.0,18.0,4.0,8.0,,,,,,90.0,61.0,6.6,0.013736,0,,1.0,,,15.0,17.0,1.0,,1.0,5.0,4.0,,2.0,1.0,2.0,1.0,1.0,11.0,1.0,1.0,,,,1.0,,2.0,,,,,,,,,,,,
11396258,away,1. FC Köln,Timo Hübers,timo-hubers,T. Hübers,D,4,190,271,M,387220,EUR,837820800,D,4,4,False,48.0,40.0,32.0,35.0,5.0,,1.0,,,,,90.0,58.0,6.5,0.00349817,0,,1.0,,,8.0,13.0,,,5.0,3.0,5.0,1.0,,,,,1.0,8.0,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,
11396258,away,1. FC Köln,Jeff Chabot,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,39.0,29.0,21.0,26.0,3.0,3.0,,,,,,90.0,57.0,6.7,0.00744982,2,,9.0,3.0,,8.0,13.0,,,2.0,6.0,7.0,1.0,,2.0,2.0,1.0,3.0,13.0,1.0,1.0,2.0,1.0,1.0,2.0,0.03,2.0,,,,,,,,,,,,
11396258,away,1. FC Köln,Max Finkgräfe,finkgrafe-max,M. Finkgräfe,D,35,183,310,M,1146250,EUR,1080345600,D,35,35,False,25.0,17.0,7.0,10.0,3.0,4.0,,,,,,90.0,55.0,6.6,0.0200171,0,,3.0,2.0,,10.0,16.0,1.0,,,3.0,5.0,,,4.0,2.0,4.0,,17.0,1.0,,,1.0,1.0,2.0,,2.0,Max Finkgräfe,,3.0,,,,,,,,,
11396258,away,1. FC Köln,Denis Huseinbašić,denis-huseinbasic,D. Huseinbašić,M,8,184,959,M,1064842,EUR,994118400,M,8,8,False,44.0,37.0,19.0,20.0,2.0,5.0,,,,,,90.0,58.0,7.1,0.0901203,0,,3.0,1.0,1.0,18.0,25.0,1.0,,,6.0,7.0,1.0,,3.0,4.0,,2.0,10.0,1.0,2.0,,,,1.0,,3.0,,,1.0,,,,,,,,,
11396258,away,1. FC Köln,Eric Martel,martel-eric,E. Martel,M,6,186,936,M,988639,EUR,1020038400,M,6,6,False,37.0,33.0,19.0,22.0,2.0,1.0,,,,,,90.0,51.0,6.8,0.019862,1,,3.0,2.0,,14.0,16.0,1.0,,,2.0,4.0,1.0,,,3.0,1.0,1.0,6.0,,,,,1.0,1.0,0.0062,3.0,,,,,,,1.0,,,,,
11396258,away,1. FC Köln,Faride Alidou,alidou-faride,F. Alidou,F,10,186,307,M,994197,EUR,995414400,M,40,40,False,10.0,8.0,4.0,4.0,,1.0,,,,,,75.0,29.0,7.9,0.0155489,2,,,,,5.0,9.0,3.0,1.0,1.0,5.0,4.0,,1.0,2.0,,4.0,2.0,11.0,,1.0,,,1.0,2.0,0.1593,,,,1.0,,,2.0,,2.0,0.5311,,,
11396258,away,1. FC Köln,Florian Kainz,florian-kainz,F. Kainz,M,11,176,502,M,78781,EUR,719884800,M,11,11,False,19.0,14.0,5.0,5.0,,2.0,,,,,,75.0,33.0,7.5,0.515146,1,,3.0,,2.0,11.0,19.0,5.0,2.0,,3.0,1.0,,1.0,1.0,,2.0,1.0,12.0,4.0,1.0,,,,,0.0365,,,,,,True,1.0,,,0.2323,1.0,,
11396258,away,1. FC Köln,Linton Maina,linton-maina,L. Maina,M,37,173,490,M,921033,EUR,930096000,M,37,37,False,20.0,18.0,4.0,6.0,1.0,4.0,,,,,,65.0,29.0,6.5,0.253297,0,,2.0,1.0,,15.0,17.0,3.0,1.0,,3.0,1.0,,2.0,,,,1.0,6.0,,,,,,1.0,,,,,,,,,,,,,,
11396258,away,1. FC Köln,Sargis Adamyan,sargis-adamyan,S. Adamyan,F,22,184,434,M,129927,EUR,738115200,F,23,23,False,22.0,18.0,6.0,8.0,,7.0,,,,,,87.0,38.0,7.0,0.0570402,4,,1.0,1.0,,12.0,15.0,1.0,,3.0,7.0,7.0,1.0,2.0,,1.0,2.0,3.0,9.0,,3.0,1.0,,,1.0,0.2371,1.0,,,,1.0,,1.0,2.0,,0.0512,,,
11396258,away,1. FC Köln,Leart Paqarada,leart-paqarada,L. Paqarada,D,32,184,333,M,151581,EUR,781574400,D,17,17,True,6.0,4.0,1.0,2.0,1.0,,,,,,,25.0,17.0,6.0,0.0329532,1,,2.0,,,4.0,7.0,3.0,1.0,,3.0,,,,1.0,,,,5.0,1.0,,,,1.0,2.0,0.1203,,,,,,,,1.0,,,,,
11396258,away,1. FC Köln,Damion Downs,downs-damion,D. Downs,F,19,192,879,M,1146091,EUR,1089072000,F,42,42,True,5.0,1.0,,,,,,,,,,15.0,8.0,7.4,0.0355302,1,,,,,2.0,6.0,1.0,1.0,,,1.0,,,,1.0,,,4.0,,,,,,,0.0268,1.0,Damion Downs,,,,,1.0,,1.0,0.6941,,,
11396258,away,1. FC Köln,Davie Selke,davie-selke,D. Selke,F,9,195,1255,M,187437,EUR,790560000,F,27,27,True,3.0,2.0,,,1.0,,,,,,,15.0,7.0,6.5,0.00077888,0,,,,,2.0,4.0,1.0,,2.0,5.0,2.0,,1.0,,,1.0,,4.0,,3.0,,,,1.0,,,,,,,,,,,,,,
11396258,away,1. FC Köln,Steffen Tigges,steffen-tigges,S. Tigges,F,27,195,329,M,826884,EUR,901843200,F,21,21,True,1.0,1.0,,,,,,,,,,9.0,5.0,6.6,0.00034481,0,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,
11396258,away,1. FC Köln,Philipp Pentke,philipp-pentke,P. Pentke,G,,191,32,M,39918,EUR,483753600,G,20,20,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396258,away,1. FC Köln,Luca Kilian,kilian-luca,L. Kilian,D,15,190,102,M,855676,EUR,936144000,D,15,15,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396258,away,1. FC Köln,Dominique Heintz,dominique-heintz,D. Heintz,D,3,188,93,M,136922,EUR,745372800,D,3,3,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396258,away,1. FC Köln,Benno Schmitz,benno-schmitz,B. Schmitz,D,6,182,70,M,147775,EUR,785030400,D,2,2,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396258,away,1. FC Köln,Jacob Christensen,jacob-christensen,J. Christensen,M,14,180,165,M,918438,EUR,993427200,M,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
