match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_goalAssist,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,captain,player_sofascoreId,stat_goodHighClaim,stat_saves,stat_totalOffside
11406893,home,Udinese,Maduka Okoye,,,maduka-okoye,M. Okoye,G,40,197,2162,M,891656,EUR,935798400,G,40,40,False,16.0,15.0,9.0,8.0,9.0,10.0,6.0,6.0,2.0,1.0,2.0,90.0,19.0,6.3,1.0,0.00090126,0,-0.8586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406893,home,Udinese,João Ferreira,,,joao-ferreira,J. Ferreira,D,13,185,384,M,976401,EUR,985219200,D,13,13,False,58.0,42.0,12.0,4.0,28.0,36.0,15.0,23.0,2.0,8.0,,90.0,75.0,6.5,18.0,0.0274244,0,,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
11406893,home,Udinese,Nehuén Pérez,,,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,18,18,False,59.0,48.0,11.0,3.0,43.0,45.0,5.0,14.0,5.0,3.0,,90.0,71.0,6.9,11.0,0.00198914,0,,,,5.0,2.0,6.0,,4.0,1.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,
11406893,home,Udinese,Thomas Kristensen,Thomas Kristensen,,thomas-kristensen,T. Kristensen,D,31,197,904,M,1063373,EUR,1011225600,D,31,31,False,46.0,39.0,3.0,2.0,31.0,35.0,8.0,11.0,6.0,3.0,,83.0,69.0,6.9,10.0,0.0124732,0,,,,3.0,3.0,7.0,,1.0,3.0,2.0,2.0,1.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,
11406893,home,Udinese,Festy Ebosele,,,festy-ebosele,F. Ebosele,D,36,180,593,M,983059,EUR,1028246400,M,2,2,False,14.0,8.0,1.0,,,,8.0,15.0,2.0,3.0,,75.0,32.0,7.1,12.0,0.00962863,0,,1.0,,,,5.0,,,1.0,1.0,2.0,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,
11406893,home,Udinese,Sandi Lovrić,,,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,4,4,False,28.0,24.0,3.0,3.0,7.0,9.0,20.0,27.0,1.0,,,83.0,50.0,7.0,14.0,0.530953,0,,8.0,3.0,2.0,6.0,5.0,1.0,,,,1.0,2.0,1.0,3.0,,,2.0,1.0,1.0,3.0,,,,,,,,,,,
11406893,home,Udinese,Walace,,,walace,Walace,M,5,188,1455,M,553686,EUR,796953600,M,11,11,False,50.0,42.0,6.0,1.0,30.0,32.0,12.0,18.0,,10.0,,90.0,65.0,6.8,10.0,0.0106247,2,,,,1.0,9.0,4.0,3.0,1.0,,,1.0,3.0,2.0,,3.0,,1.0,,,,1.0,1.0,1.0,0.212,0.9346,,,,,,
11406893,home,Udinese,Martín Payero,,,martin-payero,M. Payero,M,32,182,791,M,895592,EUR,905472000,M,32,32,False,21.0,18.0,1.0,,8.0,8.0,10.0,13.0,,5.0,,90.0,43.0,6.7,10.0,0.00631664,4,,,,1.0,5.0,6.0,1.0,2.0,,,4.0,4.0,1.0,,,,3.0,1.0,,1.0,1.0,2.0,,0.1237,0.0713,1.0,,,,,
11406893,home,Udinese,Adam Masina,,,adam-masina,A. Masina,D,,189,5428,M,259995,EUR,757468800,M,3,3,False,21.0,16.0,3.0,2.0,10.0,10.0,6.0,11.0,,1.0,,45.0,29.0,6.5,6.0,0.00206009,0,,,,,2.0,2.0,,2.0,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,
11406893,home,Udinese,Roberto Pereyra,,,roberto-pereyra,R. Pereyra,M,37,184,1199,M,122701,EUR,663206400,F,37,37,False,28.0,25.0,4.0,4.0,13.0,13.0,12.0,16.0,,4.0,,90.0,44.0,7.1,9.0,0.00857002,2,,1.0,,1.0,6.0,9.0,1.0,,1.0,1.0,3.0,3.0,2.0,,1.0,,5.0,4.0,,1.0,,2.0,,0.1733,,,True,,,,
