match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_wasFouled,stat_aerialWon,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_totalOffside,stat_expectedGoals,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_goals,stat_errorLeadToAShot,stat_outfielderBlock,stat_errorLeadToAGoal,stat_clearanceOffLine
12764247,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190.0,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,21.0,13.0,13.0,5.0,0.0,10.0,11.0,3.0,10.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,90.0,27.0,6.6,8.0,0.00091348,0,0.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764247,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187.0,12299,M,DAVINSON,566102,EUR,834537600,D,6,6,False,,45.0,36.0,9.0,4.0,0.0,25.0,30.0,12.0,16.0,,13.0,,,,,,90.0,61.0,6.9,10.0,0.0807877,0,,1.0,1.0,5.0,8.0,1.0,3.0,2.0,1.0,6.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
12764247,home,Galatasaray,Kaan Ayhan,kaan-ayhan,K. Ayhan,D,23,185.0,4087,M,,138152,EUR,784425600,D,23,23,False,,42.0,39.0,6.0,4.0,0.0,24.0,25.0,15.0,17.0,1.0,3.0,,,,,,90.0,52.0,6.8,4.0,0.364828,0,,,,1.0,4.0,,,,1.0,3.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12764247,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185.0,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,50.0,40.0,13.0,8.0,0.0,23.0,28.0,17.0,23.0,1.0,5.0,,,,,,90.0,70.0,6.9,14.0,0.0100707,2,,1.0,,5.0,5.0,2.0,,,4.0,3.0,2.0,1.0,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.2271,,,,,,,,,,,
12764247,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186.0,13210,M,barisalperyilmaz,904096,EUR,959040000,M,53,53,False,,41.0,32.0,3.0,1.0,0.0,9.0,13.0,24.0,36.0,,8.0,,,,,,90.0,71.0,7.6,27.0,0.501672,4,,8.0,1.0,7.0,8.0,,1.0,1.0,,3.0,2.0,1.0,2.0,1.0,,4.0,5.0,,1.0,5.0,,0.1184,2.0,2.0,1.0,0.0137,,,,,,,
12764247,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168.0,8760,M,ltorreira34,754794,EUR,823996800,M,34,34,False,,51.0,46.0,4.0,1.0,0.0,24.0,25.0,22.0,26.0,,7.0,,,,,,90.0,69.0,7.1,6.0,0.0351926,0,,,,4.0,6.0,1.0,2.0,1.0,6.0,4.0,2.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
12764247,home,Galatasaray,Gabriel Sara,gabriel-sara,G. Sara,M,8,178.0,11687,M,gabrielsara,913593,EUR,930355200,M,20,20,False,,56.0,48.0,5.0,3.0,0.0,21.0,23.0,29.0,38.0,,10.0,,,,,,85.0,81.0,7.7,14.0,0.311743,1,,5.0,2.0,5.0,11.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,1.0,5.0,,,,,2.0,,0.0232,1.0,1.0,,,,,,,,,
12764247,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173.0,9047,M,yunusakgun17,857738,EUR,962928000,M,11,11,False,,35.0,27.0,4.0,3.0,0.0,10.0,10.0,18.0,26.0,,5.0,,,,,,80.0,64.0,7.8,16.0,0.344046,5,,1.0,1.0,4.0,3.0,,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,1.0,2.0,2.0,,0.2498,1.0,2.0,1.0,0.374,,,1.0,,,,
12764247,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169.0,10127,M,driesmertens,32493,EUR,547257600,F,10,10,False,,35.0,23.0,4.0,2.0,2.0,7.0,7.0,21.0,39.0,,7.0,,,,,,73.0,55.0,9.1,21.0,0.982482,2,,11.0,5.0,5.0,4.0,1.0,2.0,1.0,,2.0,1.0,2.0,9.0,1.0,1.0,,,,,1.0,,0.1488,3.0,1.0,1.0,,,,,,,,
12764247,home,Galatasaray,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186.0,229308,M,Osimhen9,822471,EUR,914889600,F,45,45,False,,15.0,11.0,2.0,,0.0,3.0,3.0,8.0,13.0,,7.0,,,,,,80.0,31.0,7.3,10.0,0.138148,7,,1.0,,5.0,3.0,,2.0,,,,,,1.0,3.0,1.0,2.0,,4.0,5.0,2.0,1.0,1.8758,,2.0,,2.4046,,,2.0,,,,
12764247,home,Galatasaray,Mauro Icardi,mauro-icardi,M. Icardi,F,9,181.0,38623,M,MauroIcardi,233114,EUR,730080000,F,9,9,False,,18.0,15.0,2.0,1.0,0.0,4.0,4.0,11.0,15.0,,3.0,,,,,,85.0,33.0,7.1,6.0,0.047117,7,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,1.0,2.0,0.5044,,4.0,3.0,,,,,,,,
12764247,home,Galatasaray,Hakim Ziyech,hakim-ziyech,H. Ziyech,M,30,181.0,61036,M,HZiyech,249437,EUR,732499200,M,22,22,True,,13.0,10.0,2.0,2.0,0.0,4.0,5.0,6.0,8.0,,1.0,,,,,,17.0,20.0,6.8,6.0,0.0124555,0,,,,3.0,3.0,,3.0,2.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
12764247,home,Galatasaray,Elias Jelert,elias-jelert,E. Jelert,D,38,178.0,2410,M,,1126433,EUR,1055376000,D,24,24,True,,5.0,5.0,,,0.0,4.0,4.0,1.0,1.0,,1.0,,,,,,10.0,14.0,6.8,2.0,0.00033473,0,,,,,3.0,,1.0,1.0,1.0,2.0,,,,,,,,,,2.0,,,,,,,Elias,Jelert,,,,,
12764247,home,Galatasaray,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185.0,2104,M,,142619,EUR,741657600,M,8,8,True,,10.0,8.0,,,0.0,3.0,5.0,5.0,5.0,,3.0,,,,,,10.0,14.0,6.9,3.0,0.00503551,0,,,,1.0,2.0,,,,,2.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,
12764247,home,Galatasaray,Berkan Kutlu,berkan-kutlu,B. Kutlu,M,18,186.0,2127,M,,992912,EUR,885686400,M,18,18,True,,6.0,4.0,,,0.0,3.0,4.0,1.0,2.0,,2.0,,,,,,13.0,11.0,6.7,4.0,0.00075359,0,,,,1.0,2.0,,,,,2.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,
12764247,home,Galatasaray,Michy Batshuayi,michy-batshuayi,M. Batshuayi,F,22,185.0,6844,M,mbatshuayi,147745,EUR,749520000,F,44,44,True,,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,,,,,,,13.0,4.0,6.4,1.0,0.00293791,0,,,,2.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
12764247,home,Galatasaray,Batuhan Şen,batuhan-ahmet-sen,B. A. Şen,G,12,192.0,1076,M,,867595,EUR,918000000,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764247,home,Galatasaray,Günay Güvenç,gunay-guvenc,G. Güvenç,G,19,187.0,2987,M,,103457,EUR,677808000,G,19,19,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764247,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187.0,2642,M,Nelsson,846148,EUR,908323200,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764247,home,Galatasaray,Ali Yeşilyurt,ali-yesilyurt,A. Yeşilyurt,D,58,192.0,558,M,,1149047,EUR,1122681600,D,58,58,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
