match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_blockedScoringAttempt,stat_totalCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_outfielderBlock,stat_bigChanceCreated,stat_dispossessed,stat_goals,stat_totalOffside,stat_accurateCross,stat_hitWoodwork
14053695,home,PEC Zwolle,Tom de Graaff,Tom,de Graaff,tom-de-graaff,T. d. Graaff,G,16,193.0,177,M,1145525,EUR,1102636800,G,16,16,False,25.0,11.0,20.0,6.0,0.0,6.0,7.0,5.0,18.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,90.0,33.0,8.0,14.0,0.00356764,28.205781538638,4.0,18.48,5.985,0.5106,0,0.5252,0.08,0.01,0.42,0.43,,,,,,,,,,,,,,,,,,,,,,,,,
14053695,home,PEC Zwolle,Tristan Gooijer,Tristan,Gooijer,tristan-gooijer,T. Gooijer,D,6,185.0,452,M,1142572,EUR,1094083200,D,6,6,False,26.0,21.0,3.0,2.0,0.0,10.0,12.0,11.0,14.0,1.0,6.0,4.0,2.0,4.0,2.0,,,,,,,90.0,62.0,7.0,9.0,0.0179393,148.32700995402,12.0,32.865,37.17,,1,,0.05,0.02,0.23,,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0276,-0.08,,,,,,,,,,,,,,,
14053695,home,PEC Zwolle,Simon Graves,,,simon-graves-jensen,S. G. Jensen,D,28,191.0,126,M,927155,EUR,922060800,D,28,28,False,38.0,31.0,8.0,3.0,0.0,23.0,26.0,8.0,12.0,1.0,3.0,10.0,3.0,,,1.0,,,,,,90.0,52.0,6.9,7.0,0.0535096,60.691481045019,10.0,25.725,7.875,,0,,0.14,0.05,0.3,,2.0,7.0,1.0,1.0,,,,4.0,,,1.0,,,,,,,,,,,,,,
14053695,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187.0,281,M,1005693,EUR,1045612800,D,4,4,False,27.0,23.0,4.0,2.0,0.0,13.0,15.0,10.0,12.0,,1.0,5.0,1.0,1.0,1.0,,,,,,,90.0,40.0,6.9,6.0,0.0352766,40.159963284482,6.0,17.955,9.03,,1,,-0.06,0.06,0.22,,3.0,3.0,,,,,2.0,,0.0463,0.02,,1.0,,,,,,,,,,,,,
14053695,home,PEC Zwolle,Sherel Floranus,Sherel,Floranus,sherel-floranus,S. Floranus,D,2,181.0,189,M,803021,EUR,903830400,D,2,2,False,26.0,18.0,6.0,2.0,0.0,9.0,11.0,9.0,15.0,,5.0,4.0,6.0,1.0,,1.0,,,,,,90.0,52.0,7.1,12.0,0.0124264,86.486033269739,9.0,69.51,22.995,,0,,-0.01,0.22,0.19,,,1.0,3.0,3.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
14053695,home,PEC Zwolle,Thijs Oosting,,,thijs-oosting,T. Oosting,M,25,176.0,133,M,876233,EUR,957225600,M,25,25,False,18.0,15.0,1.0,1.0,0.0,5.0,6.0,10.0,12.0,1.0,2.0,2.0,4.0,1.0,1.0,,,,,,,84.0,33.0,6.7,11.0,0.0266495,111.13182902176,12.0,53.865,32.34,,2,,0.08,0.11,0.17,,,2.0,,,,,4.0,2.0,0.576,0.27,,,4.0,1.0,2.0,0.8074,1.0,,,,,,,,
14053695,home,PEC Zwolle,Ryan Thomas,Ryan,Thomas,ryan-thomas,R. Thomas,M,30,174.0,138,M,333571,EUR,787881600,M,30,30,False,28.0,18.0,6.0,2.0,0.0,5.0,7.0,13.0,21.0,1.0,8.0,5.0,3.0,6.0,5.0,1.0,,,,,,90.0,48.0,7.9,11.0,0.0287426,109.38099916573,9.0,42.42,14.595,,0,,0.29,0.13,0.27,,1.0,4.0,,,,2.0,1.0,2.0,,,1.0,,,,,,,True,1.0,,,,,,
14053695,home,PEC Zwolle,Jamiro Monteiro,Jamiro,Monteiro,monteiro-jamiro,J. Monteiro,M,35,175.0,308,M,815080,EUR,754444800,M,35,35,False,28.0,21.0,6.0,3.0,0.0,8.0,10.0,13.0,18.0,1.0,5.0,1.0,6.0,2.0,2.0,,,,,,,67.0,38.0,7.2,9.0,0.0622705,80.130265266118,10.0,8.61,7.245,,1,,0.26,0.08,0.24,,,2.0,2.0,2.0,,,1.0,2.0,0.0216,0.0,,1.0,1.0,,,,1.0,,,,,,,,
14053695,home,PEC Zwolle,Shola Shoretire,,,shola-shoretire,S. Shoretire,F,7,170.0,2231,M,966655,EUR,1075680000,F,7,7,False,23.0,17.0,3.0,2.0,1.0,4.0,6.0,13.0,17.0,1.0,4.0,2.0,7.0,1.0,1.0,1.0,,,,,,90.0,40.0,7.6,10.0,0.515397,100.23027164574,11.0,74.655,46.095,,0,,0.52,0.34,0.29,,1.0,4.0,2.0,1.0,,,3.0,2.0,,,,,,,,,1.0,,,1.0,,,,,
14053695,home,PEC Zwolle,Koen Kostons,Koen,Kostons,koen-kostons,K. Kostons,F,10,185.0,334,M,847073,EUR,937612800,F,10,10,False,21.0,13.0,1.0,,0.0,4.0,5.0,9.0,16.0,4.0,8.0,,,3.0,3.0,1.0,,,,,,90.0,39.0,7.4,17.0,0.0622432,36.318427686457,6.0,0.945,4.305,,2,,0.11,0.04,-0.04,,4.0,8.0,2.0,,1.0,,5.0,2.0,0.8918,0.3,,,,,1.0,0.9911,,,,,1.0,1.0,,,
