match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wasFouled,player_firstName,player_lastName,stat_wonContest,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_aerialLost,stat_fouls,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalOffside,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceMissed
13981473,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194.0,1818,M,308182,EUR,763862400,G,94,94,False,33.0,19.0,19.0,5.0,0.0,17.0,20.0,2.0,13.0,2.0,5.0,2.0,5.0,2.0,1.0,1.0,90.0,41.0,7.3,14.0,0.0008913,0.9205,0,0.8352,0.03,0.01,-0.27,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981473,home,Lazio,Elseid Hysaj,elseid-hysaj,E. Hysaj,D,23,182.0,1316,M,136322,EUR,760147200,D,23,23,False,49.0,38.0,6.0,2.0,0.0,21.0,27.0,17.0,22.0,3.0,2.0,,,,,,90.0,70.0,6.0,12.0,0.0110963,,0,,0.07,-0.18,-0.58,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981473,home,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183.0,1766,M,965828,EUR,967507200,D,34,34,False,56.0,53.0,7.0,6.0,0.0,38.0,38.0,15.0,18.0,5.0,7.0,,,,,,90.0,70.0,7.6,3.0,0.0267382,,0,,0.23,0.1,0.25,,3.0,,8.0,,1.0,,2.0,3.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
13981473,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185.0,1922,M,227864,EUR,789868800,D,13,13,False,50.0,45.0,6.0,3.0,0.0,35.0,38.0,10.0,12.0,4.0,2.0,,,,,,90.0,61.0,6.4,5.0,0.157142,,0,,0.28,0.01,-0.56,,3.0,2.0,6.0,,,1.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13981473,home,Lazio,Nuno Tavares,nuno-tavares,N. Tavares,D,17,185.0,4853,M,944973,EUR,948844800,D,17,17,False,38.0,31.0,3.0,2.0,0.0,19.0,22.0,12.0,16.0,1.0,7.0,,,,,,89.0,74.0,6.8,17.0,0.100679,,0,,0.06,0.34,-0.43,,1.0,6.0,10.0,2.0,6.0,2.0,1.0,3.0,,,5.0,,,1.0,1.0,1.0,nuno_tavares71,7.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
13981473,home,Lazio,Danilo Cataldi,danilo-cataldi,D. Cataldi,M,32,180.0,952,M,317301,EUR,776131200,M,32,32,False,45.0,34.0,3.0,1.0,0.0,19.0,22.0,15.0,23.0,1.0,5.0,,,,,,90.0,59.0,7.0,13.0,0.0225218,,1,,0.08,0.06,-0.16,,1.0,2.0,4.0,,2.0,4.0,2.0,,,,1.0,,,2.0,,1.0,,1.0,1.0,,,True,1.0,1.0,0.7884,0.7467,2.0,0.32,,,,,,,,,,
13981473,home,Lazio,Toma Bašić,toma-basic,T. Bašić,M,26,189.0,1423,M,798002,EUR,848880000,M,26,26,False,28.0,26.0,4.0,2.0,1.0,17.0,19.0,9.0,9.0,1.0,2.0,,,,,,67.0,43.0,6.8,4.0,0.00765228,,3,,0.03,0.05,-0.12,,1.0,6.0,6.0,2.0,,1.0,2.0,3.0,,,,,,2.0,1.0,3.0,,,,,2.0,,,,0.055,,1.0,-0.27,1.0,2.0,1.0,,,,,,,
13981473,home,Lazio,Matteo Cancellieri,matteo-cancellieri,M. Cancellieri,F,22,185.0,1422,M,1017649,EUR,1013472000,M,22,22,False,21.0,14.0,2.0,,0.0,5.0,7.0,9.0,14.0,,2.0,,,,,,90.0,48.0,8.2,16.0,0.00682667,,3,,-0.02,0.44,-0.18,,2.0,14.0,7.0,,3.0,2.0,2.0,3.0,,,,,,1.0,4.0,5.0,,1.0,,2.0,2.0,,2.0,2.0,0.4378,0.8629,,0.89,,1.0,,,,,,,,
13981473,home,Lazio,Boulaye Dia,dia-boulaye,B. Dia,F,19,180.0,11046,M,960080,EUR,848102400,M,19,19,False,20.0,16.0,2.0,1.0,0.0,6.0,7.0,10.0,13.0,2.0,2.0,,,,,,81.0,32.0,7.2,6.0,0.0577589,,0,,0.28,0.18,-0.05,,,,6.0,,,,4.0,2.0,,,,,,2.0,,,boulaye_dia,,,,2.0,,,,,,1.0,,,,,,,,,,,
13981473,home,Lazio,Pedro,pedro,Pedro,F,9,167.0,5026,M,35428,EUR,554428800,M,9,9,False,31.0,27.0,2.0,2.0,1.0,12.0,15.0,15.0,16.0,,5.0,,,,,,67.0,37.0,7.0,5.0,0.154812,,0,,0.31,-0.07,-0.22,,,1.0,3.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,,Pedro,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,
