match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_challengeLost,stat_wonTackle,stat_bigChanceMissed,stat_onTargetScoringAttempt,captain,stat_bigChanceCreated,stat_wasFouled,stat_outfielderBlock,stat_goalAssist,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_goodHighClaim
10408535,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,24.0,13.0,19.0,9.0,5.0,8.0,8.0,16.0,9.0,1.0,1.0,90.0,29.0,6.1,11.0,0.0,0.0,0.00227589,0,-1.0462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408535,home,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183,461,M,,151138,EUR,732844800,D,20,20,False,34.0,22.0,5.0,1.0,11.0,17.0,14.0,26.0,4.0,,,90.0,70.0,6.7,26.0,0.0515,0.0,0.258727,1,,,,9.0,3.0,2.0,2.0,6.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,,,,,,,,,,,,,
10408535,home,Valencia,Eray Cömert,eray-comert,E. Cömert,D,24,183,508,M,,814023,EUR,886550400,D,24,24,False,33.0,25.0,9.0,5.0,21.0,24.0,4.0,9.0,6.0,,,90.0,40.0,6.4,8.0,0.0,0.0,0.0025325,0,,,,,,,1.0,1.0,2.0,,,,,3.0,,1.0,,,,1.0,1.0,,,,,,,,,,,
10408535,home,Valencia,Mouctar Diakhaby,mouctar-diakhaby,M. Diakhaby,D,4,192,4026,M,mouctar_dkh,797306,EUR,850953600,D,12,12,False,37.0,28.0,5.0,2.0,16.0,20.0,12.0,17.0,5.0,,,90.0,47.0,6.4,9.0,0.3541,0.844,0.0176392,1,,,,,,2.0,2.0,3.0,2.0,,,,,3.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,
10408535,home,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172,1685,M,,227922,EUR,801360000,D,14,14,False,41.0,28.0,12.0,5.0,13.0,17.0,19.0,36.0,5.0,,,90.0,75.0,7.8,23.0,0.0,0.0,0.364217,0,,,,12.0,4.0,1.0,2.0,2.0,10.0,1.0,1.0,1.0,,,1.0,6.0,,,5.0,,3.0,,,True,1.0,1.0,,,,,,
10408535,home,Valencia,Yunus Musah,yunus-musah,Y. Musah,M,6,178,4211,M,yunusmusah8,983815,EUR,1038528000,M,4,4,False,25.0,22.0,1.0,1.0,7.0,7.0,15.0,18.0,4.0,,,69.0,35.0,6.9,5.0,0.0271,0.0,0.0141149,1,,,,,,,1.0,1.0,4.0,,,,1.0,,,2.0,2.0,1.0,,,1.0,,,,,1.0,1.0,,,,,
10408535,home,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176,1200,M,,845693,EUR,959644800,M,18,18,False,40.0,38.0,1.0,1.0,13.0,14.0,26.0,29.0,9.0,,,90.0,59.0,6.8,9.0,0.0653,0.0,0.0782589,1,,,,3.0,1.0,1.0,,4.0,5.0,,5.0,3.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,2.0,,,,,,
10408535,home,Valencia,Ilaix Moriba,ilaix-moriba,I. Moriba,M,6,183,6577,M,ilaixmk,962890,EUR,1042934400,M,8,8,False,45.0,35.0,3.0,2.0,13.0,18.0,23.0,28.0,12.0,,,90.0,72.0,7.4,17.0,0.1711,0.1432,0.315185,3,,,,1.0,1.0,2.0,2.0,11.0,14.0,2.0,5.0,2.0,,,,4.0,2.0,2.0,1.0,2.0,4.0,,2.0,,1.0,6.0,,1.0,1.0,,,
10408535,home,Valencia,Samu Castillejo,samu-castillejo,S. Castillejo,M,70,182,950,M,,188405,EUR,790387200,F,11,11,False,28.0,22.0,1.0,1.0,9.0,12.0,13.0,19.0,4.0,,,69.0,54.0,7.2,17.0,0.4562,0.9519,0.0184583,4,,,,3.0,,2.0,,14.0,7.0,2.0,4.0,1.0,2.0,,,4.0,2.0,3.0,,4.0,4.0,,2.0,,,2.0,,,,1.0,1.0,
10408535,home,Valencia,Edinson Cavani,edinson-cavani,E. Cavani,F,10,184,18667,M,ElMatador,21521,EUR,540259200,F,7,7,False,7.0,3.0,1.0,1.0,1.0,2.0,2.0,5.0,,,,16.0,10.0,6.6,6.0,0.0887,0.0,0.00151476,1,,,,,,,4.0,2.0,4.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
