match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_wonTackle,stat_goalAssist,stat_outfielderBlock,stat_wasFouled,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonContest,player_firstName,player_lastName,stat_totalOffside,stat_goals,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11230172,home,Brighton & Hove Albion,Jason Steele,jason-steele,J. Steele,G,23,188,538,M,31867,EUR,650937600,G,23,23,False,33.0,25.0,18.0,12.0,21.0,24.0,4.0,9.0,3.0,2.0,3.0,90.0,37.0,7.0,8.0,0.0,0.0,0.00070545,0,0.4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11230172,home,Brighton & Hove Albion,Pascal Groß,pascal-gross,P. Groß,M,30,181,4733,M,48480,EUR,676944000,D,13,13,False,39.0,36.0,4.0,2.0,20.0,23.0,20.0,24.0,7.0,,,90.0,58.0,7.4,9.0,0.029,0.0732,0.551004,1,,pascalgross65,True,8.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,
11230172,home,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189,3186,M,962012,EUR,960422400,D,29,29,False,33.0,30.0,3.0,2.0,20.0,22.0,10.0,11.0,4.0,,,90.0,43.0,6.8,3.0,0.0,0.0,0.00410728,0,,,,,,7.0,5.0,,2.0,3.0,,4.0,,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11230172,home,Brighton & Hove Albion,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,996911,EUR,1046217600,D,6,6,False,40.0,33.0,3.0,,20.0,24.0,13.0,16.0,5.0,,,90.0,46.0,6.8,7.0,0.0,0.0,0.0062416,0,,LColwill,,,,2.0,3.0,,1.0,,,,1.0,2.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
11230172,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,805465,EUR,885340800,D,30,30,False,30.0,24.0,2.0,2.0,13.0,16.0,14.0,18.0,6.0,,,90.0,46.0,7.0,8.0,0.0535,0.0,0.239218,2,,pervisestupinan,,4.0,3.0,5.0,2.0,,2.0,2.0,,1.0,2.0,1.0,,,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11230172,home,Brighton & Hove Albion,Billy Gilmour,gilmour-billy,B. Gilmour,M,6,169,4342,M,907668,EUR,992217600,M,27,27,False,34.0,29.0,1.0,1.0,18.0,21.0,11.0,13.0,6.0,,,52.0,40.0,6.9,5.0,0.1347,0.1585,0.00668188,1,,billygilmour,,,,1.0,3.0,1.0,,,,1.0,,,1.0,2.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,
11230172,home,Brighton & Hove Albion,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,987650,EUR,1004659200,M,25,25,False,43.0,38.0,,,21.0,23.0,18.0,22.0,7.0,,,90.0,56.0,7.0,7.0,0.0757,0.0,0.0320113,1,,MoisesCaicedo55,,2.0,1.0,4.0,2.0,,,1.0,1.0,3.0,1.0,1.0,,4.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,
11230172,home,Brighton & Hove Albion,Facundo Buonanotte,facundo-buonanotte,F. Buonanotte,M,40,174,18092,M,1117025,EUR,1103760000,M,40,40,False,25.0,20.0,4.0,4.0,4.0,8.0,16.0,17.0,5.0,,,75.0,40.0,6.6,9.0,0.2109,0.0225,0.147295,2,,facubuonanotte_,,,,7.0,5.0,1.0,,,2.0,1.0,1.0,,1.0,,,,,1.0,4.0,5.0,,,1.0,3.0,Facundo Buonanotte,,1.0,,,,,,
11230172,home,Brighton & Hove Albion,Julio Enciso,julio-enciso,J. Enciso,M,19,173,12907,M,973556,EUR,1074816000,M,20,20,False,8.0,5.0,,,3.0,3.0,2.0,6.0,1.0,,,52.0,22.0,7.3,7.0,0.0528,0.4558,0.00046634,2,,julioenciso.33,,1.0,,2.0,6.0,1.0,,1.0,2.0,,,1.0,1.0,,,,,2.0,,3.0,,,1.0,2.0,,,,1.0,,,,,
11230172,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,936849,EUR,864086400,M,22,22,False,32.0,27.0,2.0,,7.0,8.0,21.0,25.0,11.0,,,90.0,56.0,6.1,13.0,1.3034,1.2987,0.0661827,5,,KaoruM,,1.0,1.0,10.0,5.0,2.0,,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,4.0,,2.0,1.0,1.0,,,,,3.0,2.0,,,
