match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_errorLeadToAShot,captain,stat_wonContest,stat_totalOffside,stat_lastManTackle
12437840,home,Villarreal,Thierno Barry,,,thierno-barry,T. Barry,F,11,195,5887,M,1395746,EUR,1035158400,F,15,15,False,8.0,8.0,,,1.0,,,8.0,8.0,,1.0,,,,,76.0,15.0,6.8,5.0,0.145365,0,,1.0,3.0,2.0,2.0,,,,,,1.0,,1.0,t.barry29,,,,,,,,,,1.0,,2.0,,,,,,
12437840,home,Villarreal,Pau Cabanes,Pau Cabanes De La Torre,,pau-cabanes-de-la-torre,P. C. D. L. Torre,F,33,179,321,M,1863206,EUR,1108598400,F,33,33,True,13.0,9.0,,,0.0,3.0,4.0,6.0,9.0,1.0,,,,,,30.0,25.0,6.8,6.0,0.0868907,0,,,2.0,3.0,,,,3.0,1.0,1.0,2.0,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,
12437840,home,Villarreal,Willy Kambwala,Willy Kambwala,,kambwala-willy,W. Kambwala,D,5,192,2163,M,1136721,EUR,1093392000,D,5,5,True,10.0,9.0,1.0,,0.0,9.0,10.0,,,1.0,1.0,,,,,22.0,13.0,6.7,1.0,0.00015015,0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12437840,home,Villarreal,Nicolas Pépé,,,nicolas-pepe,N. Pépé,F,19,183,12582,M,593526,EUR,801705600,F,19,19,True,9.0,9.0,1.0,1.0,0.0,1.0,1.0,8.0,8.0,,,,,,,22.0,11.0,6.5,2.0,0.0306337,0,,,3.0,,1.0,,,,,,,,1.0,nicolas_pepe19,,,1.0,,,,,,,1.0,,,,,,,,
12437840,home,Villarreal,Denis Suárez,,,denis-suarez,D. Suárez,M,4,176,1456,M,138383,EUR,757814400,M,6,6,True,5.0,4.0,1.0,,0.0,1.0,1.0,3.0,4.0,,1.0,,,,,14.0,6.0,6.8,1.0,0.0353398,1,,,,,,,1.0,,,,,0.112,1.0,,,,,,,,,,,,,,,,,,,
12437840,home,Villarreal,Ayoze Pérez,,,ayoze-perez,A. Pérez,F,22,180,3785,M,345195,EUR,743385600,F,22,22,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,1.0,,,,,14.0,6.0,6.8,,0.0119361,2,,,,1.0,,,,,1.0,1.0,,0.1602,,,,,,,,,,,,,,,2.0,,,,,
12437840,home,Villarreal,Ramón Terrats,Ramón Terrats,,ramon-terrats,R. Terrats,M,14,179,517,M,1088565,EUR,971827200,M,20,20,True,1.0,1.0,,,0.0,1.0,1.0,,,,1.0,,,,,8.0,1.0,6.5,,2.61e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437840,home,Villarreal,Rubén Gómez,Rubén Gómez Peris,,ruben-gomez,R. Gómez,G,31,185,45,M,1407702,EUR,1011830400,G,55,55,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437840,home,Villarreal,Juan Bernat,,,juan-bernat,J. Bernat,D,,170,1161,M,96368,EUR,730944000,D,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437840,home,Villarreal,Pau Navarro,,,pau-navarro,P. Navarro,D,6,185,319,M,1525863,EUR,1114387200,D,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437840,home,Villarreal,Eric Bailly,,,eric-bailly,E. Bailly,D,2,187,4273,M,606346,EUR,766108800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,ericbailly,,,,,,,,,,,,,,,,,,
12437840,home,Villarreal,Raúl Albiol,,,raul-albiol,R. Albiol,D,39,190,1235,M,3041,EUR,494640000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437840,home,Villarreal,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187,1066,M,843678,EUR,844473600,M,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437840,away,Mallorca,Dominik Greif,,,dominik-greif,D. Greif,G,1,197,925,M,791046,EUR,860284800,G,1,1,False,32.0,27.0,10.0,5.0,0.0,23.0,25.0,4.0,7.0,,14.0,,2.0,4.0,,90.0,43.0,6.7,5.0,0.00173469,0,-0.9218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437840,away,Mallorca,Pablo Maffeo,,,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,23,23,False,15.0,13.0,1.0,1.0,0.0,6.0,7.0,7.0,8.0,2.0,2.0,,,,,45.0,25.0,6.2,2.0,0.00668283,0,,,,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,2.0,,,,,,2.0,,
12437840,away,Mallorca,Martin Valjent,,,martin-valjent,M. Valjent,D,24,187,757,M,300522,EUR,818640000,D,24,24,False,51.0,46.0,3.0,2.0,0.0,30.0,32.0,16.0,19.0,5.0,2.0,,,,,84.0,61.0,6.2,6.0,0.0197525,0,,,3.0,1.0,,,,2.0,1.0,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,
12437840,away,Mallorca,Antonio Raíllo,,,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,74.0,72.0,4.0,3.0,0.0,55.0,55.0,17.0,19.0,3.0,1.0,,,,,90.0,81.0,6.7,2.0,0.0949889,0,,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,3.0,,,,,,,,,,,,,True,,,
12437840,away,Mallorca,Johan Mojica,,,johan-mojica,J. Mojica,D,22,185,3950,M,344847,EUR,714355200,D,22,22,False,59.0,48.0,7.0,1.0,0.0,23.0,26.0,29.0,38.0,1.0,6.0,,,,,90.0,90.0,6.1,20.0,0.225831,2,,,7.0,1.0,1.0,,1.0,,1.0,1.0,,0.0643,2.0,,,,1.0,1.0,,0.2119,5.0,4.0,,5.0,,2.0,,,,,,
12437840,away,Mallorca,Dani Rodríguez,,,dani-rodriguez,D. Rodríguez,M,9,177,524,M,349526,EUR,581558400,M,14,14,False,12.0,11.0,1.0,1.0,0.0,8.0,8.0,3.0,8.0,,2.0,,,,,45.0,25.0,6.1,8.0,0.00605273,1,,1.0,5.0,3.0,2.0,,,,1.0,,1.0,0.0181,,,1.0,,2.0,,,,4.0,,,,,1.0,1.0,,,,,
12437840,away,Mallorca,Omar Mascarell,,,omar-mascarell,O. Mascarell,M,5,181,553,M,255999,EUR,728611200,M,5,5,False,63.0,59.0,7.0,5.0,0.0,34.0,35.0,25.0,28.0,,1.0,,,,,90.0,69.0,6.5,5.0,0.0175707,0,,,2.0,1.0,1.0,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
12437840,away,Mallorca,Samú Costa,,,samuel-costa,S. Costa,M,12,183,1427,M,988351,EUR,975283200,M,12,12,False,36.0,28.0,2.0,,0.0,21.0,24.0,7.0,12.0,1.0,2.0,,,,,45.0,43.0,6.5,9.0,0.00338763,1,,2.0,1.0,3.0,1.0,,,1.0,1.0,1.0,,0.0387,,,,,,1.0,,0.1371,,,,,,,,,,,,
12437840,away,Mallorca,Sergi Darder,,,sergi-darder,S. Darder,M,10,180,979,M,110783,EUR,756518400,M,10,10,False,15.0,14.0,,,0.0,8.0,9.0,6.0,8.0,1.0,3.0,,,,,45.0,25.0,6.1,6.0,0.00258443,1,,,4.0,1.0,1.0,,1.0,1.0,,,1.0,0.0185,,,,,2.0,,,,2.0,,,1.0,,1.0,,,,,,
12437840,away,Mallorca,Cyle Larin,,,cyle-larin,C. Larin,F,9,187,1609,M,790179,EUR,798076800,F,17,17,False,11.0,8.0,,,0.0,4.0,4.0,4.0,8.0,2.0,4.0,,,,,74.0,26.0,6.3,10.0,0.0027422,0,,1.0,11.0,4.0,3.0,,,,1.0,,2.0,,,,3.0,,4.0,,,,1.0,,,1.0,,2.0,,,,,,
12437840,away,Mallorca,Vedat Muriqi,,,vedat-muriqi,V. Muriqi,F,7,194,5879,M,310874,EUR,767145600,F,7,7,False,18.0,15.0,,,0.0,4.0,6.0,11.0,12.0,,,,,,,90.0,27.0,6.8,6.0,0.0383813,2,,5.0,2.0,6.0,1.0,,2.0,,,,1.0,0.2867,1.0,vedatmuriqi,,,,,,,,,,1.0,,1.0,,,,,1.0,
12437840,away,Mallorca,José Copete,,,jose-copete,J. Copete,D,3,190,437,M,913695,EUR,939513600,D,6,6,True,33.0,27.0,4.0,3.0,0.0,17.0,18.0,10.0,15.0,1.0,,,,,,45.0,38.0,7.0,6.0,0.0052795,0,,,2.0,4.0,,,,,1.0,,2.0,,,,2.0,,,,,,,,,1.0,,,,,,1.0,,
12437840,away,Mallorca,Mateu Morey,,,mateu-morey,M. Morey,D,2,171,594,M,879543,EUR,951955200,D,2,2,True,28.0,24.0,2.0,,0.0,11.0,11.0,14.0,20.0,,2.0,,,,,45.0,37.0,7.2,7.0,0.0858004,0,,,2.0,3.0,,,,,1.0,1.0,1.0,,2.0,,2.0,,,,,,3.0,1.0,,1.0,,,,,,1.0,,
12437840,away,Mallorca,Antonio Sánchez,,,antonio-sanchez,A. Sánchez,M,6,179,256,M,949722,EUR,861667200,M,18,18,True,26.0,25.0,3.0,3.0,0.0,7.0,7.0,18.0,20.0,4.0,2.0,,,,,45.0,34.0,7.1,3.0,0.0229777,1,,,1.0,1.0,,,1.0,,1.0,1.0,,0.0315,,,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0
12437840,away,Mallorca,Robert Navarro,,,robert-navarro,R. Navarro,M,23,178,940,M,944165,EUR,1018569600,M,27,27,True,23.0,20.0,2.0,1.0,0.0,6.0,6.0,14.0,23.0,,4.0,,,,,45.0,40.0,7.2,10.0,0.0094894,0,,,4.0,5.0,1.0,,,2.0,3.0,2.0,1.0,,,,2.0,,1.0,,,,6.0,,,1.0,,,,,,1.0,,
12437840,away,Mallorca,Takuma Asano,,,takuma-asano,T. Asano,M,11,173,2033,M,309546,EUR,784425600,F,11,11,True,2.0,2.0,,,0.0,,,2.0,3.0,,,,,,,16.0,7.0,6.4,3.0,0.00176984,1,,,2.0,,,,,1.0,,,,0.0609,,,,,,,,,1.0,,,2.0,,,1.0,,,,,
12437840,away,Mallorca,Valery Fernández,,,valery-fernandez,V. Fernández,D,21,179,309,M,962378,EUR,943315200,D,16,16,True,5.0,5.0,,,0.0,3.0,3.0,2.0,2.0,,,,,,,10.0,7.0,6.4,1.0,0.00104866,0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437840,away,Mallorca,Leo Román,,,leo-roman,L. Román,G,1,189,1557,M,1131909,EUR,962841600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437840,away,Mallorca,Toni Lato,,,toni-lato,T. Lato,D,3,173,265,M,828239,EUR,880070400,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437840,away,Mallorca,Siebe Van Der Heyden,,,siebe-van-der-heyden,S. V. D. Heyden,D,44,185,273,M,842164,EUR,896486400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437840,away,Mallorca,Daniel Luna,,,daniel-luna,D. Luna,M,33,178,444,M,1018516,EUR,1052265600,M,33,33,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437840,away,Mallorca,Chiquinho,,,chiquinho,Chiquinho,M,10,179,454,M,1015826,EUR,949708800,F,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437840,away,Mallorca,Abdón Prats,,,abdon-prats,A. Prats,F,9,181,325,M,146852,EUR,724550400,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
