match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_hitWoodwork,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_wonContest,stat_keyPass,player_sofascoreId,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot,stat_bigChanceCreated,stat_goals
12437499,home,Sevilla,Ørjan Nyland,,,orjan-nyland,Ø. Nyland,G,13,192,1050,M,22209,EUR,652924800,G,13,13,False,29.0,13.0,23.0,7.0,0.0,9.0,12.0,4.0,17.0,1.0,2.0,10.0,2.0,4.0,1.0,90.0,39.0,6.8,16.0,0.00311314,0,-0.2726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437499,home,Sevilla,Juanlu Sánchez,,,juanlu-sanchez,J. Sánchez,M,16,186,1123,M,1010655,EUR,1060905600,D,26,26,False,38.0,31.0,1.0,,0.0,19.0,20.0,12.0,18.0,,2.0,4.0,,,,77.0,61.0,6.8,11.0,0.00705474,0,,1.0,2.0,6.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12437499,home,Sevilla,Loïc Badé,,,loic-bade,L. Badé,D,5,191,3177,M,1006489,EUR,955411200,D,22,22,False,7.0,6.0,2.0,1.0,0.0,6.0,6.0,,1.0,,,1.0,,,,12.0,7.0,3.0,1.0,5.019e-05,0,,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12437499,home,Sevilla,Kike Salas,,,kike-salas,K. Salas,D,4,186,890,M,1097719,EUR,1019433600,D,4,4,False,32.0,27.0,5.0,2.0,0.0,21.0,24.0,6.0,8.0,,6.0,6.0,,,,90.0,47.0,7.1,5.0,0.00264501,1,,,1.0,1.0,4.0,1.0,,1.0,2.0,1.0,,1.0,,1.0,2.0,0.0938,,,,,,,,,,,,,,,
12437499,home,Sevilla,José Ángel Carmona,,,jose-angel-carmona,J. Á. Carmona,D,2,183,1021,M,1015240,EUR,1012262400,D,2,2,False,24.0,19.0,2.0,1.0,0.0,12.0,14.0,8.0,11.0,,2.0,4.0,,,,90.0,44.0,6.9,9.0,0.119073,0,,,,4.0,7.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,
12437499,home,Sevilla,Dodi Lukebakio,,,dodi-lukebakio,D. Lukebakio,M,11,187,4874,M,823631,EUR,875059200,M,11,11,False,27.0,23.0,1.0,,0.0,11.0,12.0,12.0,15.0,,,3.0,,,,45.0,42.0,6.8,10.0,0.0245032,1,,,2.0,4.0,2.0,,1.0,1.0,,,2.0,,1.0,,1.0,0.0778,,,,1.0,DLukebakio,2.0,1.0,0.6679,,,,,,,
12437499,home,Sevilla,Nemanja Gudelj,,,nemanja-gudelj,N. Gudelj,M,6,187,1647,M,68332,EUR,690249600,M,6,6,False,20.0,14.0,6.0,2.0,0.0,11.0,15.0,3.0,5.0,,4.0,2.0,,,,90.0,30.0,6.7,6.0,0.00147898,1,,,1.0,1.0,3.0,1.0,,2.0,2.0,2.0,,,,1.0,,0.0188,,,,,,,,,True,,,,,,
12437499,home,Sevilla,Lucien Agoumé,,,lucien-agoume,L. Agoumé,M,18,185,2096,M,960006,EUR,1013212800,M,18,18,False,47.0,41.0,4.0,1.0,0.0,26.0,26.0,15.0,21.0,,2.0,5.0,,,,90.0,65.0,7.0,11.0,0.0281406,0,,,1.0,5.0,8.0,1.0,4.0,4.0,4.0,3.0,2.0,,1.0,,,,,,3.0,,,2.0,,,,,,,,,
12437499,home,Sevilla,Djibril Sow,,,djibril-sow,D. Sow,M,20,184,1941,M,799054,EUR,855187200,M,20,20,False,35.0,31.0,2.0,2.0,0.0,16.0,18.0,15.0,17.0,,1.0,3.0,,,,82.0,47.0,6.8,8.0,0.0157324,0,,,1.0,2.0,4.0,,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,1.0,,,,,,,,,
12437499,home,Sevilla,Suso,,,suso,Suso,M,11,176,1350,M,96370,EUR,753667200,F,10,10,False,30.0,27.0,3.0,3.0,0.0,10.0,11.0,18.0,22.0,,,3.0,,,,78.0,44.0,6.7,11.0,0.114457,2,,,,4.0,2.0,,2.0,,,,2.0,2.0,,1.0,,0.0441,3.0,1.0,,1.0,,2.0,,,,1.0,,,,,
