match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,player_lastName,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wonContest,captain,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_penaltyWon,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_lastManTackle,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_clearanceOffLine,player_sofascoreId
12441688,home,SC Heerenveen,Andries Noppert,andries-noppert,A. Noppert,G,44,203,438,M,339339,EUR,765676800,G,44,44,False,8.0,7.0,2.0,1.0,0.0,6.0,6.0,1.0,2.0,2.0,16.0,9.0,6.5,1.0,7.144e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441688,home,SC Heerenveen,Oliver Braude,braude-oliver,O. Braude,D,45,174,214,M,1150061,EUR,1077321600,D,45,45,False,37.0,28.0,8.0,4.0,0.0,17.0,21.0,11.0,17.0,4.0,90.0,63.0,6.8,14.0,0.0123224,0,Oliver Braude,1.0,1.0,1.0,8.0,6.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441688,home,SC Heerenveen,Sam Kersten,sam-kersten,S. Kersten,D,4,191,83,M,847072,EUR,886118400,D,4,4,False,35.0,28.0,4.0,1.0,0.0,20.0,22.0,8.0,13.0,2.0,45.0,42.0,6.9,7.0,0.00203157,0,,,1.0,2.0,1.0,3.0,,,3.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441688,home,SC Heerenveen,Hristiyan Petrov,hristiyan-petrov,H. Petrov,D,28,184,322,M,1129996,EUR,1024876800,D,28,28,False,43.0,35.0,8.0,2.0,0.0,25.0,27.0,10.0,16.0,4.0,90.0,58.0,7.6,10.0,0.00887183,1,,,4.0,1.0,7.0,3.0,1.0,,4.0,2.0,2.0,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,0.0849,0.4979,,,,,,,,,,,,,,,,,,,,,
12441688,home,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,27,168,173,M,794998,EUR,894067200,D,11,11,False,28.0,23.0,2.0,1.0,0.0,17.0,20.0,6.0,8.0,2.0,90.0,50.0,7.0,7.0,0.00640746,0,,,1.0,1.0,5.0,5.0,1.0,,5.0,,3.0,1.0,,,2.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12441688,home,SC Heerenveen,Luuk Brouwers,luuk-brouwers,L. Brouwers,M,8,180,141,M,794014,EUR,894153600,M,8,8,False,17.0,12.0,4.0,3.0,0.0,6.0,6.0,6.0,11.0,1.0,72.0,27.0,6.5,8.0,0.0141309,0,,,,1.0,6.0,2.0,,,1.0,1.0,1.0,,2.0,,5.0,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,
12441688,home,SC Heerenveen,Marcus Linday,marcus-linday,M. Linday,M,16,186,207,M,1627623,EUR,1054512000,M,16,16,False,33.0,26.0,,,0.0,15.0,16.0,11.0,17.0,8.0,82.0,40.0,7.0,9.0,0.00864705,0,Marcus Linday,,,1.0,3.0,3.0,1.0,,,2.0,2.0,2.0,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12441688,home,SC Heerenveen,Levi Smans,levi-smans,L. Smans,M,14,175,135,M,1133678,EUR,1048550400,M,14,14,False,18.0,14.0,1.0,,1.0,3.0,4.0,12.0,16.0,1.0,90.0,33.0,7.3,10.0,0.423783,3,Levi Smans,2.0,1.0,,6.0,3.0,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,2.0,,,0.1453,,1.0,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
12441688,home,SC Heerenveen,Jacob Trenskow,trenskow-jacob,J. Trenskow,M,20,178,432,M,1015627,EUR,975196800,F,20,20,False,21.0,16.0,2.0,1.0,0.0,3.0,4.0,14.0,19.0,3.0,90.0,36.0,7.0,10.0,0.0648939,1,,2.0,1.0,,5.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,,1.0,1.0,,0.0378,0.0201,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,
12441688,home,SC Heerenveen,Miloš Luković,milos-lukovic,M. Luković,F,22,184,1062,M,1165974,EUR,1132272000,F,24,24,False,19.0,14.0,,,0.0,9.0,10.0,5.0,9.0,6.0,82.0,30.0,7.0,7.0,0.00494208,3,Milos Lukovic,,2.0,1.0,7.0,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,3.0,1.0,1.6512,0.9299,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,
