match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_wonContest,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_keyPass,stat_bigChanceCreated,captain,stat_totalOffside,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork
14572777,home,FCSB,Ștefan Târnovanu,stefan-tarnovanu,Ș. Târnovanu,G,32,197,1736,M,914414,EUR,957830400,G,32,32,False,30.0,17.0,21.0,8.0,0.0,15.0,19.0,2.0,11.0,7.0,2.0,2.0,2.0,90.0,38.0,6.4,14.0,0.00067194,43.792132761951,8.0,10.92,5.46,0.5085,0,-0.3147,-0.02,0.02,-0.32,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572777,home,FCSB,Alexandru Pantea,alexandru-pantea,A. Pantea,D,28,172,327,M,1033266,EUR,1063238400,D,28,28,False,19.0,15.0,2.0,,0.0,11.0,13.0,4.0,6.0,2.0,,,,45.0,31.0,5.9,5.0,0.00253169,49.638585097393,3.0,41.055,34.44,,0,,0.04,0.04,-0.44,,,,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14572777,home,FCSB,Siyabonga Ngezana,siyabonga-ngezana,S. Ngezana,D,30,188,1241,M,905541,EUR,868924800,D,30,30,False,27.0,24.0,2.0,2.0,0.0,17.0,19.0,7.0,8.0,4.0,,,,65.0,39.0,7.6,4.0,0.00370676,111.22545718899,13.0,-4.2,9.24,,2,,0.04,0.1,-0.17,,,,1.0,2.0,,,6.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1035,0.7722,0.52,,,,,,,,,,,,,,,,
14572777,home,FCSB,Mihai Lixandru,lixandru-mihai,M. Lixandru,M,16,184,359,M,1129974,EUR,991699200,D,16,16,False,24.0,21.0,3.0,2.0,0.0,14.0,16.0,7.0,8.0,1.0,,,,61.0,33.0,5.9,5.0,0.00328956,81.294924770313,13.0,3.045,12.075,,0,,0.06,0.03,-0.53,,,,1.0,2.0,,,3.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,
14572777,home,FCSB,Risto Radunović,risto-radunovic,R. Radunović,D,33,184,500,M,117128,EUR,704937600,D,33,33,False,36.0,26.0,,,1.0,19.0,23.0,7.0,13.0,6.0,,,,90.0,52.0,6.1,14.0,0.157773,110.63787267097,13.0,10.185,12.495,,0,,0.26,0.08,-0.4,,,,7.0,1.0,4.0,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,3.0,2.0,1.0,2.0,,,,,,,,,,
14572777,home,FCSB,Baba Alhassan,alhassan-baba,B. Alhassan,M,42,186,596,M,1085422,EUR,946857600,M,42,42,False,24.0,21.0,1.0,,0.0,14.0,14.0,7.0,10.0,5.0,,,,45.0,34.0,6.6,5.0,0.00421845,41.136377149599,8.0,18.06,7.77,,0,,-0.05,0.06,-0.04,,,,2.0,3.0,,,2.0,,1.0,1.0,2.0,,,,,,,2.0,,,,,2.0,,,,1.0,,,,,,,,,,
14572777,home,FCSB,Adrian Șut,adrian-sut,A. Șut,M,89,185,1259,M,839577,EUR,925430400,M,8,8,False,39.0,36.0,5.0,4.0,0.0,24.0,25.0,12.0,14.0,2.0,,,,90.0,55.0,6.9,4.0,0.00381831,53.069489710834,8.0,-8.295,5.67,,0,,0.05,0.01,-0.11,,,,2.0,4.0,1.0,,3.0,4.0,1.0,,1.0,2.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,
14572777,home,FCSB,Juri Cisotti,juri-cisotti,J. Cisotti,M,31,175,813,M,151076,EUR,736560000,M,31,31,False,26.0,19.0,2.0,1.0,2.0,6.0,9.0,13.0,17.0,4.0,,,,90.0,49.0,8.4,18.0,1.08656,122.16284343784,15.0,91.035,26.985,,1,,0.95,0.35,-0.21,,,,6.0,7.0,2.0,1.0,2.0,,2.0,1.0,1.0,3.0,3.0,1.0,,,,,0.0856,,-0.19,2.0,5.0,4.0,1.0,1.0,2.0,2.0,,,,,,,,,
14572777,home,FCSB,Florin Tănase,florin-tanase,F. Tănase,M,10,185,1396,M,537032,EUR,788745600,M,10,10,False,47.0,33.0,3.0,2.0,0.0,16.0,20.0,17.0,27.0,6.0,,,,90.0,59.0,6.7,18.0,0.052639,209.8037347762,24.0,109.2,28.875,,2,,0.05,0.31,-0.29,,,,9.0,3.0,2.0,2.0,,1.0,,,2.0,2.0,3.0,1.0,1.0,1.0,,,0.6714,0.9921,0.34,1.0,,,,1.0,,,True,,,,,,,,
14572777,home,FCSB,Octavian Popescu,popescu-octavian,G. O. Popescu,M,37,180,1662,M,1067660,EUR,1040947200,M,37,37,False,12.0,7.0,,,0.0,4.0,5.0,3.0,7.0,1.0,,,,45.0,24.0,6.0,10.0,0.00082043,13.68058158966,2.0,2.31,7.77,,0,,-0.14,-0.32,-0.22,,,,7.0,4.0,2.0,2.0,1.0,,3.0,,1.0,,2.0,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,
