match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_fouls,captain,stat_aerialLost,stat_outfielderBlock,player_lastName,stat_totalContest,stat_shotOffTarget,stat_dispossessed,stat_unsuccessfulTouch,stat_keyPass,stat_blockedScoringAttempt,stat_totalCross,stat_wonContest,stat_onTargetScoringAttempt,stat_saves,stat_bigChanceMissed,stat_accurateCross,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_totalOffside
12388500,home,TuS Koblenz,Michael Zadach,michael-zadach,M. Zadach,G,1,188.0,1,M,1085420,EUR,963360000,G,1,1,False,37.0,14.0,31.0,10.0,0.0,9.0,14.0,5.0,23.0,1.0,3.0,2.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,90.0,44.0,6.8,23.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
12388500,home,TuS Koblenz,Yasin Yaman,yasin-yaman,Y. Yaman,D,,189.0,1,,1912193,EUR,1057276800,D,3,3,False,14.0,6.0,5.0,1.0,0.0,3.0,6.0,3.0,8.0,,1.0,5.0,2.0,1.0,1.0,,,,,,78.0,29.0,6.3,9.0,0,Yasin Yaman,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12388500,home,TuS Koblenz,Daniel von der Bracke,daniel-von-der-bracke,D. v. d. Bracke,D,4,183.0,1,M,140032,EUR,696556800,D,4,4,False,17.0,10.0,5.0,,0.0,8.0,12.0,2.0,5.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,,,,,90.0,27.0,6.8,7.0,0,,3.0,,,2.0,True,1.0,2.0,,,,,,,,,,,,,,,,,
12388500,home,TuS Koblenz,Damir Grgić,damir-grgic,D. Grgić,D,14,194.0,6,M,811192,EUR,706147200,D,14,14,False,21.0,14.0,4.0,2.0,0.0,11.0,16.0,3.0,5.0,2.0,3.0,9.0,2.0,1.0,1.0,,,,,,90.0,37.0,6.9,8.0,0,,3.0,,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
12388500,home,TuS Koblenz,Karim Zeghli,karim-zeghli,K. Zeghli,D,15,183.0,1,M,1908074,EUR,990057600,D,15,15,False,12.0,4.0,7.0,1.0,0.0,3.0,7.0,1.0,5.0,,3.0,4.0,1.0,3.0,3.0,,,,,,90.0,37.0,6.5,9.0,0,Karim Zeghli,6.0,2.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,
12388500,home,TuS Koblenz,Marcel Wingender,wingender-marcel,M. Wingender,M,6,,1,M,1511973,EUR,997315200,M,6,6,False,13.0,10.0,3.0,1.0,0.0,6.0,7.0,4.0,6.0,,3.0,,4.0,3.0,,,,,,,90.0,21.0,6.6,3.0,1,Marcel,2.0,,,1.0,,1.0,,Wingender,,1.0,,,,,,,,,,,,,,
12388500,home,TuS Koblenz,Leon Hysenaj,leon-hysenaj,L. Hysenaj,F,20,,5,M,1410710,EUR,1093392000,M,20,20,False,4.0,1.0,1.0,,0.0,1.0,3.0,,1.0,2.0,6.0,,1.0,3.0,3.0,1.0,,,,,69.0,15.0,7.0,6.0,2,Leon,5.0,,1.0,,,4.0,,Hysenaj,,2.0,1.0,1.0,1.0,,,,,,,,,,,
12388500,home,TuS Koblenz,Igor Blagojevic,igor-blagojevic,I. Blagojevic,M,10,185.0,13,M,939316,EUR,948153600,M,10,10,False,11.0,7.0,2.0,,0.0,7.0,8.0,,3.0,,3.0,,2.0,2.0,1.0,1.0,,,,,83.0,17.0,6.5,4.0,1,,2.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,
12388500,home,TuS Koblenz,Lukas Tuchscherer,lukas-tuchscherer,L. Tuchscherer,M,17,178.0,1,M,1908082,EUR,886204800,M,17,17,False,6.0,4.0,2.0,1.0,0.0,,1.0,4.0,10.0,1.0,4.0,4.0,2.0,1.0,1.0,,,,,,90.0,31.0,6.7,13.0,1,Lukas Tuchscherer,7.0,2.0,2.0,2.0,,,,,2.0,1.0,3.0,3.0,,,5.0,2.0,,,,,,,,
12388500,home,TuS Koblenz,Dylan Esmel,dylan-esmel,D. Esmel,F,,181.0,6,M,893489,EUR,890352000,F,19,19,False,12.0,8.0,,,0.0,1.0,2.0,7.0,11.0,,3.0,,6.0,1.0,,2.0,,,,,90.0,27.0,6.9,11.0,2,,4.0,,,2.0,,1.0,,,1.0,1.0,,5.0,2.0,,1.0,,1.0,,,,,,,
