match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_outfielderBlock,captain,stat_aerialLost,stat_totalOffside,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals
11453018,home,Al-Fateh,Djaniny,,,djaniny,Djaniny,F,,190.0,371,M,975869,EUR,669513600,F,21,21,False,23.0,18.0,,,0.0,5.0,5.0,13.0,18.0,2.0,,,,89.0,46.0,7.9,14.0,2.0,2,,,8.0,6.0,6.0,4.0,4.0,3.0,,,,2.0,,,,2.0,,,,,3.0,,2.0,,1.0
11453018,home,Al-Fateh,Salem Alnajdi,,,alnajdi-salem,S. Alnajdi,D,83,178.0,1037,M,1475427,EUR,1043625600,M,83,83,True,4.0,4.0,,,0.0,,,4.0,4.0,,,,,15.0,11.0,7.0,,,0,,,1.0,2.0,,,,2.0,1.0,2.0,2.0,,,1.0,,1.0,,,,,,,,,
11453018,home,Al-Fateh,Ali Alzubaidi,,,ali-alzubaidi,A. Alzubaidi,D,2,177.0,7,M,160903,EUR,726105600,D,2,2,True,6.0,5.0,,,0.0,3.0,3.0,2.0,3.0,1.0,,,,15.0,7.0,6.5,2.0,1.0,0,,,2.0,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,
11453018,home,Al-Fateh,Abbas Sadiq Alhassan,Abbas Sadiq Alhassan,,abbas-sadiq-alhassan,A. S. Alhassan,M,6,174.0,52,M,1096520,EUR,1079222400,M,66,66,True,4.0,3.0,,,0.0,1.0,1.0,2.0,4.0,2.0,,,,14.0,13.0,7.7,4.0,,2,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,2.0,,2.0,,1.0
11453018,home,Al-Fateh,Mohammed Al-Fuhaid,,,mohammed-al-fuhaid,M. Al-Fuhaid,M,28,171.0,10,M,818616,EUR,631843200,M,14,14,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,1.0,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
11453018,home,Al-Fateh,Abdullah Almogren,,,abdullah-almogren,A. Almogren,F,14,173.0,18,M,948593,EUR,848966400,F,20,20,True,,,,,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
11453018,home,Al-Fateh,Mustafa Malaika,,,mustafa-malaika,M. Malaika,G,1,184.0,41,M,818855,EUR,516931200,G,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
11453018,home,Al-Fateh,Qasim Lajami,,,qasim-al-oujami,Q. Lajami,D,87,178.0,103,M,818668,EUR,830390400,D,87,87,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
11453018,home,Al-Fateh,Mohammed Al Saeed,,,mohammed-al-saeed,M. A. Saeed,D,81,172.0,23,M,870365,EUR,847929600,M,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
11453018,home,Al-Fateh,Nouh Al-Mousa,,,nouh-al-mousa,N. Al-Mousa,M,,175.0,17,M,818614,EUR,667267200,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
11453018,away,Abha,Ciprian Tătărușanu,,,ciprian-tatarusanu,C. Tătărușanu,G,,198.0,624,M,44453,EUR,508291200,G,16,16,False,19.0,16.0,4.0,1.0,0.0,15.0,18.0,1.0,1.0,13.0,1.0,4.0,4.0,90.0,34.0,6.5,3.0,,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11453018,away,Abha,Fahad Bin Jumayah,,,fahad-bin-jumayah,F. B. Jumayah,D,14,170.0,22,M,893514,EUR,800064000,D,14,14,False,19.0,15.0,1.0,,0.0,6.0,7.0,9.0,16.0,4.0,,,,70.0,41.0,6.8,12.0,,0,4.0,1.0,7.0,8.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,,1.0,,,3.0,,3.0,,,,
11453018,away,Abha,Saleh Al Qumayzi,,,saleh-al-qumayzi,S. Al Qumayzi,D,,180.0,9,M,160891,EUR,688780800,D,17,17,False,29.0,25.0,1.0,1.0,0.0,15.0,15.0,10.0,15.0,6.0,,,,90.0,42.0,6.7,5.0,1.0,0,1.0,,1.0,2.0,,,,4.0,2.0,2.0,2.0,,,1.0,,,,,1.0,,,,,,
11453018,away,Abha,Fabián Noguera,,,fabian-noguera,F. Noguera,D,29,192.0,73,M,581620,EUR,732585600,D,18,18,False,30.0,26.0,5.0,2.0,0.0,22.0,23.0,4.0,7.0,3.0,,,,90.0,46.0,6.6,4.0,,2,,2.0,3.0,6.0,,,,7.0,,4.0,2.0,,1.0,1.0,,,,,2.0,,,2.0,,,
11453018,away,Abha,Ahmad Al Hbeab,Ahmad,Al Hbeab,ahmad-al-hbeab,A. A. Hbeab,D,76,176.0,1,M,818761,EUR,725932800,D,6,6,False,27.0,22.0,3.0,1.0,0.0,16.0,18.0,6.0,9.0,4.0,,,,86.0,34.0,6.4,6.0,,0,,,2.0,1.0,,,,,2.0,1.0,1.0,,1.0,2.0,,,,,1.0,,,,,,
11453018,away,Abha,Mohammed Naji,Mohammed,Naji,mohammed-naji,M. Naji,D,4,170.0,4,M,893173,EUR,751939200,D,3,3,False,22.0,18.0,3.0,1.0,0.0,6.0,7.0,12.0,17.0,3.0,,,,74.0,46.0,6.4,10.0,,1,2.0,,11.0,4.0,1.0,,,3.0,3.0,1.0,1.0,3.0,1.0,1.0,,2.0,,,7.0,,1.0,,1.0,,
11453018,away,Abha,Saad Bguir,Saad,Bguir,bguir-saad,S. Bguir,M,18,178.0,637,M,563030,EUR,764294400,M,10,10,False,47.0,39.0,3.0,2.0,0.0,11.0,13.0,30.0,42.0,2.0,,,,86.0,60.0,7.2,15.0,3.0,1,8.0,,1.0,3.0,,2.0,2.0,,,1.0,,,,,True,,,2.0,1.0,,1.0,,1.0,,
11453018,away,Abha,Zakaria Al-Sudani,,,zakaria-al-sudani,Z. Al-Sudani,M,,183.0,5,M,328851,EUR,712195200,M,21,21,False,29.0,22.0,2.0,2.0,0.0,10.0,13.0,12.0,16.0,,,,,90.0,47.0,7.5,11.0,,1,,1.0,5.0,6.0,1.0,,,3.0,2.0,4.0,3.0,1.0,2.0,1.0,,1.0,,,1.0,,3.0,,1.0,,1.0
11453018,away,Abha,Grzegorz Krychowiak,Grzegorz,Krychowiak,grzegorz-krychowiak,G. Krychowiak,M,4,187.0,2715,M,76227,EUR,633571200,M,5,5,False,62.0,54.0,9.0,7.0,0.0,20.0,22.0,36.0,43.0,4.0,,,,90.0,76.0,6.8,11.0,2.0,1,3.0,,6.0,2.0,1.0,1.0,,1.0,2.0,,,2.0,1.0,,,,,2.0,3.0,,,,1.0,,
11453018,away,Abha,Uroš Matić,,,uros-matic,U. Matić,M,,185.0,66,M,63273,EUR,643420800,M,8,8,False,12.0,11.0,,,0.0,5.0,5.0,9.0,11.0,1.0,,,,75.0,21.0,6.3,3.0,,1,4.0,1.0,2.0,2.0,1.0,,,2.0,,,,1.0,1.0,,,,,3.0,,,,,,1.0,
11453018,away,Abha,Ahmed Abdu,,,ahmed-abdoh-jaber,A. Abdu,F,71,183.0,56,M,873363,EUR,822528000,F,71,71,False,12.0,12.0,,,1.0,3.0,3.0,9.0,9.0,5.0,,,,90.0,28.0,7.1,3.0,3.0,4,,1.0,6.0,4.0,1.0,3.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,,,,,,,4.0,
11453018,away,Abha,Saad Natiq,,,saad-natiq,S. Natiq,D,,188.0,510,M,836756,EUR,764035200,D,4,4,True,10.0,10.0,1.0,1.0,0.0,5.0,5.0,5.0,5.0,,,,,20.0,11.0,5.9,,,1,,,5.0,,,,,,,,,,2.0,,,1.0,,,3.0,,,1.0,,,
11453018,away,Abha,François Kamano,,,francois-kamano,F. Kamano,M,45,182.0,1456,M,580800,EUR,830995200,F,11,11,True,7.0,5.0,1.0,1.0,0.0,,,5.0,7.0,,,,,16.0,12.0,7.0,2.0,1.0,2,,,1.0,2.0,,,,,,,,2.0,,,,,,,1.0,,,1.0,1.0,,
11453018,away,Abha,Mohammed Al Oufi,Mohammed Al Oufi,,mohammed-al-oufi,M. A. Oufi,D,23,168.0,14,M,1050350,EUR,1028764800,D,24,24,True,11.0,7.0,1.0,,0.0,2.0,2.0,6.0,14.0,1.0,,,,15.0,20.0,6.8,8.0,1.0,0,5.0,,,1.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,
11453018,away,Abha,Ziyad Al-Sahafi,,,ziyad-al-sahafi,Z. Al-Sahafi,D,21,182.0,36,M,831259,EUR,782352000,D,30,30,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,15.0,4.0,6.2,1.0,,1,,1.0,3.0,1.0,,,,,,,,,1.0,,,,,,2.0,,1.0,1.0,,,
11453018,away,Abha,Hassan Hashim Al-Ali,Hassan Hashim Al Ali,,hassan-hashim-al-ali,H. H. A. Ali,F,11,175.0,30,M,1066734,EUR,1013299200,F,9,9,True,6.0,5.0,2.0,2.0,0.0,2.0,2.0,5.0,6.0,2.0,,,,15.0,19.0,7.4,4.0,2.0,1,2.0,,3.0,4.0,,2.0,,,,2.0,2.0,2.0,1.0,,,,,2.0,,,1.0,1.0,,,
11453018,away,Abha,Abdulrahman Al Bouq,Abdulrahman Al Bouq,,abdulrahman-al-bouq,A. A. Bouq,G,21,,7,M,1474489,EUR,936835200,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
11453018,away,Abha,Mohammed Al-Konaideri,,,mohammed-al-konaideri,M. Al-Konaideri,D,12,175.0,21,M,1019340,EUR,971222400,D,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
11453018,away,Abha,Saad Al-Salouli,,,saad-alselouli,S. Al-Salouli,M,24,168.0,15,M,917266,EUR,896054400,D,88,88,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
11453018,away,Abha,Abdulelah Alshamary,,,abdulelah-alshamary,A. Alshamary,M,8,172.0,38,M,931838,EUR,917136000,M,80,80,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
