match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_totalClearance,stat_fouls,stat_expectedGoals,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_challengeLost,player_firstName,player_lastName,stat_totalCross,stat_interceptionWon,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_accurateCross,player_sofascoreId,stat_punches,stat_errorLeadToAShot,stat_goals,stat_lastManTackle
12499351,home,Genoa,Nicola Leali,nicola-leali,N. Leali,G,1,193.0,635,M,98059,EUR,729907200,G,1,1,False,18.0,14.0,12.0,8.0,0.0,7.0,7.0,7.0,11.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,90.0,27.0,7.2,4.0,0.00488352,0,-0.1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499351,home,Genoa,Alessandro Vogliacco,alessandro-vogliacco,A. Vogliacco,D,4,186.0,344,M,807295,EUR,905731200,D,14,14,False,27.0,21.0,8.0,4.0,0.0,12.0,12.0,9.0,15.0,,,1.0,,,,,90.0,33.0,6.4,6.0,0.00723219,1,,4.0,6.0,1.0,1.0,2.0,0.0088,,,,,,,,,,,,,,,,,,,,,,,,
12499351,home,Genoa,Johan Vásquez,johan-vasquez,J. Vásquez,D,22,185.0,4788,M,889785,EUR,909014400,D,22,22,False,33.0,25.0,4.0,,0.0,20.0,24.0,5.0,9.0,4.0,6.0,2.0,,,,,90.0,45.0,7.0,9.0,0.00289348,1,,3.0,3.0,,3.0,,0.0743,1.0,2.0,2.0,1.0,0.6799,,,,,,,,,,,,,,,,,,,
12499351,home,Genoa,Alan Matturro,matturro-alan,A. Matturro,D,3,189.0,1328,M,1177401,EUR,1097452800,D,33,33,False,21.0,14.0,4.0,1.0,0.0,7.0,10.0,7.0,11.0,2.0,4.0,5.0,1.0,,,,90.0,35.0,6.7,11.0,0.0451997,1,,1.0,4.0,,3.0,1.0,0.1033,1.0,1.0,1.0,2.0,0.2018,2.0,,,,,,,,,,,,,,,,,,
12499351,home,Genoa,Stefano Sabelli,stefano-sabelli,S. Sabelli,D,20,179.0,199,M,184421,EUR,726883200,M,20,20,False,17.0,8.0,8.0,2.0,0.0,3.0,4.0,5.0,17.0,,4.0,1.0,1.0,,,,79.0,36.0,6.6,14.0,0.0227033,1,,,6.0,1.0,3.0,3.0,0.0508,,,3.0,,,3.0,,,4.0,1.0,2.0,1.0,,,,,,,,,,,,
12499351,home,Genoa,Morten Thorsby,morten-thorsby,M. Thorsby,M,2,189.0,697,M,280991,EUR,831254400,M,2,2,False,19.0,15.0,,,0.0,4.0,4.0,11.0,15.0,6.0,9.0,2.0,,,,,79.0,28.0,7.0,7.0,0.0122195,0,,,4.0,,1.0,3.0,,,,2.0,2.0,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
12499351,home,Genoa,Milan Badelj,milan-badelj,M. Badelj,M,,186.0,902,M,39482,EUR,604368000,M,47,47,False,20.0,14.0,4.0,1.0,0.0,7.0,8.0,7.0,13.0,,3.0,3.0,,,,,71.0,33.0,6.8,10.0,0.0405203,1,,,1.0,,3.0,,0.0237,,,3.0,3.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,True,1.0,,,,,,
12499351,home,Genoa,Morten Frendrup,morten-frendrup,M. Frendrup,M,32,178.0,1679,M,918440,EUR,986601600,M,32,32,False,15.0,10.0,2.0,1.0,0.0,6.0,6.0,4.0,9.0,1.0,3.0,2.0,,,,,90.0,24.0,6.9,5.0,0.00969877,0,,1.0,2.0,,2.0,1.0,,,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,
12499351,home,Genoa,Aarón Martín,aaron-martin,A. Martín,D,3,180.0,1144,M,797286,EUR,861667200,M,3,3,False,15.0,11.0,2.0,2.0,0.0,3.0,4.0,10.0,24.0,,7.0,3.0,4.0,,,,90.0,51.0,7.3,18.0,0.167358,2,,1.0,3.0,1.0,1.0,,0.1315,,1.0,3.0,1.0,,1.0,,,13.0,,2.0,2.0,,1.0,,,,1.0,2.0,,,,,
12499351,home,Genoa,Andrea Pinamonti,andrea-pinamonti,A. Pinamonti,F,99,185.0,2688,M,826198,EUR,927072000,F,19,19,False,22.0,14.0,2.0,,0.0,5.0,7.0,9.0,15.0,1.0,2.0,2.0,1.0,,,,90.0,31.0,6.8,9.0,0.0151549,4,,5.0,7.0,,,1.0,0.2584,2.0,1.0,,1.0,0.7767,1.0,,,,,,,,,,,,2.0,,,,,,
