match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,player_lastName,stat_unsuccessfulTouch,stat_outfielderBlock,stat_totalTackle,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wonTackle,stat_penaltyWon,stat_keyPass,stat_shotOffTarget,captain,stat_accurateCross,stat_onTargetScoringAttempt,player_sofascoreId,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_goalAssist,stat_bigChanceCreated,stat_penaltyConceded,stat_bigChanceMissed
11391090,home,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,27.0,20.0,10.0,3.0,19.0,19.0,1.0,8.0,7.0,2.0,3.0,3.0,67.0,36.0,7.3,8.0,0.0,0.0,0.00054743,0,0.6981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391090,home,Nantes,Nathan Zeze,zeze-nathan,N. Zeze,D,44,190,847,M,1154687,EUR,1119052800,D,44,44,False,33.0,27.0,2.0,2.0,18.0,20.0,9.0,13.0,1.0,,,,90.0,39.0,6.3,6.0,0.0,0.0,0.00240246,0,,Nathan Zeze,4.0,2.0,6.0,3.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
11391090,home,Nantes,Ronaël Pierre-Gabriel,ronael-pierre-gabriel,R. Pierre-Gabriel,D,18,175,899,M,826293,EUR,897696000,D,18,18,False,47.0,40.0,4.0,,32.0,38.0,8.0,9.0,1.0,,,,90.0,60.0,6.3,10.0,0.0,0.0,0.0043894,0,,,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
11391090,home,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,42.0,35.0,6.0,1.0,30.0,33.0,5.0,9.0,8.0,,,,90.0,51.0,6.4,8.0,0.0,0.0,0.00226563,0,,,3.0,,4.0,3.0,2.0,2.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11391090,home,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,M,11,11,False,16.0,15.0,,,7.0,8.0,8.0,10.0,3.0,,,,59.0,33.0,6.9,6.0,0.0,0.0,0.00409212,0,,,1.0,,4.0,6.0,,2.0,1.0,1.0,,2.0,,4.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,
11391090,home,Nantes,Samuel Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,92,178,6604,M,892624,EUR,839808000,M,8,8,False,10.0,8.0,1.0,,3.0,4.0,5.0,6.0,1.0,,,,68.0,16.0,7.1,3.0,0.0,0.0,0.0281125,0,,Samuel,1.0,,2.0,2.0,,,2.0,1.0,Moutoussamy,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
11391090,home,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,77.0,65.0,8.0,4.0,38.0,42.0,27.0,35.0,9.0,,,,90.0,83.0,6.8,13.0,0.0,0.0,0.0206797,0,,,2.0,,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
11391090,home,Nantes,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173,1164,M,1102502,EUR,1021507200,M,29,29,False,50.0,41.0,9.0,4.0,14.0,15.0,27.0,39.0,7.0,,,,90.0,74.0,6.6,20.0,0.0177,0.0,0.105439,1,,Quentin Merlin,2.0,,6.0,2.0,1.0,,,1.0,,2.0,,1.0,4.0,1.0,3.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,
11391090,home,Nantes,Florent Mollet,florent-mollet,F. Mollet,M,91,174,195,M,234230,EUR,690508800,F,25,25,False,54.0,51.0,3.0,2.0,22.0,22.0,32.0,39.0,3.0,,,,90.0,74.0,7.4,10.0,0.1381,0.1159,0.0863591,2,,,1.0,,6.0,4.0,1.0,1.0,2.0,2.0,,3.0,,,7.0,3.0,2.0,2.0,,,4.0,1.0,True,3.0,1.0,,,,,,,,,,
11391090,home,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,False,15.0,11.0,,,4.0,6.0,7.0,10.0,,,,,88.0,33.0,7.1,12.0,0.8427,0.9863,0.0464293,3,,,2.0,5.0,8.0,6.0,2.0,2.0,,3.0,,4.0,,,1.0,,2.0,1.0,,,,1.0,,,1.0,mostafamohamed11,2.0,1.0,1.0,1.0,,,,,
