match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_penaltyWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalOffside,stat_wonContest,stat_blockedScoringAttempt,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,captain,player_sofascoreId,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_penaltyConceded
14131937,home,Sporting Braga,Lukáš Horníček,lukas-hornicek,L. Horníček,G,1,194,548,M,963744,EUR,1026518400,G,1,1,False,40.0,35.0,10.0,5.0,0.0,34.0,35.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,90.0,46.0,7.3,5.0,0.0003002,0.2204,0,0.4273,0.1,0.01,0.21,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131937,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,56.0,47.0,6.0,3.0,0.0,20.0,21.0,27.0,35.0,1.0,1.0,,,,70.0,72.0,7.5,12.0,0.0570836,,0,,0.33,0.23,0.21,,1.0,5.0,2.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131937,home,Sporting Braga,Gustaf Lagerbielke,gustaf-lagerbielke,G. Lagerbielke,D,14,193,476,M,965263,EUR,955324800,D,14,14,False,72.0,66.0,5.0,1.0,0.0,49.0,51.0,17.0,21.0,6.0,2.0,,,,90.0,87.0,8.8,7.0,0.00597411,,1,,0.26,0.41,0.22,,3.0,11.0,1.0,,,3.0,1.0,,2.0,8.0,1.0,1.0,2.0,1.0,0.2634,0.8374,0.32,,,,,,,,,,,,,,,,,,,,,,,,
14131937,home,Sporting Braga,Bright Arrey-Mbi,bright-arrey-mbi,B. Arrey-Mbi,D,26,187,788,M,997173,EUR,1048636800,D,26,26,False,65.0,55.0,8.0,2.0,0.0,43.0,47.0,12.0,18.0,1.0,5.0,,,,90.0,67.0,6.7,10.0,0.00305044,,0,,0.18,0.03,-0.04,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14131937,home,Sporting Braga,Mario Dorgeles,mario-dorgeles,M. Dorgeles,M,20,177,1549,M,1396015,EUR,1091836800,M,20,20,False,55.0,48.0,2.0,,0.0,16.0,17.0,32.0,38.0,,2.0,,,,90.0,69.0,7.4,10.0,0.0729528,,3,,-0.67,0.37,-0.01,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,0.7456,0.9908,0.51,Mario Dorgeles,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
14131937,home,Sporting Braga,Jean-Baptiste Gorby,jean-baptiste-gorby,J. Gorby,M,29,181,4294,M,1120039,EUR,1027555200,M,29,29,False,44.0,38.0,6.0,4.0,0.0,25.0,26.0,13.0,18.0,1.0,5.0,,,,58.0,53.0,7.0,8.0,0.00999349,,1,,-0.08,0.05,0.2,,,4.0,,,2.0,2.0,,,,,,,,,0.0277,,-0.08,,,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,
14131937,home,Sporting Braga,Diego Rodrigues,rodrigues-diego,D. Rodrigues,M,50,178,222,M,1184326,EUR,1116892800,M,50,50,False,44.0,41.0,2.0,1.0,0.0,18.0,18.0,23.0,26.0,,4.0,,,,90.0,60.0,6.9,9.0,0.0509276,,1,,0.22,0.45,-0.03,,8.0,5.0,2.0,1.0,2.0,1.0,5.0,2.0,,,1.0,,1.0,,0.0212,0.0161,-0.11,Diego Henrique,Rodrigues,,2.0,,,2.0,,2.0,1.0,3.0,,,,,,,,,,,,,
14131937,home,Sporting Braga,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,17.0,12.0,2.0,1.0,0.0,8.0,8.0,4.0,9.0,,2.0,,,,70.0,33.0,6.8,9.0,0.0637763,,0,,0.18,-0.01,-0.03,,2.0,4.0,2.0,1.0,1.0,2.0,,1.0,,,,,2.0,,,,,,,1.0,1.0,,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,
14131937,home,Sporting Braga,Rodrigo Zalazar,rodrigo-zalazar,R. Zalazar,M,10,174,2789,M,966575,EUR,934416000,F,10,10,False,42.0,37.0,4.0,3.0,0.0,12.0,13.0,25.0,29.0,,2.0,,,,80.0,58.0,7.4,9.0,0.0212184,,2,,0.03,0.2,-0.09,,7.0,8.0,,,,2.0,2.0,,,2.0,2.0,1.0,,,0.8349,1.0644,0.31,,,2.0,5.0,,1.0,4.0,,1.0,,2.0,,,,,,,,,,,,,
14131937,home,Sporting Braga,Amine El Ouazzani,el-ouazzani-amine,A. E. Ouazzani,F,9,188,2047,M,1014048,EUR,995155200,F,9,9,False,15.0,12.0,1.0,1.0,0.0,2.0,3.0,10.0,12.0,,5.0,,,,90.0,28.0,5.9,8.0,0.0353526,,4,,-0.52,0.3,-0.07,,8.0,4.0,1.0,,4.0,2.0,4.0,2.0,2.0,,,,,,0.2366,,-0.58,,,1.0,1.0,2.0,,1.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,
