match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_sofascoreId,stat_shotOffTarget,stat_outfielderBlock,stat_clearanceOffLine,stat_interceptionWon,stat_totalContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_wonContest,stat_wasFouled,stat_totalOffside,captain,stat_hitWoodwork,stat_errorLeadToAShot
14025285,home,Nottingham Forest,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,26,26,False,31.0,9.0,29.0,7.0,0.0,2.0,2.0,7.0,29.0,1.0,11.0,1.0,2.0,4.0,1.0,90.0,41.0,6.2,23.0,0.0258935,0.0035,0,-0.5804,0.19,-0.02,-0.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025285,home,Nottingham Forest,Nicolò Savona,nicolo-savona,N. Savona,D,37,192,2582,M,1010220,EUR,1048032000,D,37,37,False,29.0,22.0,2.0,,0.0,9.0,9.0,13.0,20.0,3.0,2.0,,,,,90.0,48.0,7.4,12.0,0.0105078,,1,,-0.08,0.14,-0.41,,,,3.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,4.0,3.0,1.0,0.7782,0.8214,0.56,,,,,,,,,,,,,,,,,
14025285,home,Nottingham Forest,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,31,31,False,37.0,30.0,7.0,4.0,0.0,19.0,19.0,11.0,18.0,5.0,3.0,,,,,90.0,49.0,6.8,7.0,0.0103226,,2,,-0.09,0.32,0.21,,,,,1.0,4.0,1.0,4.0,,,,,,,0.1824,,-0.56,milenkovicn_4,2.0,3.0,,,,,,,,,,,,,,
14025285,home,Nottingham Forest,Murillo,murillo,Murillo,D,5,180,9781,M,1199282,EUR,1025740800,D,5,5,False,28.0,22.0,4.0,,0.0,14.0,15.0,8.0,13.0,5.0,4.0,,,,,90.0,46.0,7.1,6.0,0.00700662,,1,,0.04,0.02,-0.04,,Murillo,,,2.0,3.0,2.0,5.0,,,,2.0,1.0,,0.0645,,-0.24,murillosantiago40,1.0,2.0,1.0,6.0,,,,,,,,,,,,
14025285,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3198,M,927356,EUR,987120000,D,3,3,False,24.0,22.0,3.0,3.0,0.0,12.0,14.0,10.0,10.0,3.0,6.0,,,,,90.0,47.0,6.8,10.0,0.0170511,,1,,-0.01,0.31,-0.21,,,,2.0,,,1.0,4.0,,,,4.0,2.0,,0.0417,,0.01,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
14025285,home,Nottingham Forest,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11801,M,867887,EUR,894672000,M,12,12,False,8.0,7.0,2.0,1.0,0.0,5.0,6.0,2.0,2.0,,2.0,,,,,14.0,12.0,6.8,3.0,0.243408,,0,,0.36,0.04,0.14,,,,2.0,,,1.0,,,,,,,,,,,Douglas_Luiz,,,,,1.0,,,1.0,1.0,,,,,,,
14025285,home,Nottingham Forest,Elliot Anderson,elliot-anderson,E. Anderson,M,8,179,7705,M,994546,EUR,1036540800,M,8,8,False,63.0,47.0,10.0,5.0,0.0,23.0,25.0,24.0,38.0,,14.0,,,,,90.0,84.0,6.9,25.0,0.134251,,2,,0.16,0.33,-0.15,,,,7.0,3.0,1.0,7.0,7.0,1.0,,,1.0,1.0,2.0,0.1644,,0.02,,1.0,,,1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,,,,
14025285,home,Nottingham Forest,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184,4721,M,944327,EUR,972432000,M,14,14,False,22.0,20.0,1.0,,0.0,4.0,4.0,16.0,18.0,,1.0,,,,,90.0,40.0,6.1,14.0,0.054358,,1,,0.16,0.04,-0.17,,,,4.0,1.0,,10.0,4.0,2.0,1.0,,3.0,2.0,3.0,0.017,0.0504,-0.04,,,,,1.0,1.0,,3.0,,,3.0,,1.0,1.0,,,
14025285,home,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,865912,EUR,948931200,M,10,10,False,35.0,23.0,,,0.0,7.0,8.0,16.0,27.0,,3.0,,,,,90.0,46.0,7.3,15.0,0.0378889,,2,,-0.16,0.17,-0.12,,,,1.0,4.0,4.0,4.0,5.0,,1.0,1.0,,,,0.2664,0.6848,0.47,Morgangibbs27,,,,1.0,1.0,1.0,2.0,,2.0,,1.0,,,True,,
14025285,home,Nottingham Forest,Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,177,9224,M,867442,EUR,973555200,M,7,7,False,20.0,18.0,2.0,2.0,0.0,6.0,6.0,12.0,14.0,,4.0,,,,,89.0,39.0,7.6,9.0,0.13946,,4,,0.48,0.72,-0.05,,,,4.0,,,3.0,4.0,,,,2.0,1.0,1.0,0.1547,,-0.66,Calteck10,3.0,1.0,,,3.0,1.0,,,4.0,1.0,2.0,,,,,
