match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_totalContest,stat_wonContest,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_interceptionWon,stat_onTargetScoringAttempt,captain,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,player_sofascoreId,stat_goodHighClaim,stat_challengeLost
10665968,home,Al-Shabab,Hattan Bahebri,hattan-bahebri,H. Bahbri,M,11,168,92,M,803052,EUR,711244800,F,11,11,False,21.0,18.0,1.0,,7.0,10.0,11.0,12.0,3.0,,,68.0,37.0,6.1,12.0,1,1.0,2.0,9.0,1.0,,1.0,2.0,,,,,1.0,,,3.0,,1.0,2.0,,,2.0,,,,,,,,,
10665968,home,Al-Shabab,Saeed Al-Rabiei,saeed-al-rabiei,S. Al-Rabiei,D,4,187,32,M,954639,EUR,746841600,D,25,25,True,30.0,26.0,5.0,2.0,23.0,24.0,3.0,6.0,1.0,,,29.0,34.0,6.7,5.0,1,,,,2.0,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,
10665968,home,Al-Shabab,Santi Mina,santi-mina,S. Mina,F,,182,384,,306498,EUR,818294400,F,77,77,True,5.0,4.0,,,2.0,2.0,2.0,3.0,1.0,,,22.0,11.0,6.8,2.0,1,,2.0,4.0,5.0,,2.0,,,,1.0,,,,2.0,,,2.0,1.0,,,1.0,,1.0,,,,,,,
10665968,home,Al-Shabab,Nawaf Al-Abed,nawaf-al-abed,N. Al-Abed,M,,168,122,,144377,EUR,633312000,M,14,14,True,11.0,7.0,2.0,,3.0,5.0,4.0,6.0,,,,16.0,11.0,6.3,4.0,0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10665968,home,Al-Shabab,Hussein Shaian,hussain-abdoh-al-shaian,H. Shaian,G,,190,4,M,791429,EUR,611884800,G,35,35,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665968,home,Al-Shabab,Nader Al Sharari,nader-abdullah-al-sharari,N. A. Sharari,D,4,184,534,M,923040,EUR,831513600,D,88,88,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665968,home,Al-Shabab,Mohammed Al-Yami,mohammed-issa,M. Al-Yami,M,5,181,14,M,1398871,EUR,1017705600,D,26,26,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Mohammed Issa,,,,,,,,,,,
10665968,home,Al-Shabab,Hussain Al-Sebyani,hussain-alsebyani,H. Alsebyani,M,16,168,15,M,1152012,EUR,993340800,D,16,16,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Hussain Alsebyani,,,,,,,,,,,
10665968,home,Al-Shabab,Fahad Al-Muwallad,fahad-al-muwallad,F. Al-Muwallad,M,,167,183,M,160909,EUR,779500800,F,90,90,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665968,home,Al-Shabab,Ahmed Abdu,ahmed-abdu,A. Abdu,F,71,183,6,M,1392248,EUR,839462400,F,71,71,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Ahmed Abdu,,,,,,,,,,,
10665968,away,Al-Nassr,David Ospina,david-ospina,D. Ospina,G,1,183,5027,M,33596,EUR,588988800,G,25,25,False,34.0,31.0,7.0,4.0,30.0,30.0,1.0,4.0,13.0,5.0,5.0,89.0,45.0,7.8,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,D_Ospina1,2.0,
10665968,away,Al-Nassr,Abdulelah Al-Amri,abdulelah-al-amri,A. Al-Amri,D,5,185,1135,M,881831,EUR,853286400,D,5,5,False,68.0,56.0,6.0,2.0,45.0,47.0,11.0,21.0,2.0,,,90.0,84.0,7.6,15.0,0,,1.0,4.0,11.0,2.0,5.0,2.0,,,5.0,,,1.0,1.0,,,3.0,3.0,,,,4.0,,,,,,,,1.0
10665968,away,Al-Nassr,Álvaro González,alvaro-gonzalez,Á. González,D,,183,313,M,150212,EUR,631756800,D,21,21,False,53.0,47.0,4.0,2.0,39.0,40.0,8.0,13.0,5.0,,,90.0,59.0,7.1,6.0,0,,1.0,2.0,4.0,3.0,2.0,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,
10665968,away,Al-Nassr,Ali Lajami,ali-lajami,A. Lajami,D,78,175,1281,M,818667,EUR,830390400,D,78,78,False,59.0,51.0,6.0,3.0,29.0,31.0,23.0,29.0,,,,90.0,74.0,7.4,12.0,0,1.0,1.0,2.0,4.0,3.0,,,,1.0,4.0,,,,,,,,1.0,,,,3.0,,,1.0,,,,,
10665968,away,Al-Nassr,Sultan Al-Ghannam,sultan-al-ghannam,S. Al-Ghannam,D,2,173,1607,M,830126,EUR,768182400,M,2,2,False,44.0,35.0,2.0,,22.0,23.0,14.0,25.0,5.0,,,90.0,62.0,6.7,15.0,0,4.0,,4.0,3.0,1.0,2.0,,,1.0,,,,1.0,1.0,2.0,,2.0,1.0,,,1.0,1.0,,True,1.0,,,,,
10665968,away,Al-Nassr,Luiz Gustavo,luiz-gustavo,L. Gustavo,M,14,187,2128,M,29735,EUR,553996800,M,18,18,False,37.0,34.0,5.0,4.0,16.0,16.0,18.0,22.0,2.0,,,90.0,57.0,7.6,6.0,0,1.0,,3.0,6.0,1.0,3.0,1.0,,2.0,,,,1.0,3.0,1.0,,1.0,2.0,,,,,,,,,,,,
10665968,away,Al-Nassr,Abdullah Al-Khaibari,abdullah-alkhaibari,A. Al-Khaibari,M,17,178,1250,M,867179,EUR,840153600,M,17,17,False,48.0,44.0,1.0,1.0,21.0,22.0,23.0,26.0,5.0,,,90.0,59.0,6.9,8.0,1,,2.0,5.0,4.0,,1.0,3.0,,,,,,,3.0,,,1.0,1.0,,,1.0,,,,,,1.0,,,1.0
10665968,away,Al-Nassr,Jaloliddin Masharipov,jaloliddin-masharipov,J. Masharipov,M,77,172,6101,M,333611,EUR,746841600,M,77,77,False,28.0,22.0,2.0,,13.0,16.0,11.0,20.0,3.0,,,60.0,42.0,6.8,12.0,1,8.0,,1.0,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,2.0,,1.0,Masharipov77,,1.0
10665968,away,Al-Nassr,Gonzalo Martínez,gonzalo-martinez,G. Martínez,M,28,172,1192,M,789871,EUR,739929600,F,10,10,False,24.0,21.0,3.0,2.0,6.0,7.0,16.0,21.0,7.0,,,79.0,40.0,7.5,9.0,1,4.0,,3.0,4.0,,2.0,2.0,,1.0,,1.0,,,2.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,1.0
10665968,away,Al-Nassr,Sami Al-Najei,sami-al-najei,S. Al-Najei,M,14,181,886,M,832312,EUR,855273600,F,14,14,False,24.0,21.0,,,6.0,6.0,15.0,18.0,5.0,,,90.0,35.0,6.7,8.0,1,,,4.0,3.0,,,2.0,,1.0,1.0,,,,2.0,,,,1.0,,,3.0,,,,,,1.0,,,
10665968,away,Al-Nassr,Anderson Talisca,anderson-talisca,A. Talisca,M,94,191,20484,M,329245,EUR,760060800,F,94,94,False,11.0,10.0,,,2.0,2.0,8.0,9.0,2.0,,,90.0,31.0,6.4,8.0,4,,2.0,5.0,3.0,,1.0,4.0,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,2.0,,1.0,,,1.0,2.0,AndersonTalisca,,
10665968,away,Al-Nassr,Abdulmajeed Al-Sulaiheem,abdulmajeed-al-sulaiheem,A. Al-Sulaiheem,M,8,165,600,M,538320,EUR,768960000,M,8,8,True,10.0,10.0,,,2.0,2.0,8.0,8.0,2.0,,,30.0,14.0,6.6,1.0,1,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,
10665968,away,Al-Nassr,Ayman Yahya,ayman-ahmed,A. Yahya,M,23,168,1412,M,1130539,EUR,989798400,M,23,23,True,6.0,6.0,,,3.0,3.0,3.0,3.0,1.0,,,11.0,10.0,6.2,2.0,0,,,4.0,1.0,,1.0,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,1.0
10665968,away,Al-Nassr,Amin Al-Bukhari,amin-al-bukhari,A. Al-Bukhari,G,97,194,341,M,818493,EUR,862531200,G,1,1,True,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665968,away,Al-Nassr,Abdullah Madu,abdullah-madu,A. Madu,D,3,186,189,M,794347,EUR,742694400,D,3,3,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665968,away,Al-Nassr,Hamed Al-Mansour,hamed-al-mansour,H. Al-Mansour,D,,172,357,M,818578,EUR,737769600,D,20,20,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665968,away,Al-Nassr,Majed Mohammed,majed-mohammed,M. Mohammed,D,50,169,71,M,1385284,EUR,1007337600,D,27,27,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Majed Mohammed,,,,,,,,,,,
10665968,away,Al-Nassr,Ali Al-Hassan,ali-al-hassan,A. Al-Hassan,M,19,183,1000,M,925947,EUR,857433600,M,19,19,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665968,away,Al-Nassr,Abdulrahman Ghareeb,abdulrahman-ghareeb,A. Ghareeb,F,29,164,2201,M,1014447,EUR,859766400,F,29,29,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665968,away,Al-Nassr,Vincent Aboubakar,vincent-aboubakar,V. Aboubakar,F,45,184,11201,M,116869,EUR,696038400,F,9,9,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,aboubakarvincent,,
